tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone
íng-thài,永泰,25,éng-thài,ing2thai3,eng2thai3,ingthai,engthai
huàn-tsuí,氾水,25,hoàn-chúi,huan3tsui2,hoan3chui2,huantsui,hoanchui
huàn-lām,氾濫,25,hoàn-lām,huan3lam7,hoan3lam7,huanlam,hoanlam
kiû-khit,求乞,25,kiû-khit,kiu5khit,kiu5khit,kiukhit,kiukhit
kîu-hîng,求刑,25,kiû-hêng,kiu5hing5,kiu5heng5,kiuhing,kiuheng
kiû-huà,求化,25,kiû-hòa,kiu5hua3,kiu5hoa3,kiuhua,kiuhoa
kiû-tshuē,求揣,25,kiû-chhōe,kiu5tshue7,kiu5chhoe7,kiutshue,kiuchhoe
kiû-tsān,求贊,25,kiû-chān,kiu5tsan7,kiu5chan7,kiutsan,kiuchan
kiû-i,求醫,25,kiû-i,kiu5i,kiu5i,kiui,kiui
si̍k-kho,汐科,25,se̍k-kho,sik8kho,sek8kho,sikkho,sekkho
kuānn-sip,汗溼,25,kōaⁿ-sip,kuann7sip,koann7sip,kuannsip,koannsip
u-jiám,汙染,25,u-jiám,ujiam2,ujiam2,ujiam,ujiam
u-bia̍t,汙蔑,25,u-bia̍t,ubiat8,ubiat8,ubiat,ubiat
kang-pak,江北,25,kang-pak,kangpak,kangpak,kangpak,kangpak
kang-kan,江干,25,kang-kan,kangkan,kangkan,kangkan,kangkan
tsiánn-bê,汫糜,25,chiáⁿ-bê,tsiann2be5,chiann2be5,tsiannbe,chiannbe
tsiánn-muâi,汫糜,25,chiáⁿ-moâi,tsiann2muai5,chiann2moai5,tsiannmuai,chiannmoai
tsiánn-muê,汫糜,25,chiáⁿ-môe,tsiann2mue5,chiann2moe5,tsiannmue,chiannmoe
tîm-té,沈底,25,tîm-té,tim5te2,tim5te2,timte,timte
tîm-lak,沈落,25,tîm-lak,tim5lak,tim5lak,timlak,timlak
tiâm-té,沉底,25,tiâm-té,tiam5te2,tiam5te2,tiamte,tiamte
tîm-lûn,沉淪,25,tîm-lûn,tim5lun5,tim5lun5,timlun,timlun
tîm-kiû,沉球,25,tîm-kiû,tim5kiu5,tim5kiu5,timkiu,timkiu
tîm-tsuì,沉醉,25,tîm-chùi,tim5tsui3,tim5chui3,timtsui,timchui
bi̍t-lo̍h,沒落,25,bi̍t-lo̍h,bit8loh8,bit8loh8,bitloh,bitloh
bu̍t-lo̍h,沒落,25,bu̍t-lo̍h,but8loh8,but8loh8,butloh,butloh
ta̍uh-ta̍uh,沓沓,25,tau̍h-tau̍h,tauh8tauh8,tauh8tauh8,tauhtauh,tauhtauh
ta̍p-tih,沓滴,25,ta̍p-tih,tap8tih,tap8tih,taptih,taptih
tshiong-sîng,沖繩,25,chhiong-sêng,tshiongsing5,chhiongseng5,tshiongsing,chhiongseng
sua-á,沙仔,25,soa-á,suaa2,soaa2,suaa,soaa
sa-teh,沙嗲,25,sa-teh,sateh,sateh,sateh,sateh
suann-phiânn,沙坪,25,soaⁿ-phiâⁿ,suannphiann5,soannphiann5,suannphiann,soannphiann
sa-la,沙拉,25,sa-la,sala,sala,sala,sala
sua-thuann,沙灘,25,soa-thoaⁿ,suathuann,soathoann,suathuann,soathoann
sua-kè,沙疥,25,soa-kè,suake3,soake3,suake,soake
sua-hún,沙粉,25,soa-hún,suahun2,soahun2,suahun,soahun
sua-kuān,沙縣,25,soa-koān,suakuan7,soakoan7,suakuan,soakoan
sua-hì,沙肺,25,soa-hì,suahi3,soahi3,suahi,soahi
sua-lak,沙轆,25,soa-lak,sualak,soalak,sualak,soalak
sua-lîng,沙鈴,25,soa-lêng,sualing5,soaleng5,sualing,soaleng
sua-tshiu,沙鰍,25,soa-chhiu,suatshiu,soachhiu,suatshiu,soachhiu
hô-khe,河溪,25,hô-khe,ho5khe,ho5khe,hokhe,hokhe
hô-khue,河溪,25,hô-khoe,ho5khue,ho5khoe,hokhue,hokhoe
hô-tông,河童,25,hô-tông,ho5tong5,ho5tong5,hotong,hotong
hô-ti,河豬,25,hô-ti,ho5ti,ho5ti,hoti,hoti
hô-pinn,河邊,25,hô-piⁿ,ho5pinn,ho5pinn,hopinn,hopinn
hô-bé,河馬,25,hô-bé,ho5be2,ho5be2,hobe,hobe
hô-tāi,河鮘,25,hô-tāi,ho5tai7,ho5tai7,hotai,hotai
iû-khoo,油箍,25,iû-kho͘,iu5khoo,iu5khoo,iukhoo,iukhoo
iû-î,油胰,25,iû-î,iu5i5,iu5i5,iui,iui
iû-tsûn,油船,25,iû-chûn,iu5tsun5,iu5chun5,iutsun,iuchun
iû-kim,油金,25,iû-kim,iu5kim,iu5kim,iukim,iukim
iû-kut,油骨,25,iû-kut,iu5kut,iu5kut,iukut,iukut
iû-mī,油麵,25,iû-mī,iu5mi7,iu5mi7,iumi,iumi
tī-thâng,治蟲,25,tī-thâng,ti7thang5,ti7thang5,tithang,tithang
hòng-tshiánn,況且,25,hòng-chhiáⁿ,hong3tshiann2,hong3chhiann2,hongtshiann,hongchhiann
tsûan-káng,泉港,25,choân-káng,tsuan5kang2,choan5kang2,tsuankang,choankang
tsuat-phue̍h,泏沫,25,choat-phoe̍h,tsuatphueh8,choatphoeh8,tsuatphueh,choatphoeh
huat-jîn,法人,25,hoat-jîn,huatjin5,hoatjin5,huatjin,hoatjin
huat-tsik,法則,25,hoat-chek,huattsik,hoatchek,huattsik,hoatchek
huat-bông,法盲,25,hoat-bông,huatbong5,hoatbong5,huatbong,hoatbong
huat-ló,法老,25,hoat-ló,huatlo2,hoatlo2,huatlo,hoatlo
huat-lê,法螺,25,hoat-lê,huatle5,hoatle5,huatle,hoatle
huat-bē,法賣,25,hoat-bē,huatbe7,hoatbe7,huatbe,hoatbe
huàn-li̍k,泛綠,25,hoàn-le̍k,huan3lik8,hoan3lek8,huanlik,hoanlek
huàn-im,泛音,25,hoàn-im,huan3im,hoan3im,huanim,hoanim
pho-pho,波波,25,pho-pho,phopho,phopho,phopho,phopho
pho-pak,波腹,25,pho-pak,phopak,phopak,phopak,phopak
tsù-siā,注射,25,chù-siā,tsu3sia7,chu3sia7,tsusia,chusia
tsù-bûn,注文,25,chù-bûn,tsu3bun5,chu3bun5,tsubun,chubun
tsù-ba̍k,注目,25,chù-ba̍k,tsu3bak8,chu3bak8,tsubak,chubak
tsù-sîn,注神,25,chù-sîn,tsu3sin5,chu3sin5,tsusin,chusin
tsù-hueh,注血,25,chù-hoeh,tsu3hueh,chu3hoeh,tsuhueh,chuhoeh
thài-lîng,泰寧,25,thài-lêng,thai3ling5,thai3leng5,thailing,thaileng
thài-kûn,泰拳,25,thài-kûn,thai3kun5,thai3kun5,thaikun,thaikun
thài-bú,泰武,25,thài-bú,thai3bu2,thai3bu2,thaibu,thaibu
thài-sūn,泰順,25,thài-sūn,thai3sun7,thai3sun7,thaisun,thaisun
íng-khòo,泳褲,25,éng-khò͘,ing2khoo3,eng2khoo3,ingkhoo,engkhoo
iông-liû,洋流,25,iông-liû,iong5liu5,iong5liu5,iongliu,iongliu
sé-thuā,洗汰,25,sé-thōa,se2thua7,se2thoa7,sethua,sethoa
sué-tso̍k,洗濯,25,sóe-cho̍k,sue2tsok8,soe2chok8,suetsok,soechok
sé-tso̍k,洗濯,25,sé-cho̍k,se2tsok8,se2chok8,setsok,sechok
sé-hîm,洗熊,25,sé-hîm,se2him5,se2him5,sehim,sehim
sé-pán,洗版,25,sé-pán,se2pan2,se2pan2,sepan,sepan
sé-pe̍h,洗白,25,sé-pe̍h,se2peh8,se2peh8,sepeh,sepeh
sué-sīn,洗腎,25,sóe-sīn,sue2sin7,soe2sin7,suesin,soesin
sé-sīn,洗腎,25,sé-sīn,se2sin7,se2sin7,sesin,sesin
sé-sann,洗衫,25,sé-saⁿ,se2sann,se2sann,sesann,sesann
sé-tsînn,洗錢,25,sé-chîⁿ,se2tsinn5,se2chinn5,setsinn,sechinn
sé-bīn,洗面,25,sé-bīn,se2bin7,se2bin7,sebin,sebin
khó-lâu,洘流,25,khó-lâu,kho2lau5,kho2lau5,kholau,kholau
khó-thng,洘湯,25,khó-thng,kho2thng,kho2thng,khothng,khothng
khó-hng,洘荒,25,khó-hng,kho2hng,kho2hng,khohng,khohng
lo̍k-kang,洛江,25,lo̍k-kang,lok8kang,lok8kang,lokkang,lokkang
tōng-khang,洞空,25,tōng-khang,tong7khang,tong7khang,tongkhang,tongkhang
tōng-thâu,洞頭,25,tōng-thâu,tong7thau5,tong7thau5,tongthau,tongthau
ua̍h-miā,活命,25,oa̍h-miā,uah8mia7,oah8mia7,uahmia,oahmia
ua̍h-jī,活字,25,oa̍h-jī,uah8ji7,oah8ji7,uahji,oahji
hua̍t-lo̍k,活樂,25,hoa̍t-lo̍k,huat8lok8,hoat8lok8,huatlok,hoatlok
ua̍h-tsuí,活水,25,oa̍h-chúi,uah8tsui2,oah8chui2,uahtsui,oahchui
oa̍h-kioh,活腳,25,oa̍h-kioh,oah8kioh,oah8kioh,oahkioh,oahkioh
ua̍h-hê,活蝦,25,oa̍h-hê,uah8he5,oah8he5,uahhe,oahhe
lâu-tshut,流出,25,lâu-chhut,lau5tshut,lau5chhut,lautshut,lauchhut
liû-hîng,流形,25,liû-hêng,liu5hing5,liu5heng5,liuhing,liuheng
liû-suí,流水,25,liû-súi,liu5sui2,liu5sui2,liusui,liusui
lâu-thng,流湯,25,lâu-thng,lau5thng,lau5thng,lauthng,lauthng
lâu-tīnn,流滇,25,lâu-tīⁿ,lau5tinn7,lau5tinn7,lautinn,lautinn
lâu-ká,流絞,25,lâu-ká,lau5ka2,lau5ka2,lauka,lauka
lâu-kuè,流過,25,lâu-kòe,lau5kue3,lau5koe3,laukue,laukoe
lâu-pá,流飽,25,lâu-pá,lau5pa2,lau5pa2,laupa,laupa
tsiat-lâm,浙南,25,chiat-lâm,tsiatlam5,chiatlam5,tsiatlam,chiatlam
phu̍h-ting,浡丁,25,phu̍h-teng,phuh8ting,phuh8teng,phuhting,phuhteng
uān-hîm,浣熊,25,oān-hîm,uan7him5,oan7him5,uanhim,oanhim
phóo-siânn,浦城,25,phó͘-siâⁿ,phoo2siann5,phoo2siann5,phoosiann,phoosiann
phóo-kang,浦江,25,phó͘-kang,phoo2kang,phoo2kang,phookang,phookang
lōng-to̍k,浪毒,25,lōng-to̍k,long7tok8,long7tok8,longtok,longtok
làng-káng,浪港,25,làng-káng,lang3kang2,lang3kang2,langkang,langkang
phû-tōng,浮動,25,phû-tōng,phu5tong7,phu5tong7,phutong,phutong
phû-bī,浮沬,25,phû-bī,phu5bi7,phu5bi7,phubi,phubi
phû-tsiu,浮洲,25,phû-chiu,phu5tsiu,phu5chiu,phutsiu,phuchiu
phû-kiû,浮球,25,phû-kiû,phu5kiu5,phu5kiu5,phukiu,phukiu
phû-khang,浮空,25,phû-khang,phu5khang,phu5khang,phukhang,phukhang
i̍k-ôo,浴壺,25,e̍k-ô͘,ik8oo5,ek8oo5,ikoo,ekoo
i̍k-bō,浴帽,25,e̍k-bō,ik8bo7,ek8bo7,ikbo,ekbo
i̍k-pâng,浴房,25,e̍k-pâng,ik8pang5,ek8pang5,ikpang,ekpang
hái-thē,海䖳,25,hái-thē,hai2the7,hai2the7,haithe,haithe
hái-á,海仔,25,hái-á,hai2a2,hai2a2,haia,haia
hái-kháu,海口,25,hái-kháu,hai2khau2,hai2khau2,haikhau,haikhau
hái-siàu,海嘯,25,hái-siàu,hai2siau3,hai2siau3,haisiau,haisiau
hái-poo,海埔,25,hái-po͘,hai2poo,hai2poo,haipoo,haipoo
hái-kînn,海墘,25,hái-kîⁿ,hai2kinn5,hai2kinn5,haikinn,haikinn
hái-huānn,海岸,25,hái-hōaⁿ,hai2huann7,hai2hoann7,haihuann,haihoann
hái-khiā,海徛,25,hái-khiā,hai2khia7,hai2khia7,haikhia,haikhia
hái-sàu,海掃,25,hái-sàu,hai2sau3,hai2sau3,haisau,haisau
hái-sū,海曙,25,hái-sū,hai2su7,hai2su7,haisu,haisu
hái-tsó,海棗,25,hái-chó,hai2tso2,hai2cho2,haitso,haicho
hái-tshiâng,海沖,25,hái-chhiâng,hai2tshiang5,hai2chhiang5,haitshiang,haichhiang
hái-im,海淹,25,hái-im,hai2im,hai2im,haiim,haiim
hái-íng,海湧,25,hái-éng,hai2ing2,hai2eng2,haiing,haieng
hái-kau,海溝,25,hái-kau,hai2kau,hai2kau,haikau,haikau
hái-uan,海灣,25,hái-oan,hai2uan,hai2oan,haiuan,haioan
hái-gâ,海牙,25,hái-gâ,hai2ga5,hai2ga5,haiga,haiga
hái-káu,海狗,25,hái-káu,hai2kau2,hai2kau2,haikau,haikau
hái-uánn,海碗,25,hái-óaⁿ,hai2uann2,hai2oann2,haiuann,haioann
hái-tóo,海肚,25,hái-tó͘,hai2too2,hai2too2,haitoo,haitoo
hái-huē,海蟹,25,hái-hōe,hai2hue7,hai2hoe7,haihue,haihoe
hái-kak,海角,25,hái-kak,hai2kak,hai2kak,haikak,haikak
hái-kha,海跤,25,hái-kha,hai2kha,hai2kha,haikha,haikha
hái-tiò,海釣,25,hái-tiò,hai2tio3,hai2tio3,haitio,haitio
hái-tshing,海青,25,hái-chheng,hai2tshing,hai2chheng,haitshing,haichheng
hái-tsiáu,海鳥,25,hái-chiáu,hai2tsiau2,hai2chiau2,haitsiau,haichiau
hái-phīnn,海鼻,25,hái-phīⁿ,hai2phinn7,hai2phinn7,haiphinn,haiphinn
hái-ku,海龜,25,hái-ku,hai2ku,hai2ku,haiku,haiku
tsìm-thàu,浸透,25,chìm-thàu,tsim3thau3,chim3thau3,tsimthau,chimthau
siau-tháu,消敨,25,siau-tháu,siauthau2,siauthau2,siauthau,siauthau
siau-liâng,消涼,25,siau-liâng,siauliang5,siauliang5,siauliang,siauliang
siau-khián,消遣,25,siau-khián,siaukhian2,siaukhian2,siaukhian,siaukhian
hâm-iông,涵容,25,hâm-iông,ham5iong5,ham5iong5,hamiong,hamiong
âm-kang,涵江,25,âm-kang,am5kang,am5kang,amkang,amkang
âm-kau,涵溝,25,âm-kau,am5kau,am5kau,amkau,amkau
liâng-phuānn,涼伴,25,liâng-phōaⁿ,liang5phuann7,liang5phoann7,liangphuann,liangphoann
liâng-tâi,涼台,25,liâng-tâi,liang5tai5,liang5tai5,liangtai,liangtai
liâng-bō,涼帽,25,liâng-bō,liang5bo7,liang5bo7,liangbo,liangbo
liâng-hún,涼粉,25,liâng-hún,liang5hun2,liang5hun2,lianghun,lianghun
liâng-khiang,涼腔,25,liâng-khiang,liang5khiang,liang5khiang,liangkhiang,liangkhiang
liâng-tê,涼茶,25,liâng-tê,liang5te5,liang5te5,liangte,liangte
liâng-mī,涼麵,25,liâng-mī,liang5mi7,liang5mi7,liangmi,liangmi
tshe-ai,淒哀,25,chhe-ai,tsheai,chheai,tsheai,chheai
luī-suànn,淚腺,25,lūi-sòaⁿ,lui7suann3,lui7soann3,luisuann,luisoann
tsīng-than,淨灘,25,chēng-than,tsing7than,cheng7than,tsingthan,chengthan
tshim-tsùn,深圳,25,chhim-chùn,tshimtsun3,chhimchun3,tshimtsun,chhimchun
tshim-hang,深烘,25,chhim-hang,tshimhang,chhimhang,tshimhang,chhimhang
tshim-khû,深跍,25,chhim-khû,tshimkhu5,chhimkhu5,tshimkhu,chhimkhu
sûn-an,淳安,25,sûn-an,sun5an,sun5an,sunan,sunan
hūn-siann,混聲,25,hūn-siaⁿ,hun7siann,hun7siann,hunsiann,hunsiann
im-khì,淹去,25,im-khì,imkhi3,imkhi3,imkhi,imkhi
im-sí,淹死,25,im-sí,imsi2,imsi2,imsi,imsi
im-tsuí,淹水,25,im-chúi,imtsui2,imchui2,imtsui,imchui
tshián-bī,淺沬,25,chhián-bī,tshian2bi7,chhian2bi7,tshianbi,chhianbi
tshián-hang,淺烘,25,chhián-hang,tshian2hang,chhian2hang,tshianhang,chhianhang
thiam-pang,添幫,25,thiam-pang,thiampang,thiampang,thiampang,thiampang
thinn-pn̄g,添飯,25,thiⁿ-pn̄g,thinnpng7,thinnpng7,thinnpng,thinnpng
thinn-tsan,添齻,25,thiⁿ-chan,thinntsan,thinnchan,thinntsan,thinnchan
tshing-hiu,清休,25,chheng-hiu,tshinghiu,chhenghiu,tshinghiu,chhenghiu
tshing-bîng,清明,25,chheng-bêng,tshingbing5,chhengbeng5,tshingbing,chhengbeng
tshing-khì,清氣,25,chheng-khì,tshingkhi3,chhengkhi3,tshingkhi,chhengkhi
tshing-im,清音,25,chheng-im,tshingim,chhengim,tshingim,chhengim
kiám-síng,減省,25,kiám-séng,kiam2sing2,kiam2seng2,kiamsing,kiamseng
kiám-sok,減縮,25,kiám-sok,kiam2sok,kiam2sok,kiamsok,kiamsok
tshik-tshì,測試,25,chhek-chhì,tshiktshi3,chhekchhi3,tshiktshi,chhekchhi
káng-kháu,港口,25,káng-kháu,kang2khau2,kang2khau2,kangkhau,kangkhau
biáu-siáu,渺小,25,biáu-siáu,biau2siau2,biau2siau2,biausiau,biausiau
tshàu-khám,湊坎,25,chhàu-khám,tshau3kham2,chhau3kham2,tshaukham,chhaukham
tsháu-khiáu,湊巧,25,chháu-khiáu,tshau2khiau2,chhau2khiau2,tshaukhiau,chhaukhiau
ôo-lāi,湖內,25,ô͘-lāi,oo5lai7,oo5lai7,oolai,oolai
ôo-tsiu,湖州,25,ô͘-chiu,oo5tsiu,oo5chiu,ootsiu,oochiu
ôo-lí,湖里,25,ô͘-lí,oo5li2,oo5li2,ooli,ooli
thuànn-tsâng,湠叢,25,thòaⁿ-châng,thuann3tsang5,thoann3chang5,thuanntsang,thoannchang
thuànn-sing,湠生,25,thòaⁿ-seng,thuann3sing,thoann3seng,thuannsing,thoannseng
thuànn-khui,湠開,25,thòaⁿ-khui,thuann3khui,thoann3khui,thuannkhui,thoannkhui
thng-pau,湯包,25,thng-pau,thngpau,thngpau,thngpau,thngpau
thng-thâu,湯頭,25,thng-thâu,thngthau5,thngthau5,thngthau,thngthau
làm-á,湳仔,25,làm-á,lam3a2,lam3a2,lama,lama
làm-tē,湳地,25,làm-tē,lam3te7,lam3te7,lamte,lamte
làm-thôo,湳塗,25,làm-thô͘,lam3thoo5,lam3thoo5,lamthoo,lamthoo
lòm-thôo,湳塗,25,lòm-thô͘,lom3thoo5,lom3thoo5,lomthoo,lomthoo
làm-lâu,湳流,25,làm-lâu,lam3lau5,lam3lau5,lamlau,lamlau
làm-tshân,湳田,25,làm-chhân,lam3tshan5,lam3chhan5,lamtshan,lamchhan
tsún-tsò,準做,25,chún-chò,tsun2tso3,chun2cho3,tsuntso,chuncho
tsún-pue,準桮,25,chún-poe,tsun2pue,chun2poe,tsunpue,chunpoe
tsún-suah,準煞,25,chún-soah,tsun2suah,chun2soah,tsunsuah,chunsoah
tsún-kuè,準過,25,chún-kòe,tsun2kue3,chun2koe3,tsunkue,chunkoe
tsún-kè,準過,25,chún-kè,tsun2ke3,chun2ke3,tsunke,chunke
liu-suan,溜旋,25,liu-soan,liusuan,liusoan,liusuan,liusoan
kau-á,溝仔,25,kau-á,kaua2,kaua2,kaua,kaua
kau-tíng,溝頂,25,kau-téng,kauting2,kauteng2,kauting,kauteng
khe-pîng,溪坪,25,khe-pêng,kheping5,khepeng5,kheping,khepeng
khe-huānn,溪岸,25,khe-hōaⁿ,khehuann7,khehoann7,khehuann,khehoann
khe-khàm,溪崁,25,khe-khàm,khekham3,khekham3,khekham,khekham
khe-tsiu,溪州,25,khe-chiu,khetsiu,khechiu,khetsiu,khechiu
khe-tsiu,溪洲,25,khe-chiu,khetsiu,khechiu,khetsiu,khechiu
khue-tsiu,溪洲,25,khoe-chiu,khuetsiu,khoechiu,khuetsiu,khoechiu
khe-kau,溪溝,25,khe-kau,khekau,khekau,khekau,khekau
khe-pinn,溪邊,25,khe-piⁿ,khepinn,khepinn,khepinn,khepinn
un-niá,溫嶺,25,un-niá,unnia2,unnia2,unnia,unnia
un-tsiu,溫州,25,un-chiu,untsiu,unchiu,untsiu,unchiu
un-sioh,溫惜,25,un-sioh,unsioh,unsioh,unsioh,unsioh
iûnn-khì,溶去,25,iûⁿ-khì,iunn5khi3,iunn5khi3,iunnkhi,iunnkhi
iông-i̍k,溶液,25,iông-e̍k,iong5ik8,iong5ek8,iongik,iongek
iûnn-seh,溶雪,25,iûⁿ-seh,iunn5seh,iunn5seh,iunnseh,iunnseh
sip-tōo,溼度,25,sip-tō͘,siptoo7,siptoo7,siptoo,siptoo
sip-kuānn,溼汗,25,sip-kōaⁿ,sipkuann7,sipkoann7,sipkuann,sipkoann
bia̍t-hué,滅火,25,bia̍t-hóe,biat8hue2,biat8hoe2,biathue,biathoe
bia̍t-hé,滅火,25,bia̍t-hé,biat8he2,biat8he2,biathe,biathe
tsu-jūn,滋潤,25,chu-jūn,tsujun7,chujun7,tsujun,chujun
kut-khue,滑詼,25,kut-khoe,kutkhue,kutkhoe,kutkhue,kutkhoe
ku̍t-khe,滑詼,25,ku̍t-khe,kut8khe,kut8khe,kutkhe,kutkhe
kō-hún,滒粉,25,kō-hún,ko7hun2,ko7hun2,kohun,kohun
tù-tàu,滯到,25,tù-tàu,tu3tau3,tu3tau3,tutau,tutau
siàm-jiō,滲尿,25,siàm-jiō,siam3jio7,siam3jio7,siamjio,siamjio
lóo-nuī,滷卵,25,ló͘-nūi,loo2nui7,loo2nui7,loonui,loonui
lóo-nňg,滷卵,25,ló͘-nňg,loo2nng6,loo2nng6,loonng,loonng
lóo-tshài,滷菜,25,ló͘-chhài,loo2tshai3,loo2chhai3,lootshai,loochhai
hóo-thî,滸苔,25,hó͘-thî,hoo2thi5,hoo2thi5,hoothi,hoothi
kún-ká,滾絞,25,kún-ká,kun2ka2,kun2ka2,kunka,kunka
kún-liòng,滾躘,25,kún-liòng,kun2liong3,kun2liong3,kunliong,kunliong
kún-lìng,滾躘,25,kún-lèng,kun2ling3,kun2leng3,kunling,kunleng
buán-tsiu,滿州,25,boán-chiu,buan2tsiu,boan2chiu,buantsiu,boanchiu
buán-tsiu,滿洲,25,boán-chiu,buan2tsiu,boan2chiu,buantsiu,boanchiu
hî-hu,漁夫,25,hî-hu,hi5hu,hi5hu,hihu,hihu
gû-bîn,漁民,25,gû-bîn,gu5bin5,gu5bin5,gubin,gubin
gû-ong,漁翁,25,gû-ong,gu5ong,gu5ong,guong,guong
hî-ong,漁翁,25,hî-ong,hi5ong,hi5ong,hiong,hiong
hî-tsûn,漁船,25,hî-chûn,hi5tsun5,hi5chun5,hitsun,hichun
tshat-seh,漆刷,25,chhat-seh,tshatseh,chhatseh,tshatseh,chhatseh
lāu-ôo,漏壺,25,lāu-ô͘,lau7oo5,lau7oo5,lauoo,lauoo
ián-sai,演師,25,ián-sai,ian2sai,ian2sai,iansai,iansai
àu-kheh,漚客,25,àu-kheh,au3kheh,au3kheh,aukheh,aukheh
àu-pōo,漚步,25,àu-pō͘,au3poo7,au3poo7,aupoo,aupoo
àu-khueh,漚缺,25,àu-khoeh,au3khueh,au3khoeh,aukhueh,aukhoeh
àu-kha,漚跤,25,àu-kha,au3kha,au3kha,aukha,aukha
àu-uînn,漚黃,25,àu-ûiⁿ,au3uinn5,au3uinn5,auuinn,auuinn
hàn-pó,漢堡,25,hàn-pó,han3po2,han3po2,hanpo,hanpo
hàn-jī,漢字,25,hàn-jī,han3ji7,han3ji7,hanji,hanji
hàn-bûn,漢文,25,hàn-bûn,han3bun5,han3bun5,hanbun,hanbun
hàn-ho̍k,漢服,25,hàn-ho̍k,han3hok8,han3hok8,hanhok,hanhok
hàn-lô,漢羅,25,hàn-lô,han3lo5,han3lo5,hanlo,hanlo
suan-bîn,漩民,25,soan-bîn,suanbin5,soanbin5,suanbin,soanbin
suān-bîn,漩民,25,soān-bîn,suan7bin5,soan7bin5,suanbin,soanbin
bàng-gah,漫畫,25,bàng-gah,bang3gah,bang3gah,banggah,banggah
bàng-kah,漫畫,25,bàng-kah,bang3kah,bang3kah,bangkah,bangkah
tiòng-tsuí,漲水,25,tiòng-chúi,tiong3tsui2,tiong3chui2,tiongtsui,tiongchui
tiùnn-tiâu,漲潮,25,tiùⁿ-tiâu,tiunn3tiau5,tiunn3tiau5,tiunntiau,tiunntiau
tsiang-hô,漳和,25,chiang-hô,tsiangho5,chiangho5,tsiangho,chiangho
tsiong-hô,漳和,25,chiong-hô,tsiongho5,chiongho5,tsiongho,chiongho
tsiang-tsiu,漳州,25,chiang-chiu,tsiangtsiu,chiangchiu,tsiangtsiu,chiangchiu
tsiunn-phîng,漳平,25,chiuⁿ-phêng,tsiunnphing5,chiunnpheng5,tsiunnphing,chiunnpheng
tsiunn-phóo,漳浦,25,chiuⁿ-phó͘,tsiunnphoo2,chiunnphoo2,tsiunnphoo,chiunnphoo
tsiunn-ám,漿泔,25,chiuⁿ-ám,tsiunnam2,chiunnam2,tsiunnam,chiunnam
liâu-khue,潦溪,25,liâu-khoe,liau5khue,liau5khoe,liaukhue,liaukhoe
tiâu-si̍k,潮汐,25,tiâu-se̍k,tiau5sik8,tiau5sek8,tiausik,tiausek
siâu-tsí,潲子,25,siâu-chí,siau5tsi2,siau5chi2,siautsi,siauchi
siap-phānn,澀奅,25,siap-phāⁿ,siapphann7,siapphann7,siapphann,siapphann
tshū-jiō,澍尿,25,chhū-jiō,tshu7jio7,chhu7jio7,tshujio,chhujio
tshū-liō,澍尿,25,chhū-liō,tshu7lio7,chhu7lio7,tshulio,chhulio
ha̍unnh-ha̍unnh,澩澩,25,hau̍ⁿh-hau̍ⁿh,haunnh8haunnh8,haunnh8haunnh8,haunnhhaunnh,haunnhhaunnh
tiān-hún,澱粉,25,tiān-hún,tian7hun2,tian7hun2,tianhun,tianhun
ò-mn̂g,澳門,25,ò-mn̂g,o3mng5,o3mng5,omng,omng
tâm-tē,澹地,25,tâm-tē,tam5te7,tam5te7,tamte,tamte
tâm-sué,澹洗,25,tâm-sóe,tam5sue2,tam5soe2,tamsue,tamsoe
tâm-sé,澹洗,25,tâm-sé,tam5se2,tam5se2,tamse,tamse
kik-sim,激心,25,kek-sim,kiksim,keksim,kiksim,keksim
kik-gông,激昂,25,kek-gông,kikgong5,kekgong5,kikgong,kekgong
khik-sòo,激素,25,khek-sò͘,khiksoo3,kheksoo3,khiksoo,kheksoo
lô-tsuí,濁水,25,lô-chúi,lo5tsui2,lo5chui2,lotsui,lochui
lô-lô,濁濁,25,lô-lô,lo5lo5,lo5lo5,lolo,lolo
lô-im,濁音,25,lô-im,lo5im,lo5im,loim,loim
to̍k-im,濁音,25,to̍k-im,tok8im,tok8im,tokim,tokim
tsē-hûn,濟雲,25,chē-hûn,tse7hun5,che7hun5,tsehun,chehun
ìm-lâu,濥流,25,ìm-lâu,im3lau5,im3lau5,imlau,imlau
pin-kang,濱江,25,pin-kang,pinkang,pinkang,pinkang,pinkang
tsuānn-siâu,濺潲,25,chōaⁿ-siâu,tsuann7siau5,choann7siau5,tsuannsiau,choannsiau
lī-kuà,濾掛,25,lī-kòa,li7kua3,li7koa3,likua,likoa
lū-kuà,濾掛,25,lū-kòa,lu7kua3,lu7koa3,lukua,lukoa
sià-hiat,瀉血,25,sià-hiat,sia3hiat,sia3hiat,siahiat,siahiat
po̍k-lap,瀑塌,25,po̍k-lap,pok8lap,pok8lap,poklap,poklap
po̍k-pòo,瀑布,25,po̍k-pò͘,pok8poo3,pok8poo3,pokpoo,pokpoo
po̍k-khòo,瀑庫,25,po̍k-khò͘,pok8khoo3,pok8khoo3,pokkhoo,pokkhoo
po̍k-bo̍k,瀑沐,25,po̍k-bo̍k,pok8bok8,pok8bok8,pokbok,pokbok
tshînn-tuī,瀳兌,25,chhîⁿ-tūi,tshinn5tui7,chhinn5tui7,tshinntui,chhinntui
