tl,hanzi,frequency,poj,tl_num,poj_num
puān,坢,50,poān,puan7,poan7
tông,坣,50,tông,tong5,tong5
thánn,坦,50,tháⁿ,thann2,thann2
kham,坩,50,kham,kham1,kham1
phiânn,坪,50,phiâⁿ,phiann5,phiann5
phînn,坪,50,phîⁿ,phinn5,phinn5
pîng,坪,50,pêng,ping5,peng5
tiam,坫,50,tiam,tiam1,tiam1
tiàm,坫,50,tiàm,tiam3,tiam3
lê,坭,50,lê,le5,le5
nî,坭,50,nî,ni5,ni5
phi,坯,50,phi,phi1,phi1
king,坰,50,keng,king1,keng1
kíng,坰,50,kéng,king2,keng2
iong,坱,50,iong,iong1,iong1
óng,坱,50,óng,ong2,ong2
hu̍t,坲,50,hu̍t,hut8,hut8
au,坳,50,au,au1,au1
áu,坳,50,áu,au2,au2
lio̍k,坴,50,lio̍k,liok8,liok8
khiu,坵,50,khiu,khiu1,khiu1
khónn,坷,50,khóⁿ,khonn2,khonn2
tsí,坻,50,chí,tsi2,chi2
tî,坻,50,tî,ti5,ti5
thik,坼,50,thek,thik4,thek4
tshik,坼,50,chhek,tshik4,chhek4
lâ,垃,50,lâ,la5,la5
hua̍t,垈,50,hoa̍t,huat8,hoat8
kì,垍,50,kì,ki3,ki3
hik,垎,50,hek,hik4,hek4
kai,垓,50,kai,kai1,kai1
ian,垔,50,ian,ian1,ian1
in,垔,50,in,in1,in1
tiāu,垗,50,tiāu,tiau7,tiau7
giâu,垚,50,giâu,giau5,giau5
tó,垛,50,tó,to2,to2
khuí,垝,50,khúi,khui2,khui2
kuí,垝,50,kúi,kui2,kui2
iông,垟,50,iông,iong5,iong5
gûn,垠,50,gûn,gun5,gun5
kió,垢,50,kió,kio2,kio2
kóo,垢,50,kó͘,koo2,koo2
uân,垣,50,oân,uan5,oan5
tia̍t,垤,50,tia̍t,tiat8,tiat8
ti̍t,垤,50,ti̍t,tit8,tit8
an,垵,50,an,an1,an1
hiān,垷,50,hiān,hian7,hian7
uân,垸,50,oân,uan5,oan5
pang,垹,50,pang,pang1,pang1
gìn,垽,50,gìn,gin3,gin3
gīn,垽,50,gīn,gin7,gin7
īn,垽,50,īn,in7,in7
hān,垾,50,hān,han7,han7
king,埂,50,keng,king1,keng1
ia,埃,50,ia,ia1,ia1
hông,埄,50,hông,hong5,hong5
kak,埆,50,kak,kak4,kak4
khak,埆,50,khak,khak4,khak4
ióng,埇,50,ióng,iong2,iong2
tâi,埋,50,tâi,tai5,tai5
lông,埌,50,lông,long5,long5
lōng,埌,50,lōng,long7,long7
kuan,埍,50,koan,kuan1,koan1
kuàn,埍,50,koàn,kuan3,koan3
iân,埏,50,iân,ian5,ian5
lua̍t,埒,50,loa̍t,luat8,loat8
tîng,埕,50,têng,ting5,teng5
iá,埜,50,iá,ia2,ia2
i̍k,域,50,e̍k,ik8,ek8
pōo,埠,50,pō͘,poo7,poo7
óo,埡,50,ó͘,oo2,oo2
kuán,埢,50,koán,kuan2,koan2
uán,埦,50,oán,uan2,oan2
kū,埧,50,kū,ku7,ku7
tāi,埭,50,tāi,tai7,tai7
iám,埯,50,iám,iam2,iam2
tshài,埰,50,chhài,tshai3,chhai3
khám,埳,50,khám,kham2,kham2
si̍t,埴,50,si̍t,sit8,sit8
tì,埴,50,tì,ti3,ti3
to,埵,50,to,to1,to1
gē,埶,50,gē,ge7,ge7
i̍k,埸,50,e̍k,ik8,ek8
tun,埻,50,tun,tun1,tun1
lê,埿,50,lê,le5,le5
nî,埿,50,nî,ni5,ni5
khò,堁,50,khò,kho3,kho3
kong,堈,50,kong,kong1,kong1
io̍k,堉,50,io̍k,iok8,iok8
ok,堊,50,ok,ok4,ok4
pîng,堋,50,pêng,ping5,peng5
ian,堙,50,ian,ian1,ian1
in,堙,50,in,in1,in1
pik,堛,50,pek,pik4,pek4
ko,堝,50,ko,ko1,ko1
tia̍p,堞,50,tia̍p,tiap8,tiap8
hōo,堠,50,hō͘,hoo7,hoo7
juán,堧,50,joán,juan2,joan2
luān,堧,50,loān,luan7,loan7
at,堨,50,at,at4,at4
khìng,堩,50,khèng,khing3,kheng3
kìng,堩,50,kèng,king3,keng3
jû,堬,50,jû,ju5,ju5
hông,堭,50,hông,hong5,hong5
giâu,堯,50,giâu,giau5,giau5
iàn,堰,50,iàn,ian3,ian3
ián,堰,50,ián,ian2,ian2
pòr,報,50,pòr,por3,por3
tsik,堲,50,chek,tsik4,chek4
bî,堳,50,bî,bi5,bi5
tiônn,場,50,tiôⁿ,tionn5,tionn5
tô,堶,50,tô,to5,to5
tō,堶,50,tō,to7,to7
am,堷,50,am,am1,am1
kì,塈,50,kì,ki3,ki3
tsik,塉,50,chek,tsik4,chek4
tèr,塊,50,tèr,ter3,ter3
îng,塋,50,êng,ing5,eng5
la̍p,塌,50,la̍p,lap8,lap8
sîng,塍,50,sêng,sing5,seng5
khái,塏,50,khái,khai2,khai2
sòo,塑,50,sò͘,soo3,soo3
sî,塒,50,sî,si5,si5
bi̍k,塓,50,be̍k,bik8,bek8
àng,塕,50,àng,ang3,ang3
òng,塕,50,òng,ong3,ong3
tn̂g,塘,50,tn̂g,tng5,tng5
thióng,塜,50,thióng,thiong2,thiong2
oo,塢,50,o͘,oo1,oo1
óo,塢,50,ó͘,oo2,oo2
hun,塤,50,hun,hun1,hun1
liù,塯,50,liù,liu3,liu3
liû,塯,50,liû,liu5,liu5
lông,塱,50,lông,long5,long5
lōng,塱,50,lōng,long7,long7
hông,塳,50,hông,hong5,hong5
tsām,塹,50,chām,tsam7,cham7
muî,塺,50,mûi,mui5,mui5
môo,塺,50,mô͘,moo5,moo5
bo̍k,塻,50,bo̍k,bok8,bok8
lóo,塿,50,ló͘,loo2,loo2
bān,墁,50,bān,ban7,ban7
tshik,墄,50,chhek,tshik4,chhek4
tē,墆,50,tē,te7,te7
tsiong,墇,50,chiong,tsiong1,chiong1
tsiòng,墇,50,chiòng,tsiong3,chiong3
khàm,墈,50,khàm,kham3,kham3
iông,墉,50,iông,iong5,iong5
tshám,墋,50,chhám,tsham2,chham2
tsik,墌,50,chek,tsik4,chek4
kīn,墐,50,kīn,kin7,kin7
khiân,墘,50,khiân,khian5,khian5
khau,墝,50,khau,khau1,khau1
khàu,墝,50,khàu,khau3,khau3
hi,墟,50,hi,hi1,hi1
phok,墣,50,phok,phok4,phok4
tuê,墤,50,tôe,tue5,toe5
huan,墦,50,hoan,huan1,hoan1
huân,墦,50,hoân,huan5,hoan5
phuan,墦,50,phoan,phuan1,phoan1
tshīng,墭,50,chhēng,tshing7,chheng7
thâm,墰,50,thâm,tham5,tham5
ting,墱,50,teng,ting1,teng1
phûn,墳,50,phûn,phun5,phun5
kik,墼,50,kek,kik4,kek4
khún,墾,50,khún,khun2,khun2
iòng,壅,50,iòng,iong3,iong3
ha̍k,壆,50,ha̍k,hak8,hak8
lám,壈,50,lám,lam2,lam2
hun,壎,50,hun,hun1,hun1
hok,壑,50,hok,hok4,hok4
khài,壒,50,khài,khai3,khai3
ái,壒,50,ái,ai2,ai2
tó,壔,50,tó,to2,to2
hô,壕,50,hô,ho5,ho5
hôo,壕,50,hô͘,hoo5,hoo5
lôo,壚,50,lô͘,loo5,loo5
thâm,壜,50,thâm,tham5,tham5
uí,壝,50,úi,ui2,ui2
uī,壝,50,ūi,ui7,ui7
lióng,壠,50,lióng,liong2,liong2
lóng,壠,50,lóng,long2,long2
pà,壩,50,pà,pa3,pa3
pè,壩,50,pè,pe3,pe3
gîm,壬,50,gîm,gim5,gim5
jîm,壬,50,jîm,jim5,jim5
jīm,壬,50,jīm,jim7,jim7
lîm,壬,50,lîm,lim5,lim5
līm,壬,50,līm,lim7,lim7
hôo,壺,50,hô͘,hoo5,hoo5
ôo,壼,50,ô͘,oo5,oo5
siǔ,壽,50,siǔ,siu6,siu6
tsun,壿,50,chun,tsun1,chun1
sue,夂,50,soe,sue1,soe1
tsí,夂,50,chí,tsi2,chi2
kàng,夅,50,kàng,kang3,kang3
hông,夆,50,hông,hong5,hong5
lîng,夌,50,lêng,ling5,leng5
hok,复,50,hok,hok4,hok4
tshò,夎,50,chhò,tsho3,chho3
tsō,夎,50,chō,tso7,cho7
kuî,夔,50,kûi,kui5,kui5
sia̍h,夕,50,sia̍h,siah8,siah8
si̍k,夕,50,se̍k,sik8,sek8
uan,夗,50,oan,uan1,oan1
uán,夗,50,oán,uan2,oan2
báu,夘,50,báu,bau2,bau2
siok,夙,50,siok,siok4,siok4
kòo,够,50,kò͘,koo3,koo3
kiò,夠,50,kiò,kio3,kio3
kòo,夠,50,kò͘,koo3,koo3
bōng,夣,50,bōng,bong7,bong7
în,夤,50,în,in5,in5
hónn,夥,50,hóⁿ,honn2,honn2
tuā-suè-siann,大細聲,50,tōa-sòe-siaⁿ,tua7sue3siann1,toa7soe3siann1
kuat,夬,50,koat,kuat4,koat4
gia̍h,夯,50,gia̍h,giah8,giah8
háng,夯,50,háng,hang2,hang2
khóng,夯,50,khóng,khong2,khong2
kiâ,夯,50,kiâ,kia5,kia5
kó,夰,50,kó,ko2,ko2
tho,夲,50,tho,tho1,tho1
khu,夸,50,khu,khu1,khu1
khua,夸,50,khoa,khua1,khoa1
gereh,夾,50,gereh,gereh4,gereh4
kueh,夾,50,koeh,kueh4,koeh4
iám,奄,50,iám,iam2,iam2
phàu,奅,50,phàu,phau3,phau3
phānn,奅,50,phāⁿ,phann7,phann7
ta,奈,50,ta,ta1,ta1
tā,奈,50,tā,ta7,ta7
khiat,奊,50,khiat,khiat4,khiat4
kuî,奊,50,kûi,kui5,kui5
tsiò,奏,50,chiò,tsio3,chio3
huàn,奐,50,hoàn,huan3,hoan3
kherè,契,50,khère,khere3,khere3
khiat,契,50,khiat,khiat4,khiat4
hai,奒,50,hai,hai1,hai1
khai,奒,50,khai,khai1,khai1
sia,奓,50,sia,sia1,sia1
tshí,奓,50,chhí,tshi2,chhi2
i̍k,奕,50,e̍k,ik8,ek8
ī,奕,50,ī,i7,i7
ǐ,奕,50,ǐ,i6,i6
tsōng,奘,50,chōng,tsong7,chong7
ke,奞,50,ke,ke1,ke1
kui,奞,50,kui,kui1,kui1
ngōo,奡,50,ngō͘,ngoo7,ngoo7
îng,奣,50,êng,ing5,eng5
un,奫,50,un,un1,un1
sik,奭,50,sek,sik4,sek4
pī,奰,50,pī,pi7,pi7
lír,女,50,lír,lir2,lir2
lin,奶,50,lin,lin1,lin1
ne,奶,50,ne,ne1,ne1
thà,奼,50,thà,tha3,tha3
tòo,奼,50,tò͘,too3,too3
hór,好,50,hór,hor2,hor2
tsiok,妁,50,chiok,tsiok4,chiok4
lî,如,50,lî,li5,li5
tsíng,妌,50,chéng,tsing2,cheng2
gián,妍,50,gián,gian2,gian2
hâi,妎,50,hâi,hai5,hai5
kài,妎,50,kài,kai3,kai3
bûn,妏,50,bûn,bun5,bun5
būn,妏,50,būn,bun7,bun7
tsiong,妐,50,chiong,tsiong1,chiong1
pa,妑,50,pa,pa1,pa1
tòo,妒,50,tò͘,too3,too3
ki,妓,50,ki,ki1,ki1
kī,妓,50,kī,ki7,ki7
în,妘,50,în,in5,in5
ûn,妘,50,ûn,un5,un5
kuat,妜,50,koat,kuat4,koat4
liú,妞,50,liú,liu2,liu2
àn,妟,50,àn,an3,an3
la̍p,妠,50,la̍p,lap8,lap8
him,妡,50,him,him1,him1
pí,妣,50,pí,pi2,pi2
î,妤,50,î,i5,i5
û,妤,50,û,u5,u5
hong,妦,50,hong,hong1,hong1
guán,妧,50,goán,guan2,goan2
nî,妮,50,nî,ni5,ni5
thiu,妯,50,thiu,thiu1,thiu1
tio̍k,妯,50,tio̍k,tiok8,tiok8
tiû,妯,50,tiû,tiu5,tiu5
tat,妲,50,tat,tat4,tat4
thán,妲,50,thán,than2,than2
nái,妳,50,nái,nai2,nai2
hiân,妶,50,hiân,hian5,hian5
bēr,妹,50,bēr,ber7,ber7
běr,妹,50,běr,ber6,ber6
māi,妹,50,māi,mai7,mai7
tshiap,妾,50,chhiap,tshiap4,chhiap4
hú,姁,50,hú,hu2,hu2
hua̍t,姂,50,hoa̍t,huat8,hoat8
tsing,姃,50,cheng,tsing1,cheng1
phuàn,姅,50,phoàn,phuan3,phoan3
puàn,姅,50,poàn,puan3,poan3
bóo,姆,50,bó͘,boo2,boo2
lîng,姈,50,lêng,ling5,leng5
sú,始,50,sú,su2,su2
san,姍,50,san,san1,san1
sat,姍,50,sat,sat4,sat4
sian,姍,50,sian,sian1,sian1
sāi,姒,50,sāi,sai7,sai7
sū,姒,50,sū,su7,su7
tshu,姕,50,chhu,tshu1,chhu1
tshû,姕,50,chhû,tshu5,chhu5
phing,姘,50,pheng,phing1,pheng1
jîm,姙,50,jîm,jim5,jim5
jīm,姙,50,jīm,jim7,jim7
iô,姚,50,iô,io5,io5
tōng,姛,50,tōng,tong7,tong7
khiang,姜,50,khiang,khiang1,khiang1
khionn,姜,50,khioⁿ,khionn1,khionn1
khiunn,姜,50,khiuⁿ,khiunn1,khiunn1
kiong,姜,50,kiong,kiong1,kiong1
kionn,姜,50,kioⁿ,kionn1,kionn1
khiat,姞,50,khiat,khiat4,khiat4
kiat,姞,50,kiat,kiat4,kiat4
hāu,姣,50,hāu,hau7,hau7
káu,姣,50,káu,kau2,kau2
kòo,姤,50,kò͘,koo3,koo3
bóo,姥,50,bó͘,boo2,boo2
ti̍t,姪,50,ti̍t,tit8,tit8
tsit,姪,50,chit,tsit4,chit4
tsín,姫,50,chín,tsin2,chin2
tsín,姬,50,chín,tsin2,chin2
hiàm,姭,50,hiàm,hiam3,hiam3
hîng,姮,50,hêng,hing5,heng5
khua,姱,50,khoa,khua1,khoa1
bîng,姳,50,bêng,bing5,beng5
puē,姵,50,pōe,pue7,poe7
ap,姶,50,ap,ap4,ap4
iū,姷,50,iū,iu7,iu7
gian,姸,50,gian,gian1,gian1
giân,姸,50,giân,gian5,gian5
tòo,姹,50,tò͘,too3,too3
sian,姺,50,sian,sian1,sian1
sin,姺,50,sin,sin1,sin1
tshí,姼,50,chhí,tshi2,chhi2
guí,姽,50,gúi,gui2,gui2
khuí,姽,50,khúi,khui2,khui2
siong,娀,50,siong,siong1,siong1
ua,娃,50,oa,ua1,oa1
phing,娉,50,pheng,phing1,pheng1
phìng,娉,50,phèng,phing3,pheng3
hián,娊,50,hián,hian2,hian2
tshiok,娋,50,chhiok,tshiok4,chhiok4
lí,娌,50,lí,li2,li2
sîng,娍,50,sêng,sing5,seng5
sīng,娍,50,sēng,sing7,seng7
so,娑,50,so,so1,so1
bí,娓,50,bí,bi2,bi2
tshiok,娕,50,chhiok,tshiok4,chhiok4
tshiok,娖,50,chhiok,tshiok4,chhiok4
tîng,娗,50,têng,ting5,teng5
niôo,娘,50,niô͘,nioo5,nioo5
híng,娙,50,héng,hing2,heng2
hîng,娙,50,hêng,hing5,heng5
gôo,娛,50,gô͘,goo5,goo5
ngôo,娛,50,ngô͘,ngoo5,ngoo5
ngōo,娛,50,ngō͘,ngoo7,ngoo7
lô,娜,50,lô,lo5,lo5
ná,娜,50,ná,na2,na2
ngôo,娥,50,ngô͘,ngoo5,ngoo5
bú,娬,50,bú,bu2,bu2
hi,娭,50,hi,hi1,hi1
lī,娳,50,lī,li7,li7
tsoo,娵,50,cho͘,tsoo1,choo1
khi,娸,50,khi,khi1,khi1
tshuat,娺,50,chhoat,tshuat4,chhoat4
tshang,娼,50,chhang,tshang1,chhang1
lo̍k,娽,50,lo̍k,lok8,lok8
ó,婀,50,ó,o2,o2
lô,婁,50,lô,lo5,lo5
pôr,婆,50,pôr,por5,por5
tshái,婇,50,chhái,tshai2,chhai2
uán,婉,50,oán,uan2,oan2
siok,婌,50,siok,siok4,siok4
khí,婍,50,khí,khi2,khi2
hui,婓,50,hui,hui1,hui1
huî,婓,50,hûi,hui5,hui5
tsiap,婕,50,chiap,tsiap4,chiap4
tsia̍t,婕,50,chia̍t,tsiat8,chiat8
guê,婗,50,gôe,gue5,goe5
gê,婗,50,gê,ge5,ge5
kuàn,婘,50,koàn,kuan3,koan3
kuân,婘,50,koân,kuan5,koan5
híng,婞,50,héng,hing2,heng2
hīng,婞,50,hēng,hing7,heng7
ian,婣,50,ian,ian1,ian1
in,婣,50,in,in1,in1
tshiok,婥,50,chhiok,tshiok4,chhiok4
tshìng,婧,50,chhèng,tshing3,chheng3
tsīng,婧,50,chēng,tsing7,cheng7
gān,婩,50,gān,gan7,gan7
îm,婬,50,îm,im5,im5
à,婭,50,à,a3,a3
tîng,婷,50,têng,ting5,teng5
giang,婸,50,giang,giang1,giang1
tōng,婸,50,tōng,tong7,tong7
iau,婹,50,iau,iau1,iau1
bo̍k,婺,50,bo̍k,bok8,bok8
bū,婺,50,bū,bu7,bu7
tshiok,婼,50,chhiok,tshiok4,chhiok4
uî,媁,50,ûi,ui5,ui5
giû,媃,50,giû,giu5,giu5
jiû,媃,50,jiû,jiu5,jiu5
liû,媃,50,liû,liu5,liu5
bí,媄,50,bí,bi2,bi2
luán,媆,50,loán,luan2,loan2
hûn,媈,50,hûn,hun5,hun5
tsian,媊,50,chian,tsian1,chian1
tsiân,媊,50,chiân,tsian5,chian5
biâu,媌,50,biâu,biau5,biau5
mâu,媌,50,mâu,mau5,mau5
hū,媍,50,hū,hu7,hu7
tsiá,媎,50,chiá,tsia2,chia2
hûn,媒,50,hûn,hun5,hun5
m̂,媒,50,m̂,m5,m5
hông,媓,50,hông,hong5,hong5
ing,媖,50,eng,ing1,eng1
huan,媗,50,hoan,huan1,hoan1
suan,媗,50,soan,suan1,soan1
uân,媛,50,oân,uan5,oan5
tsing,媜,50,cheng,tsing1,cheng1
tê,媞,50,tê,te5,te5
siat,媟,50,siat,siat4,siat4
thò,媠,50,thò,tho3,tho3
mōo,媢,50,mō͘,moo7,moo7
jiám,媣,50,jiám,jiam2,jiam2
jiām,媣,50,jiām,jiam7,jiam7
uī,媦,50,ūi,ui7,ui7
kua,媧,50,koa,kua1,koa1
o,媧,50,o,o1,o1
ua,媧,50,oa,ua1,oa1
thoo,媮,50,tho͘,thoo1,thoo1
guī,媯,50,gūi,gui7,gui7
tshu,媰,50,chhu,tshu1,chhu1
iâu,媱,50,iâu,iau5,iau5
pì,媲,50,pì,pi3,pi3
pî,媲,50,pî,pi5,pi5
īn,媵,50,īn,in7,in7
tshi,媸,50,chhi,tshi1,chhi1
bí,媺,50,bí,bi2,bi2
phuân,媻,50,phoân,phuan5,phoan5
puân,媻,50,poân,puan5,poan5
ut,媼,50,ut,ut4,ut4
áu,媼,50,áu,au2,au2
ùn,媼,50,ùn,un3,un3
ún,媼,50,ún,un2,un2
ma,媽,50,ma,ma1,ma1
koo,媾,50,ko͘,koo1,koo1
kòo,媾,50,kò͘,koo3,koo3
khuì,媿,50,khùi,khui3,khui3
kà,嫁,50,kà,ka3,ka3
sóo,嫂,50,só͘,soo2,soo2
sór,嫂,50,sór,sor2,sor2
guân,嫄,50,goân,guan5,goan5
iông,嫆,50,iông,iong5,iong5
bîng,嫇,50,bêng,bing5,beng5
ing,嫈,50,eng,ing1,eng1
tsi̍k,嫉,50,che̍k,tsik8,chek8
liáu,嫋,50,liáu,liau2,liau2
liáu,嫐,50,liáu,liau2,liau2
phiâu,嫖,50,phiâu,phiau5,phiau5
óo,嫗,50,ó͘,oo2,oo2
suân,嫙,50,soân,suan5,soan5
bān,嫚,50,bān,ban7,ban7
tsiong,嫜,50,chiong,tsiong1,chiong1
lî,嫠,50,lî,li5,li5
tik,嫡,50,tek,tik4,tek4
kui,嫢,50,kui,kui1,kui1
kuí,嫢,50,kúi,kui2,kui2
ian,嫣,50,ian,ian1,ian1
tsuan,嫥,50,choan,tsuan1,choan1
siông,嫦,50,siông,siong5,siong5
luán,嫩,50,loán,luan2,loan2
lô,嫪,50,lô,lo5,lo5
lō,嫪,50,lō,lo7,lo7
bi̍k,嫫,50,be̍k,bik8,bek8
bôo,嫫,50,bô͘,boo5,boo5
hōo,嫭,50,hō͘,hoo7,hoo7
hōo,嫮,50,hō͘,hoo7,hoo7
phiat,嫳,50,phiat,phiat4,phiat4
piat,嫳,50,piat,piat4,piat4
koo,嫴,50,ko͘,koo1,koo1
bú,嫵,50,bú,bu2,bu2
hân,嫺,50,hân,han5,han5
hân,嫻,50,hân,han5,han5
liáu,嫽,50,liáu,liau2,liau2
liâu,嫽,50,liâu,liau5,liau5
huā,嬅,50,hōa,hua7,hoa7
huè,嬇,50,hòe,hue3,hoe3
huì,嬇,50,hùi,hui3,hui3
uì,嬇,50,ùi,ui3,ui3
jiáu,嬈,50,jiáu,jiau2,jiau2
jiâu,嬈,50,jiâu,jiau5,jiau5
hi,嬉,50,hi,hi1,hi1
ì,嬑,50,ì,i3,i3
huān,嬔,50,hoān,huan7,hoan7
phì,嬖,50,phì,phi3,phi3
pì,嬖,50,pì,pi3,pi3
siân,嬗,50,siân,sian5,sian5
tshiông,嬙,50,chhiông,tshiong5,chhiong5
khîng,嬛,50,khêng,khing5,kheng5
hiau,嬝,50,hiau,hiau1,hiau1
niáu,嬝,50,niáu,niau2,niau2
ài,嬡,50,ài,ai3,ai3
lîng,嬣,50,lêng,ling5,leng5
bó,嬤,50,bó,bo2,bo2
thiáu,嬥,50,thiáu,thiau2,thiau2
tiâu,嬥,50,tiâu,tiau5,tiau5
ti̍k,嬥,50,te̍k,tik8,tek8
tsû,嬨,50,chû,tsu5,chu5
pîn,嬪,50,pîn,pin5,pin5
pīn,嬪,50,pīn,pin7,pin7
iàm,嬮,50,iàm,iam3,iam3
ing,嬰,50,eng,ing1,eng1
ìnn,嬰,50,ìⁿ,inn3,inn3
liáu,嬲,50,liáu,liau2,liau2
sím,嬸,50,sím,sim2,sim2
lán,嬾,50,lán,lan2,lan2
iàn,嬿,50,iàn,ian3,ian3
song,孀,50,song,song1,song1
jióng,孃,50,jióng,jiong2,jiong2
jiông,孃,50,jiông,jiong5,jiong5
liông,孃,50,liông,liong5,liong5
siam,孅,50,siam,siam1,siam1
lê,孋,50,lê,le5,le5
luân,孌,50,loân,luan5,loan5
sio̍k,孎,50,sio̍k,siok8,siok8
tsiok,孎,50,chiok,tsiok4,chiok4
tsír,子,50,chír,tsir2,chir2
tsu,孖,50,chu,tsu1,chu1
gī,字,50,gī,gi7,gi7
lǐ,字,50,lǐ,li6,li6
puē,孛,50,pōe,pue7,poe7
lôo,孥,50,lô͘,loo5,loo5
suinn,孫,50,suiⁿ,suinn1,suinn1
uāi,孬,50,oāi,uai7,oai7
tsông,孮,50,chông,tsong5,chong5
tshan,孱,50,chhan,tshan1,chhan1
tsu,孳,50,chu,tsu1,chu1
hu,孵,50,hu,hu1,hu1
o̍rh,學,50,o̍rh,orh8,orh8
jû,孺,50,jû,ju5,ju5
luán,孺,50,loán,luan2,loan2
nâi,孻,50,nâi,nai5,nai5
luan,孿,50,loan,luan1,loan1
luân,孿,50,loân,luan5,loan5
biân,宀,50,biân,bian5,bian5
thú,宁,50,thú,thu2,thu2
thò,它,50,thò,tho3,tho3
thō,它,50,thō,tho7,tho7
tô,它,50,tô,to5,to5
ú,宇,50,ú,u2,u2
tsiúnn,守,50,chiúⁿ,tsiunn2,chiunn2
sàng,宋,50,sàng,sang3,sang3
hông,宏,50,hông,hong5,hong5
bi̍t,宓,50,bi̍t,bit8,bit8
ho̍k,宓,50,ho̍k,hok8,hok8
thōng,宕,50,thōng,thong7,thong7
hông,宖,50,hông,hong5,hong5
tiū,宙,50,tiū,tiu7,tiu7
uán,宛,50,oán,uan2,oan2
iū,宥,50,iū,iu7,iu7
huān,宦,50,hoān,huan7,hoan7
sîng,宬,50,sêng,sing5,seng5
kûn,宭,50,kûn,kun5,kun5
tsáinn,宰,50,cháiⁿ,tsainn2,chainn2
sîn,宸,50,sîn,sin5,sin5
bi̍t,宻,50,bi̍t,bit8,bit8
pin,宾,50,pin,pin1,pin1
siù,宿,50,siù,siu3,siu3
sok,宿,50,sok,sok4,sok4
tsia̍t,寁,50,chia̍t,tsiat8,chiat8
tsám,寁,50,chám,tsam2,cham2
tsi̍k,寂,50,che̍k,tsik8,chek8
tsi̍t,寂,50,chi̍t,tsit8,chit8
în,寅,50,în,in5,in5
khak,寉,50,khak,khak4,khak4
kián,寋,50,kián,kian2,kian2
lîng,寍,50,lêng,ling5,leng5
pìng,寎,50,pèng,ping3,peng3
píng,寎,50,péng,ping2,peng2
bī,寐,50,bī,bi7,bi7
gū,寓,50,gū,gu7,gu7
ù,寓,50,ù,u3,u3
ú,寓,50,ú,u2,u2
tsìm,寖,50,chìm,tsim3,chim3
bīng,寗,50,bēng,bing7,beng7
lîng,寗,50,lêng,ling5,leng5
līn,寗,50,līn,lin7,lin7
līng,寗,50,lēng,ling7,leng7
tì,寘,50,tì,ti3,ti3
bo̍k,寞,50,bo̍k,bok8,bok8
kù,寠,50,kù,ku3,ku3
kú,寠,50,kú,ku2,ku2
lú,寠,50,lú,lu2,lu2
khím,寢,50,khím,khim2,khim2
gōo,寤,50,gō͘,goo7,goo7
ngōo,寤,50,ngō͘,ngoo7,ngoo7
tsē,寨,50,chē,tse7,che7
guî,寪,50,gûi,gui5,gui5
uí,寪,50,úi,ui2,ui2
tsùn,寯,50,chùn,tsun3,chun3
gē,寱,50,gē,ge7,ge7
thióng,寵,50,thióng,thiong2,thiong2
thíng,寵,50,théng,thing2,theng2
pór,寶,50,pór,por2,por2
pang,封,50,pang,pang1,pang1
hu,尃,50,hu,hu1,hu1
i̍k,射,50,e̍k,ik8,ek8
ut,尉,50,ut,ut4,ut4
jîm,尋,50,jîm,jim5,jim5
tsîm,尋,50,chîm,tsim5,chim5
sū,尌,50,sū,su7,su7
siór,小,50,siór,sior2,sior2
tsiór,少,50,chiór,tsior2,chior2
jínn,尒,50,jíⁿ,jinn2,jinn2
jú,尒,50,jú,ju2,ju2
ní,尒,50,ní,ni2,ni2
jínn,尔,50,jíⁿ,jinn2,jinn2
jú,尔,50,jú,ju2,ju2
ke,尗,50,ke,ke1,ke1
sióng,尚,50,sióng,siong2,siong2
siōnn,尚,50,siōⁿ,sionn7,sionn7
siǔnn,尚,50,siǔⁿ,siunn6,siunn6
liâu,尞,50,liâu,liau5,liau5
sián,尟,50,sián,sian2,sian2
ong,尢,50,ong,ong1,ong1
ong,尣,50,ong,ong1,ong1
iû,尤,50,iû,iu5,iu5
liāu,尥,50,liāu,liau7,liau7
bâng,尨,50,bâng,bang5,bang5
ong,尩,50,ong,ong1,ong1
kài,尬,50,kài,kai3,kai3
tsióng,尰,50,chióng,tsiong2,chiong2
tio̍h,就,50,tio̍h,tioh8,tioh8
tiō,就,50,tiō,tio7,tio7
