tl,hanzi
àm-bîn-bong,暗眠摸
àm-bo̍k-bo̍k,暗漠漠
àm-bong-bong,暗摸摸
àm-bong-sa,暗摸捎
àm-bôo,暗謀
àm-tsa,暗查
àm-tsàu,暗奏
àm-tshàng,暗藏
àm-tshìng,暗銃
àm-tshia,暗車
àm-tshiò,暗笑
àm-tshiunn,暗鯧
àm-tshǹg,暗串
àm-tshù,暗處
àm-tsìnn,暗箭
àm-tsīnn,暗靜
àm-tsīnn-á,暗靜仔
àm-tsiuh-tsiuh,暗chiuh-chiuh
àm-tsuā,暗逝
àm-tsū,暗自
àm-hīng,暗行
àm-hiong,暗香
àm-hō,暗號
àm-hué,暗火
àm-ho̍k,暗伏
àm-hóng,暗訪
àm-hōo,暗雨
àm-hûn,暗痕
àm-hûn,暗雲
àm-hūn,暗分
àm-iánn,暗影
àm-iú,暗酉
àm-kàng,暗槓
àm-kau,暗溝
àm-kè,暗計
àm-king,暗間
àm-king-á,暗間仔
àm-khàm,暗khàm
àm-khang,暗空
àm-khang-á,暗空仔
àm-khǹg,暗khǹg
àm-khùn,暗睏
àm-kì,暗記
àm-kì-hō,暗記號
àm-kuà-tsiáu,暗掛鳥
àm-kuat,暗訣
àm-kong,暗光
àm-kong-tsiáu,暗光鳥
àm-kóo,暗股
àm-kuí,暗鬼
àm-kuí-á,暗鬼仔
àm-lâm,暗藍
àm-lâu,暗流
àm-lâu-á,暗樓仔
àm-li̍k,暗綠
àm-liām,暗唸
àm-liú,暗鈕
àm-lōo,暗路
àm-mê,暗暝
àm-miâ,暗名
àm-mi-moo,暗mi-moo
àm-moo-moo,暗moo-moo
àm-niau-niau,暗貓貓
àm-uànn-tsiáu,暗晏鳥
àm-o̍h,暗學
àm-o̍h-á,暗學仔
àm-pan,暗班
àm-pâng,暗房
àm-pēnn,暗病
àm-phú,暗殕
àm-pn̄g,暗飯
àm-poo,暗晡
àm-pōo,暗步
àm-poo-á,暗晡仔
àm-sàm,暗sàm
àm-sàm-pēnn,暗sàm病
àm-sat,暗殺
àm-sik,暗色
àm-sik,暗室
àm-sî,暗時
àm-sī,暗示
àm-siā,暗射
àm-siā,暗麝
àm-siong,暗傷
àm-siōng,暗誦
àm-sǹg,暗算
àm-só,暗鎖
àm-sô-sô,暗sô-sô
àm-suàn,暗算
àm-sóng,暗爽
àm-so-so,暗so-so
àm-ta,暗礁
àm-tām,暗淡
àm-tām,黯淡
àm-tē,暗地
àm-tē-á,暗袋仔
àm-thâu,暗頭
àm-thâu-á,暗頭仔
àm-thiòng,暗暢
àm-tiānn,暗定
àm-tiâu,暗潮
àm-tīnn,暗淀
àm-tio̍h-siūnn,暗著想
àm-tiong,暗中
àm-tiûnn,暗場
àm-tǹg,暗頓
àm-to̍k,暗毒
âm,涵
âm-kau,涵溝
âm-khang,涵空
âm-khang-kau,涵空溝
âm-khang-ku,涵空龜
âm-kóng,涵管
ām,ām
ām-á-kńg,頷仔頸
ām-ām,ām-ām
ām-tsu,頷珠
ām-kin,頷巾
ām-kńg,頷頸
ām-kńg-āu,頷頸後
ām-kńg-tsu,頷頸珠
ām-kńg-kui,頷頸kui
ām-kńg-kut,頷頸骨
ām-kui,頷kui
ām-kui-suànn,頷kui腺
ām-la̍t,頷厤
ām-liān,頷鍊
ām-niá,頷領
ām-phōng-phōng,ām-phōng-phōng
ām-pn̄g,唅飯
ām-suê,頷垂
ām-suê-á,頷垂仔
ām-suê-tāu,頷垂豆
ām-tāu,頷脰
ām-tuà,頷帶
ām-uî-á,頷圍仔
a-má,阿媽
am-ânn,掩攔
am-biō,庵廟
am-tsam,腌cham
am-gōng,闇戇
am-gōng--ê,闇戇ê
am-īnn,庵院
am-inn-á,腌嬰仔
am-ke,闇雞
am-khám,闇憨
am-khám-gōng,闇khám戇
am-khàm,掩khàm
am-kng,醃缸
am-kue,醃瓜
am-kue-thâng,醃瓜蟲
am-ko̍k-ke,掩咯雞
am-kóng-siâm,腌管蟬
am-muî,am枚
a-muâ,亞麻
am-ôo,掩胡
am-phīnn,掩鼻
am-phuì,am屁
am-pôo-siâm,腌蜅蟬
am-poo-tsê,am蜅蠐
am-puī,腌蜚
am-tam,闇耽
am-tham,掩貪
am-tham,闇貪
an,安
an,氨
ánn,ánn
án,俺
án-tsáinn,按怎
án-tsé,俺姐
án-tsik,俺叔
án-tsím,俺嬸
án-tsuánn,按怎
án-tsuánn-iūnn,按怎樣
án-tsuánn-kóng,按怎講
án-tsuánn-m̄,按怎m̄
án-tsóo,俺祖
án-gue̍h,按月
án-hiann,安兄
án-kiān,按鍵
án-kong,俺公
án-koo,俺姑
ánn-kui-pîng,ánn規旁
án-má,俺媽
án-má-thé,俺媽體
án-ne,按呢
án-ni,按呢
án-ní,按呢
án-ní-á,按呢仔
án-ní-senn,按呢生
án-niâ,俺娘
ánn-uá,ánn倚
án-peh,俺伯
án-pínn,俺扁
án-sè-ê,俺細的
àn,按
àn,案
àn-tsia,按chia
àn-tsîng,案情
àn-tsiàu,按照
àn-tsuánn,按怎
àn-tsuánn-iūnn,按怎樣
àn-hā,按下
ànn-hīnn,偃耳
ànn-hīnn-thiann,偃耳聽
àn-huat,案發
ànn-io,ànn腰
àn-iû,案由
àn-iūnn,按樣
àn-ji̍t,按日
àn-kî,按期
àn-kiānn,案件
àn-kǹg,案卷
àn-lē,按例
àn-lí,按理
ànn--lo̍h-khì,ànn落去
ànn--lo̍h-lâi,ànn落來
àn-me̍h,按脈
àn-môo,按摩
àn-nāi,案內
àn-ni,按呢
àn-ni-senn,按呢生
àn-puânn,按盤
àn-sî,按時
ànn-sin,ànn身
àn-sǹg,按算
àn-té,案底
ànn-thâu,ànn頭
àn-thâu-lâi,按頭來
àn-tiānn,按定
àn-toh,案桌
ânn,ânn
ân,ân
ânn,攔
ân-ân,ân-ân
ânn-tsa̍h,ânn閘
ânn-tshin,攔親
ânn-tsia̍h,ânn食
ânn-tsò,ânn做
ân-khang,ân空
ânn-kui-pîng,攔歸pîng
ân-pik-pik,ân逼逼
ân-sò,ân燥
ân-tauh-tauh,ân-tauh-tauh
ân-tiu-tiu,ân丟丟
ân-tòng-tòng,ân-tòng-tòng
ân-tu-tu,ân-tu-tu
ānn,餡
ān-kî,限期
ān-tiānn,限定
a-nái,阿奶
a-nái-niû,阿奶娘
an-bîn,安眠
an-bîn-io̍h,安眠藥
an-tsīng,安靜
an-tshah,安插
an-tshù,安厝
an-tsuánn,安怎
an-tsuánn-tshòng,安怎創
an-tsuánn-kóng,安怎講
an-tsuánn-pān,安怎辦
an-tsuân,安全
an-tsuân-bō,安全帽
an-tsuân-kám,安全感
an-tsuân-thui,安全梯
an-tsuân-tó,安全島
an-tsuân-tuà,安全帶
an-tsong,安裝
an-tsōng,安葬
ang,尪
ang,翁
àng,甕
àng,齆
àng-á,甕仔
àng-tshài,甕菜
àng-tshǹg,甕串
àng-láng,甕籠
àng-láng-tshiah,甕籠赤
àng-phīnn,齆鼻
àng-phīnn-á,齆鼻仔
àng-phīnn-siann,齆鼻聲
àng-siann,甕聲
àng-siann,齆聲
àng-siânn,甕城
àng-tàng,甕凍
àng-té-hì,甕底戲
àng-to̍k,甕毒
àng-tōo,甕肚
âng,紅
âng-bah,紅肉
âng-bah-á,紅肉仔
âng-bah-tshîng,紅肉榕
âng-ba̍k,紅目
âng-ba̍k-tsiáu,紅目鳥
âng-ba̍k-kâinn,紅目睚
âng-ba̍k-kâu,紅目猴
âng-ba̍k-kînn,紅目墘
âng-ba̍k-kóng,紅目管
âng-ba̍k-liân,紅目鰱
âng-bé-thâu,紅馬頭
âng-bîn-tshn̂g,紅眠床
âng-bīn,紅面
âng-bīn-bé,紅面馬
âng-bīn-huan,紅面番
âng-bō-á,紅帽仔
âng-bué,紅尾
âng-bo̍k,紅木
âng-bû,紅
âng-tsang,紅鯮
âng-tsau,紅糟
âng-tsau-phīnn,紅糟鼻
âng-tshâ,紅柴
âng-tshài,紅菜
âng-tshài-thâu,紅菜頭
âng-tshân-oo,紅田烏
âng-tshenn,紅星
âng-tshîng,紅松
âng-tshîng-peh,紅松柏
âng-tshi,紅蛆
âng-tshì-tshang,紅刺蔥
âng-tshiah,紅赤
âng-tshiah-bué,紅赤尾
âng-tshiah-tshiah,紅赤赤
âng-tshiū-m̂,紅樹梅
âng-tshiu-koo,紅秋姑
âng-tshun-tshiū,紅椿樹
âng-tsí-bî,紅紫薇
âng-tsí-soo,紅紫蘇
âng-tsiáu-á,紅鳥仔
âng-tsîm,紅蟳
âng-tsio,紅椒
âng-tsio,紅蕉
âng-tsio̍h-á,紅石仔
âng-tsio̍h-hue,紅石花
âng-tsiú,紅酒
âng-tsng-á,紅磚仔
âng-tsó,紅棗
âng-tsô,紅鰽
âng-tsô-hî,紅鰽魚
âng-tsú-jîn,紅子仁
âng-tsu-á,紅珠仔
âng-tsu-bo̍k,紅珠木
âng-tsu-tsu,紅朱朱
âng-tsuí-kiô,紅水茄
âng-tsu-lê,紅珠螺
âng-enn,紅嬰
âng-enn-á,紅嬰仔
âng-ing,紅鶯
âng-ing,紅鷹
âng-gê,紅牙
âng-gê,紅霓
âng-giâm-kong,紅嚴公
âng-gîn-tsu,紅銀朱
âng-gû-bué,紅牛尾
âng-hâ,紅霞
âng-hái,紅海
âng-hái-tshài,紅海菜
âng-hái-tsit,紅海鯽
âng-ha̍k,紅學
âng-hang,紅魟
âng-ha̍p-hue,紅合花
âng-hāu,紅鱟
âng-hê,紅霞
âng-hê-hue,紅蝦花
âng-hing-tsiáu,紅胸鳥
âng-hî,紅魚
âng-hiā,紅蟻
âng-hio̍h,紅葉
âng-ho,紅熇
âng-huánn,紅幻
âng-huân,紅礬
âng-hue-bí,紅花米
âng-hue-hî,紅花魚
âng-hue-khī,紅花柿
âng-hue-tiám,紅花點
âng-ho̍h,紅鶴
âng-ho-ho,紅熇熇
âng-hōng-tshài,紅鳳菜
âng-hun,紅薰
âng-hûn,紅雲
âng-hu̍t-song,紅佛桑
âng-iām,紅艷
âng-io̍h-tsuí,紅藥水
âng-iûnn,紅楊
âng-jī,紅字
âng-jia̍t-pēnn,紅熱病
âng-jîn,紅仁
âng-jîn-thôo,紅仁土
âng-kah-ha̍h,紅甲箬
âng-kak-tshì,紅角刺
âng-kam,紅甘
âng-kam,紅柑
âng-ka-tang,紅茄苳
âng-ka-tiann,紅茄朾
âng-káu-bó,紅狗母
âng-káu-tsan,紅九層
âng-káu-tsan,紅校欑
âng-káu-hiā,紅蚼蟻
âng-kàu-tsan,紅校欑
âng-kāu-khak,紅厚殼
âng-ke,紅雞
âng-ke-á,紅雞仔
âng-ke-iû,紅雞油
âng-ke-jiû,紅雞榆
âng-ke-kang,紅雞公
âng-kha-á,紅腳仔
âng-kha-tsiáu,紅腳鳥
âng-kháu-tîn,紅口藤
âng-kha-u̍t,紅腳鷸
âng-khī,紅柿
âng-kì,紅痣
âng-kì-kì,紅記記
âng-kî,紅旗
âng-ki-ki,紅吱吱
âng-kin,紅筋
âng-kiô,紅茄
âng-kiō,紅轎
âng-kioh,紅腳
âng-kuah,紅葛
âng-kuè,紅檜
âng-kuê-hî,紅鮭魚
âng-kue-hî,紅瓜魚
âng-kok-tan,紅閣丹
âng-kòng-kòng,紅貢貢
âng-koo-hî,紅姑魚
âng-ku,紅龜
âng-kui-á,紅kui仔
âng-ku-ké,紅龜粿
âng-kun,紅軍
âng-kut-tsuâ,紅骨蛇
âng-kut-tíng,紅骨頂
âng-lâ-pa̍k,紅蘿蔔
âng-lâm,紅楠
âng-lâng,紅人
âng-lâu-bāng,紅樓夢
âng-lê,紅螺
âng-li̍k-á,紅礫仔
âng-li̍k-ting,紅綠燈
âng-lī,紅利
âng-liân-hî,紅鰱魚
âng-lîn-thôo,紅仁土
âng-lio̍k,紅蓼
âng-li̍p,紅鴗
âng-mé-á,紅猛仔
âng-mî,紅棉
âng-mn̂g,紅毛
âng-mn̂g-bé,紅毛碼
âng-mn̂g-hīng,紅毛莧
âng-mn̂g-hue,紅毛灰
âng-mn̂g-thôo,紅毛土
âng-moo-tsháu,紅毛草
âng-moo-hue,紅毛灰
âng-niau,紅貓
âng-niû,紅娘
âng-niû-á,紅娘仔
âng-nn̄g,紅卵
âng-oo-thiap,紅烏帖
âng-pan,紅斑
âng-pau,紅包
âng-pau-tshiū,紅包樹
âng-peh-kak,紅八角
âng-phà-phà,紅泡泡
âng-phànn-phànn,紅冇冇
âng-phiàn,紅片
âng-phīnn,紅鼻
âng-phīnn-thâu,紅鼻頭
âng-phuê-tshài,紅皮菜
âng-phuê-kho,紅皮柯
âng-phuê-sio,紅皮燒
âng-pi-muâ,紅蓖麻
âng-pó-tsio̍h,紅寶石
âng-puánn,紅魬
âng-puânn,紅盤
âng-sam,紅杉
âng-sam-tshit,紅三七
âng-sik,紅色
âng-sì-kiō,紅四轎
âng-si-tshng,紅絲瘡
âng-sim,紅心
âng-sim-á,紅心仔
âng-sim-peh,紅心柏
âng-sio,紅燒
âng-si̍p-jī,紅十字
âng-si-ting,紅絲疔
âng-siù-kiû,紅繡球
âng-sua,紅鯊
âng-sua-hî,紅沙魚
âng-suànn-tsháu,紅線草
âng-sûn,紅巡
âng-tām,紅淡
âng-tām-pí,紅淡比
âng-tâng,紅銅
âng-tāu,紅豆
âng-tāu-sam,紅豆杉
âng-tê,紅茶
âng-tik,紅竹
âng-tik-tsat,紅竹節
âng-tik-tsuâ,紅竹蛇
âng-ting,紅燈
âng-ting-á,紅丁仔
âng-thâu,紅頭
âng-thâu-á,紅頭仔
âng-thâu-sū,紅頭嶼
âng-thn̂g,紅糖
âng-thô,紅桃
âng-thôo,紅土
âng-thôo-tsu,紅土朱
âng-thôo-lîng,紅土龍
âng-thuí-á,紅腿仔
âng-tì-tsuâ,紅蒂蛇
âng-ti-bó,紅豬母
âng-tiu-tiu,紅丟丟
âng-tuânn,紅檀
âng-tōo-kuan,紅杜鵑
âng-tōo-pi,紅杜蓖
āng-siann,旺聲
ang-á,尪仔
ang-á-bīn,尪仔面
ang-á-bóo,翁仔某
ang-á-tsheh,尪仔冊
ang-á-tshut,尪仔出
ang-á-tsiá,翁仔姐
ang-á-jîn,尪仔仁
ang-á-kiō,尪仔轎
ang-á-lîn,尪仔仁
ang-á-mi̍h,尪仔物
ang-á-phiau,尪仔標
ang-á-piau,尪仔標
ang-á-thâu,尪仔頭
ang-á-tôo,尪仔圖
ang-bóo,翁某
ang-bóo-á,翁某仔
ang-tsiá-á,翁姐仔
ang-î,尪姨
ang-î-pô,尪姨婆
ang-kè-toh,尪架桌
ang-keh-toh,尪閣桌
ang-liân,尪聯
ang-pô,尪婆
ang-pô,翁婆
ang-sài,翁婿
an-guî,安危
an-hô,安和
an-hú,安撫
an-hui,安徽
an-hūn,安份
an-î,安於
a-niâ,阿娘
a-niâ-ueh,阿娘喂
an-iânn,安營
an-iáng,安養
a-niau,阿貓
a-niû,阿娘
an-jiân,安然
an-ka,安家
an-khong,安康
an-ki,安基
an-kim,安金
an-ko-lá,安哥拉
an-lâm,安南
an-lîng,安寧
an-lîng,安靈
an-lí-huē,安理會
an-lo̍k,安樂
an-lo̍k-í,安樂椅
an-lo̍k-kong,安樂公
an-lo̍k-sí,安樂死
an-nā,安娜
an-nî,安妮
an-niâ,安娘
an-niâ-ueh,俺娘oeh
an-pâi,安排
an-pîng,安平
an-pîng-hî,安平魚
an-pîng-káng,安平港
an-sán,安產
an-sik,安息
an-sim,安心
an-sîn-io̍h,安神藥
an-siông,安祥
an-suī,安睡
an-tah,安搭
an-tánn,安打
an-tang,安東
an-tīng,安定
an-tīng-sìng,安定性
an-thai,安胎
an-thai-hû,安胎符
an-thóo,安土
an-tì,安置
an-tùn,安頓
an-uì,安慰
an-ún,安穩
ap,壓
a̍p-á,盒仔
a-pa,阿爸
a-pâ,阿爸
a-pah,阿爸
ap-bôo,壓模
ap-tsè,壓制
a-peh,阿伯
a-ping-ko,阿兵哥
a-phá-tò,a-phá-tò
a-phiàn,鴉片
a-phiàn-ko,鴉片膏
a-phiàn-kuí,鴉片鬼
a-phiàn-thôo,鴉片塗
ap-kiann,壓驚
ap-li̍k,壓力
a-pô,阿婆
a-pô-tsînn,阿婆錢
ap-pik,壓迫
ap-siok,壓縮
ap-suah,壓煞
ap-tó-lâng,壓倒人
ap-tó-sìng,壓倒性
a-put-tó,阿不倒
a-sá-lì,a-sá-lì
a-sá-lih,阿莎力
a-sam,亞杉
a-sáng,阿桑
a-sap,阿圾
a-sap-mi̍h,阿圾物
a-se,阿西
a-sè-a,亞細亞
a-se-a,亞細亞
a-sià,阿舍
a-sià-kiánn,阿舍囝
a-siâ-lê,阿闍梨
a-só,阿嫂
a-suann,阿山
a-sun,阿孫
at,遏
at,閼
at-á,遏仔
at-ám,閼ám
a-tang,亞東
at-bí-ko,at米糕
at-tsè,at制
at-tshìn-thâu,at秤頭
at-tshiú,握手
at-tshiú-bué,at手尾
at-tshiú-pà,at手霸
at-tsí,at止
at-tsi̍h,at折
at-tsóo,at阻
a-thài,亞太
a-thài,阿太
at-hē,at下
a-tia,阿爹
at-kè-siàu,at價數
at-khiau,at曲
at-me̍h,at脈
at-uan,at彎
a-tuànn,阿旦
a-tok-á,阿啄仔
at-ông-lâi,at王梨
at-tiâu,at條
at-tn̄g,at斷
au,凹
au,漚
au,甌
áu,拗
áu,嘔
áu-âng,嘔紅
áu-bân,拗蠻
áu-bân-á,拗蠻仔
áu-tshìn-thâu,拗秤頭
áu-tsi̍h,拗折
áu-tsip,拗執
áu-tsuá,拗紙
áu-ê-tinn,拗鞋靪
áu-huâinn,拗橫
áu-hueh,嘔血
áu-hông,嘔紅
áu-io̍h,嘔藥
áu-kak,拗角
áu-kè,拗價
áu-kháu,拗口
áu-khì,拗氣
áu-khiau,拗蹺
áu-khut,拗屈
áu-lâng,拗人
áu-làu,嘔漏
áu-lí,拗理
áu-lo̍h-thua,拗落拖
áu-n̂g,拗黃
áu-niū-thâu,拗量頭
áu-uan,拗彎
áu-uē,拗話
áu-phiah,拗癖
áu-pôo,拗紨
áu-sann,漚衫
áu-sim-hiat,嘔心血
áu-siòng-kong,拗相公
áu-thòo,嘔吐
áu-tn̄g,拗斷
áu-ut,拗鬱
àu,àu
àu,懊
àu-bâ,漚媌
àu-bah,àu肉
àu-biāu,奧妙
àu-tsa-bóo,漚查某
àu-tshâ,漚柴
àu-tshàu,àu臭
àu-tshàu-bīn,漚臭面
àu-tshiong,àu娼
àu-tsi-bai,漚芝屄
àu-tsó,àu棗
àu-eh,懊呃
àu-hang,漚魟
àu-hì,漚戲
àu-hīn,懊恨
àu-hip,àu翕
àu-hiú-hiú,àu-hiú-hiú
àu-huè,àu貨
àu-hong,àu風
àu-kha,àu腳
àu-kha-siàu,àu腳數
àu-kheh,àu客
àu-kioh,àu腳
àu-kioh-siàu,àu腳數
àu-kóo,àu古
àu-kóo-tshia,àu古車
àu-li̍k,àu綠
àu-lok,àu漉
àu-lông,àu膿
àu-lông-lông,àu膿膿
àu-miâ,àu名
àu-náu,懊惱
àu-náu-jua̍h,懊惱熱
àu-náu-phiah,懊惱癖
àu-n̂g,àu黃
àu-ping-á,漚兵仔
àu-phú,àu-phú
àu-piáu,漚婊
àu-piáu-tshiong,漚婊娼
àu-puî,漚肥
àu-sái,àu屎
àu-sái-bīn,àu屎面
àu-sái-sik,漚屎色
àu-siann,àu聲
àu-tah,漚搭
àu-tī-á,漚弟仔
àu-tū-tū,àu-tū-tū
àu-tu-bīn,漚嘟面
àu-ut,懊鬱
àu-ut-jua̍h,燠鬱熱
âu,喉
âu,嚎
âu-tsa̍t,喉實
âu-tsau,嚎糟
âu-tsing,喉鐘
âu-khang,喉空
âu-kiò,嚎叫
âu-kńg-tīnn,喉管淀
âu-ngôo,喉蛾
âu-pì,喉痺
âu-tīnn,喉淀
âu-ūn,喉韻
āu,後
āu-ang,後翁
āu-au,後甌
āu-bīn,後面
āu-bó,後母
āu-bó-bâ,後母媌
āu-bó-piáu,後母婊
āu-bué,後尾
āu-bué-mn̂g,後尾門
āu-bué-tiânn,後尾埕
āu-bóo,後某
āu-tsan,後層
āu-tsan-khí,後曾齒
āu-tsē,後坐
āu-tsē-bah,後坐肉
āu-tsik,後叔
āu-tshe,後妻
āu-tshī,後市
āu-tshia-siunn,後車箱
āu-tshia-táu,後車斗
āu-tshiú,後手
āu-tshiú-tsînn,後手錢
āu-tshuā,後娶
āu-tshut-sì,後出世
āu-tsím,後枕
āu-tsím-kut,後枕骨
āu-tsìn,後進
āu-tsō,後座
āu-ē,後禍
āu-gue̍h-ji̍t,後月日
āu-hē-tshiú,後下手
āu-hîng,後形
āu-hong,後方
āu-īnn,後院
āu-jīm,後任
āu-ji̍t,後日
āu--ji̍t,後日
āu-ji̍t-á,後日仔
āu-kài,後屆
āu-káng,後港
āu-kè,後架
āu-kha,後腳
āu-kha-kin,後腳跟
āu-khí,後齒
āu-khîn,後勤
āu-khok,後擴
āu-khuì,後氣
āu-ki,後裾
āu-kìm,後禁
āu-kuè,後過
āu-kòo-gue̍h,後個月
āu-lâi,後來
āu--lâi,後來
āu-lâng,後龍
āu-lo̍h,後落
āu-lōo,後路
āu-mê,後暝
āu-mn̂g,後門
āu-náu,後腦
āu-náu-kut,後腦骨
āu-nî,後年
āu-pái,後擺
āu-pang,後幫
āu-pâng,後房
āu-pē,後父
āu-pîng,後旁
āu-piah,後壁
āu-piah-bīn,後壁面
