tl,hanzi,frequency,poj,tl_num,poj_num
bih-tshiu,覕鬚,25,bih-chhiu,bih4tshiu1,bih4chhiu1
tshin-tshiūnn,親像,25,chhin-chhiūⁿ,tshin1tshiunn7,chhin1chhiunn7
tshin-tông,親同,25,chhin-tông,tshin1tong5,chhin1tong5
kuan-tn̂g,觀塘,25,koan-tn̂g,kuan1tng5,koan1tng5
kuan-lám,觀覽,25,koan-lám,kuan1lam2,koan1lam2
kak-phang,角蜂,25,kak-phang,kak4phang1,kak4phang1
kak-tāu,角豆,25,kak-tāu,kak4tau7,kak4tau7
kak-piánn,角餅,25,kak-piáⁿ,kak4piann2,kak4piann2
kái-bi̍t,解密,25,kái-bi̍t,kai2bit8,kai2bit8
kái-hong,解封,25,kái-hong,kai2hong1,kai2hong1
kái-iu,解憂,25,kái-iu,kai2iu1,kai2iu1
kué-tshua̍h,解斜,25,kóe-chhoa̍h,kue2tshuah8,koe2chhoah8
kái-to̍k,解毒,25,kái-to̍k,kai2tok8,kai2tok8
kái-iûnn,解溶,25,kái-iûⁿ,kai2iunn5,kai2iunn5
kái-ut,解鬱,25,kái-ut,kai2ut4,kai2ut4
tak-khê,觸㧎,25,tak-khê,tak4khe5,tak4khe5
tak-tshuì,觸喙,25,tak-chhùi,tak4tshui3,tak4chhui3
tshiok-khòng,觸控,25,chhiok-khòng,tshiok4khong3,chhiok4khong3
tak-kha̍p,觸磕,25,tak-kha̍p,tak4khap8,tak4khap8
giân-gí,言語,25,giân-gí,gian5gi2,gian5gi2
giân-gír,言語,25,giân-gír,gian5gir2,gian5gir2
giân-gú,言語,25,giân-gú,gian5gu2,gian5gu2
tīng-toh,訂桌,25,tēng-toh,ting7toh4,teng7toh4
tīng-ua̍t,訂閱,25,tēng-oa̍t,ting7uat8,teng7oat8
thó-hái,討海,25,thó-hái,tho2hai2,tho2hai2
thó-thàn,討趁,25,thó-thàn,tho2than3,tho2than3
suān-siâu,訕潲,25,soān-siâu,suan7siau5,soan7siau5
suān-siàu,訕笑,25,soān-siàu,suan7siau3,soan7siau3
kì-miâ,記名,25,kì-miâ,ki3mia5,ki3mia5
kì-tsiong,記章,25,kì-chiong,ki3tsiong1,ki3chiong1
tsù-tiānn,註定,25,chù-tiāⁿ,tsu3tiann7,chu3tiann7
tsù-sí,註死,25,chù-sí,tsu3si2,chu3si2
tsù-kái,註解,25,chù-kái,tsu3kai2,chu3kai2
tsiàu-an,詔安,25,chiàu-an,tsiau3an1,chiau3an1
sû-tián,詞典,25,sû-tián,su5tian2,su5tian2
sû-luī,詞彙,25,sû-lūi,su5lui7,su5lui7
tshì-tsiu,試週,25,chhì-chiu,tshi3tsiu1,chhi3chiu1
si-phian,詩篇,25,si-phian,si1phian1,si1phian1
uē-kháu,話口,25,ōe-kháu,ue7khau2,oe7khau2
uē-sái,話屎,25,ōe-sái,ue7sai2,oe7sai2
uē-tâng,話筒,25,ōe-tâng,ue7tang5,oe7tang5
uē-gí,話語,25,ōe-gí,ue7gi2,oe7gi2
uē-tiāu,話調,25,ōe-tiāu,ue7tiau7,oe7tiau7
siông-kái,詳解,25,siông-kái,siong5kai2,siong5kai2
khue-hâi,詼諧,25,khoe-hâi,khue1hai5,khoe1hai5
jīn-bat,認捌,25,jīn-bat,jin7bat4,jin7bat4
jīn-tsit,認職,25,jīn-chit,jin7tsit4,jin7chit4
sè-iok,誓約,25,sè-iok,se3iok4,se3iok4
iú-hi̍k,誘惑,25,iú-he̍k,iu2hik8,iu2hek8
gí-sòo,語素,25,gí-sò͘,gi2soo3,gi2soo3
gír-giân,語言,25,gír-giân,gir2gian5,gir2gian5
gí-lo̍k,語錄,25,gí-lo̍k,gi2lok8,gi2lok8
gú-lo̍k,語錄,25,gú-lo̍k,gu2lok8,gu2lok8
tsiânn-khú,誠khú,25,chiâⁿ-khú,tsiann5khu2,chiann5khu2
tsiânn-kú,誠久,25,chiâⁿ-kú,tsiann5ku2,chiann5ku2
tsiânn-oh,誠僫,25,chiâⁿ-oh,tsiann5oh4,chiann5oh4
tsiânn-hó,誠好,25,chiâⁿ-hó,tsiann5ho2,chiann5ho2
tsiânn-thiám,誠忝,25,chiâⁿ-thiám,tsiann5thiam2,chiann5thiam2
tsiânn-tsē,誠濟,25,chiâⁿ-chē,tsiann5tse7,chiann5che7
tshiânn-kông,誠狂,25,chhiâⁿ-kông,tshiann5kong5,chhiann5kong5
tsiânn-kín,誠緊,25,chiâⁿ-kín,tsiann5kin2,chiann5kin2
tsiânn-tsán,誠讚,25,chiâⁿ-chán,tsiann5tsan2,chiann5chan2
tsiânn-kuì,誠貴,25,chiâⁿ-kùi,tsiann5kui3,chiann5kui3
tsiânn-îng,誠閒,25,chiâⁿ-êng,tsiann5ing5,chiann5eng5
tsiânn-hiông,誠雄,25,chiâⁿ-hiông,tsiann5hiong5,chiann5hiong5
gōo-siā,誤射,25,gō͘-siā,goo7sia7,goo7sia7
tsènn-tshuì,諍喙,25,chèⁿ-chhùi,tsenn3tshui3,chenn3chhui3
liāng-pit,諒必,25,liāng-pit,liang7pit4,liang7pit4
liōng-pit,諒必,25,liōng-pit,liong7pit4,liong7pit4
liōng-kái,諒解,25,liōng-kái,liong7kai2,liong7kai2
lūn-guân,論元,25,lūn-goân,lun7guan5,lun7goan5
lūn-lí,論理,25,lūn-lí,lun7li2,lun7li2
lūn-tsin,論真,25,lūn-chin,lun7tsin1,lun7chin1
hóng-tshì,諷刺,25,hóng-chhì,hong2tshi3,hong2chhi3
tsu-hôo,諸侯,25,chu-hô͘,tsu1hoo5,chu1hoo5
tsu-tó,諸島,25,chu-tó,tsu1to2,chu1to2
tsu-kì,諸暨,25,chu-kì,tsu1ki3,chu1ki3
pòng-to̍k,謗瀆,25,pòng-to̍k,pong3tok8,pong3tok8
káng-kóo,講古,25,káng-kó͘,kang2koo2,kang2koo2
kóng-siánn,講啥,25,kóng-siáⁿ,kong2siann2,kong2siann2
kóng-suah,講煞,25,kóng-soah,kong2suah4,kong2soah4
kóng-tio̍h,講著,25,kóng-tio̍h,kong2tioh8,kong2tioh8
hàm-hóng,譀仿,25,hàm-hóng,ham3hong2,ham3hong2
hàm-kóo,譀古,25,hàm-kó͘,ham3koo2,ham3koo2
hàm-kiànn,譀鏡,25,hàm-kiàⁿ,ham3kiann3,ham3kiann3
tsìng-si,證書,25,chèng-si,tsing3si1,cheng3si1
khiat-tsiat,譎節,25,khiat-chiat,khiat4tsiat4,khiat4chiat4
gī-niū,議量,25,gī-niū,gi7niu7,gi7niu7
khiàn-sńg,譴損,25,khiàn-sńg,khian3sng2,khian3sng2
khiàn-siùnn,譴相,25,khiàn-siùⁿ,khian3siunn3,khian3siunn3
hōo-huānn,護岸,25,hō͘-hōaⁿ,hoo7huann7,hoo7hoann7
tha̍k-kàu,讀教,25,tha̍k-kàu,thak8kau3,thak8kau3
tho̍k-si,讀詩,25,tho̍k-si,thok8si1,thok8si1
tho̍k-im,讀音,25,tho̍k-im,thok8im1,thok8im1
piàn-thinn,變天,25,piàn-thiⁿ,pian3thinn1,pian3thinn1
pìnn-lāng,變弄,25,pìⁿ-lāng,pinn3lang7,pinn3lang7
piàn-tsíng,變種,25,piàn-chéng,pian3tsing2,pian3cheng2
piàn-khiàu,變竅,25,piàn-khiàu,pian3khiau3,pian3khiau3
piàn-tiāu,變調,25,piàn-tiāu,pian3tiau7,pian3tiau7
piàn-suī,變遂,25,piàn-sūi,pian3sui7,pian3sui7
pìnn-kuí,變鬼,25,pìⁿ-kúi,pinn3kui2,pinn3kui2
nuâ-thâu,讕頭,25,nôa-thâu,nua5thau5,noa5thau5
kok-poo,谷埔,25,kok-po͘,kok4poo1,kok4poo1
tāu-kuê,豆膎,25,tāu-kôe,tau7kue5,tau7koe5
tāu-pôo,豆酺,25,tāu-pô͘,tau7poo5,tau7poo5
hong-ti̍k,豐澤,25,hong-te̍k,hong1tik8,hong1tek8
iām-sik,豔色,25,iām-sek,iam7sik4,iam7sek4
iām-lē,豔麗,25,iām-lē,iam7le7,iam7le7
thûn-kut,豚骨,25,thûn-kut,thun5kut4,thun5kut4
tshiūnn-hu,象夫,25,chhiūⁿ-hu,tshiunn7hu1,chhiunn7hu1
siōng-san,象山,25,siōng-san,siong7san1,siong7san1
siōng-tsing,象徵,25,siōng-cheng,siong7tsing1,siong7cheng1
siōnn-pue,象桮,25,siōⁿ-poe,sionn7pue1,sionn7poe1
siūnn-pue,象桮,25,siūⁿ-poe,siunn7pue1,siunn7poe1
sīn-pue,象桮,25,sīn-poe,sin7pue1,sin7poe1
ti-á,豬仔,25,ti-á,ti1a2,ti1a2
ti-tshài,豬菜,25,ti-chhài,ti1tshai3,ti1chhai3
ti-kut,豬骨,25,ti-kut,ti1kut4,ti1kut4
tu-kut,豬骨,25,tu-kut,tu1kut4,tu1kut4
pin-hong,豳風,25,pin-hong,pin1hong1,pin1hong1
pà-thâu,豹頭,25,pà-thâu,pa3thau5,pa3thau5
tiau-bō,貂帽,25,tiau-bō,tiau1bo7,tiau1bo7
bâ-kong,貓公,25,bâ-kong,ba5kong1,ba5kong1
niau-siâu,貓潲,25,niau-siâu,niau1siau5,niau1siau5
niau-hîm,貓熊,25,niau-hîm,niau1him5,niau1him5
niau-sîn,貓神,25,niau-sîn,niau1sin5,niau1sin5
niau-khang,貓空,25,niau-khang,niau1khang1,niau1khang1
niàu-khang,貓空,25,niàu-khang,niau3khang1,niau3khang1
niau-thāng,貓筩,25,niau-thāng,niau1thang7,niau1thang7
niau-lān,貓𡳞,25,niau-lān,niau1lan7,niau1lan7
niau-lǎn,貓𡳞,25,niau-lǎn,niau1lan6,niau1lan6
pî-hiu,貔貅,25,pî-hiu,pi5hiu1,pi5hiu1
tsing-tsho,貞操,25,cheng-chho,tsing1tsho1,cheng1chho1
hū-tiān,負電,25,hū-tiān,hu7tian7,hu7tian7
huàn-sau,販獀,25,hoàn-sau,huan3sau1,hoan3sau1
tham-sio̍k,貪俗,25,tham-sio̍k,tham1siok8,tham1siok8
kuì-tsiu,貴州,25,kùi-chiu,kui3tsiu1,kui3chiu1
kuì-khì,貴氣,25,kùi-khì,kui3khi3,kui3khi3
bé-bu̍t,買物,25,bé-bu̍t,be2but8,be2but8
bé-khang,買空,25,bé-khang,be2khang1,be2khang1
bé-tsiá,買者,25,bé-chiá,be2tsia2,be2chia2
bé-tshài,買菜,25,bé-chhài,be2tshai3,be2chhai3
tah-pòo,貼布,25,tah-pò͘,tah4poo3,tah4poo3
tah-iû,貼油,25,tah-iû,tah4iu5,tah4iu5
hûn-mn̂g,賁門,25,hûn-mn̂g,hun5mng5,hun5mng5
tsu-kang,資工,25,chu-kang,tsu1kang1,chu1kang1
tsha̍t-thau,賊偷,25,chha̍t-thau,tshat8thau1,chhat8thau1
tsha̍t-khiò,賊寇,25,chha̍t-khiò,tshat8khio3,chhat8khio3
tsha̍t-khòo,賊寇,25,chha̍t-khò͘,tshat8khoo3,chhat8khoo3
tshat-kâu,賊猴,25,chhat-kâu,tshat4kau5,chhat4kau5
tsha̍t-thâu,賊頭,25,chha̍t-thâu,tshat8thau5,chhat8thau5
sia-khiàm,賒欠,25,sia-khiàm,sia1khiam3,sia1khiam3
sia-kim,賒金,25,sia-kim,sia1kim1,sia1kim1
pin-tsiu,賓州,25,pin-chiu,pin1tsiu1,pin1chiu1
siúnn-kim,賞金,25,siúⁿ-kim,siunn2kim1,siunn2kim1
buē-tē,賣地,25,bōe-tē,bue7te7,boe7te7
bē-tē,賣地,25,bē-tē,be7te7,be7te7
bē-tsiá,賣者,25,bē-chiá,be7tsia2,be7chia2
tsiān-jîn,賤人,25,chiān-jîn,tsian7jin5,chian7jin5
tsit-tsú,質子,25,chit-chú,tsit4tsu2,chit4chu2
tóo-ba̍uh,賭貿,25,tó͘-bau̍h,too2bauh8,too2bauh8
luā-hô,賴和,25,lōa-hô,lua7ho5,loa7ho5
tsuán-tsînn,賺錢,25,choán-chîⁿ,tsuan2tsinn5,choan2chinn5
tsàn-siann,贊聲,25,chàn-siaⁿ,tsan3siann1,chan3siann1
pī-hí,贔屭,25,pī-hí,pi7hi2,pi7hi2
sio̍k-huê,贖回,25,sio̍k-hôe,siok8hue5,siok8hoe5
tshiah-kiunn,赤kiunn,25,chhiah-kiuⁿ,tshiah4kiunn1,chhiah4kiunn1
tshik-pik,赤壁,25,chhek-pek,tshik4pik4,chhek4pek4
tshiah-thiāu,赤柱,25,chhiah-thiāu,tshiah4thiau7,chhiah4thiau7
tshiah-thiǎu,赤柱,25,chhiah-thiǎu,tshiah4thiau6,chhiah4thiau6
tshiah-tō,赤道,25,chhiah-tō,tshiah4to7,chhiah4to7
tshiah-kiunn,赤韁,25,chhiah-kiuⁿ,tshiah4kiunn1,chhiah4kiunn1
tshiah-thé,赤體,25,chhiah-thé,tshiah4the2,chhiah4the2
tshiah-tsang,赤鯮,25,chhiah-chang,tshiah4tsang1,chhiah4chang1
sià-hiòng,赦餉,25,sià-hiòng,sia3hiong3,sia3hiong3
tsáu-kiānn,走健,25,cháu-kiāⁿ,tsau2kiann7,chau2kiann7
tsáu-suann,走山,25,cháu-soaⁿ,tsau2suann1,chau2soann1
tsáu-tsua̍h,走差,25,cháu-choa̍h,tsau2tsuah8,chau2choah8
tsáu-phik,走拍,25,cháu-phek,tsau2phik4,chau2phek4
tsáu-lòng,走挵,25,cháu-lòng,tsau2long3,chau2long3
tsáu-tshuē,走揣,25,cháu-chhōe,tsau2tshue7,chau2chhoe7
tsáu-tshē,走揣,25,cháu-chhē,tsau2tshe7,chau2chhe7
tsáu-ji̍t,走日,25,cháu-ji̍t,tsau2jit8,chau2jit8
tsáu-pio,走標,25,cháu-pio,tsau2pio1,chau2pio1
tsáu-khoo,走箍,25,cháu-kho͘,tsau2khoo1,chau2khoo1
tsáu-tsing,走精,25,cháu-cheng,tsau2tsing1,chau2cheng1
tsáu-khiunn,走腔,25,cháu-khiuⁿ,tsau2khiunn1,chau2khiunn1
tsáu-lōo,走路,25,cháu-lō͘,tsau2loo7,chau2loo7
tsáu-tsuā,走逝,25,cháu-chōa,tsau2tsua7,chau2choa7
tsáu-gîn,走銀,25,cháu-gîn,tsau2gin5,chau2gin5
tsáu-tuê,走題,25,cháu-tôe,tsau2tue5,chau2toe5
tsáu-tê,走題,25,cháu-tê,tsau2te5,chau2te5
khí-tshoo,起初,25,khí-chho͘,khi2tshoo1,khi2chhoo1
khí-pu̍t,起勃,25,khí-pu̍t,khi2put8,khi2put8
khih-lih,起去,25,khih-lih,khih4lih4,khih4lih4
khí-khì,起去,25,khí-khì,khi2khi3,khi2khi3
khí-huán,起反,25,khí-hoán,khi2huan2,khi2hoan2
khí-kang,起工,25,khí-kang,khi2kang1,khi2kang1
khí-khong,起悾,25,khí-khong,khi2khong1,khi2khong1
khí-gue̍h,起月,25,khí-goe̍h,khi2gueh8,khi2goeh8
khí-phái,起歹,25,khí-phái,khi2phai2,khi2phai2
khí-phe̍h,起沫,25,khí-phe̍h,khi2pheh8,khi2pheh8
khí-phue̍h,起沫,25,khí-phoe̍h,khi2phueh8,khi2phoeh8
khí-tsu,起珠,25,khí-chu,khi2tsu1,khi2chu1
khí-huan,起番,25,khí-hoan,khi2huan1,khi2hoan1
khí-pōng,起磅,25,khí-pōng,khi2pong7,khi2pong7
khí-suān,起訕,25,khí-soān,khi2suan7,khi2soan7
khí-lōo,起路,25,khí-lō͘,khi2loo7,khi2loo7
khí-tshio,起𪁎,25,khí-chhio,khi2tshio1,khi2chhio1
thàn-hi,趁墟,25,thàn-hi,than3hi1,than3hi1
thàn-hu,趁墟,25,thàn-hu,than3hu1,than3hu1
tshiau-bē,超賣,25,chhiau-bē,tshiau1be7,chhiau1be7
ua̍t-siânn,越城,25,oa̍t-siâⁿ,uat8siann5,oat8siann5
tiô-nńg,趒軟,25,tiô-nńg,tio5nng2,tio5nng2
kuánn-kín,趕緊,25,kóaⁿ-kín,kuann2kin2,koann2kin2
kuánn-tio̍k,趕逐,25,kóaⁿ-tio̍k,kuann2tiok8,koann2tiok8
sô-á,趖仔,25,sô-á,so5a2,so5a2
tshu-luí,趨壘,25,chhu-lúi,tshu1lui2,chhu1lui2
tshu-kiā,趨崎,25,chhu-kiā,tshu1kia7,chhu1kia7
tshu-pán,趨板,25,chhu-pán,tshu1pan2,chhu1pan2
tshu-pang,趨枋,25,chhu-pang,tshu1pang1,chhu1pang1
tshu-íng,趨湧,25,chhu-éng,tshu1ing2,chhu1eng2
tshu-kiû,趨球,25,chhu-kiû,tshu1kiu5,chhu1kiu5
tshu-tshong,趨蹌,25,chhu-chhong,tshu1tshong1,chhu1chhong1
tsiok-phānn,足phānn,25,chiok-phāⁿ,tsiok4phann7,chiok4phann7
tsiok-kú,足久,25,chiok-kú,tsiok4ku2,chiok4ku2
tsiok-líng,足冷,25,chiok-léng,tsiok4ling2,chiok4leng2
tsiok-suí,足媠,25,chiok-súi,tsiok4sui2,chiok4sui2
tsiok-thiám,足忝,25,chiok-thiám,tsiok4thiam2,chiok4thiam2
tsiok-ài,足愛,25,chiok-ài,tsiok4ai3,chiok4ai3
tsiok-tsia̍p,足捷,25,chiok-chia̍p,tsiok4tsiap8,chiok4chiap8
tsiok-tsē,足濟,25,chiok-chē,tsiok4tse7,chiok4che7
tsiok-jua̍h,足熱,25,chiok-joa̍h,tsiok4juah8,chiok4joah8
tsiok-ngē,足硬,25,chiok-ngē,tsiok4nge7,chiok4nge7
tsiok-phang,足芳,25,chiok-phang,tsiok4phang1,chiok4phang1
tsiok-kuì,足貴,25,chiok-kùi,tsiok4kui3,chiok4kui3
pua̍h-tó,跋倒,25,poa̍h-tó,puah8to2,poah8to2
pua̍h-pue,跋桮,25,poa̍h-poe,puah8pue1,poah8poe1
pua̍h-tshàu,跋臭,25,poa̍h-chhàu,puah8tshau3,poah8chhau3
khû-piān,跍便,25,khû-piān,khu5pian7,khu5pian7
pháu-khok,跑酷,25,pháu-khok,phau2khok4,phau2khok4
pháu-má,跑馬,25,pháu-má,phau2ma2,phau2ma2
liam-kha,跕跤,25,liam-kha,liam1kha1,liam1kha1
hū-kut,跗骨,25,hū-kut,hu7kut4,hu7kut4
tshū-pang,跙枋,25,chhū-pang,tshu7pang1,chhu7pang1
tshū-íng,跙湧,25,chhū-éng,tshu7ing2,chhu7eng2
kin-tuè,跟綴,25,kin-tòe,kin1tue3,kin1toe3
kun-tè,跟綴,25,kun-tè,kun1te3,kun1te3
kha-á,跤仔,25,kha-á,kha1a2,kha1a2
kha-tau,跤兜,25,kha-tau,kha1tau1,kha1tau1
kha-tshiú,跤手,25,kha-chhiú,kha1tshiu2,kha1chhiu2
kha-siàu,跤數,25,kha-siàu,kha1siau3,kha1siau3
kha-khiau,跤曲,25,kha-khiau,kha1khiau1,kha1khiau1
kha-sau,跤梢,25,kha-sau,kha1sau1,kha1sau1
kha-moo,跤毛,25,kha-mo͘,kha1moo1,kha1moo1
kha-àng,跤甕,25,kha-àng,kha1ang3,kha1ang3
kha-kóo,跤股,25,kha-kó͘,kha1koo2,kha1koo2
kha-uánn,跤腕,25,kha-óaⁿ,kha1uann2,kha1oann2
kha-sik,跤色,25,kha-sek,kha1sik4,kha1sek4
kha-u,跤趺,25,kha-u,kha1u1,kha1u1
kha-lōo,跤路,25,kha-lō͘,kha1loo7,kha1loo7
kha-tenn,跤蹬,25,kha-teⁿ,kha1tenn1,kha1tenn1
kha-tshia,跤車,25,kha-chhia,kha1tshia1,kha1chhia1
khuà-kok,跨國,25,khòa-kok,khua3kok4,khoa3kok4
khuà-liân,跨年,25,khòa-liân,khua3lian5,khoa3lian5
khuà-nî,跨年,25,khòa-nî,khua3ni5,khoa3ni5
tsuāi-tn̄g,跩斷,25,choāi-tn̄g,tsuai7tng7,choai7tng7
tsuāinn-tn̄g,跩斷,25,choāiⁿ-tn̄g,tsuainn7tng7,choainn7tng7
tsuāi-tio̍h,跩著,25,choāi-tio̍h,tsuai7tioh8,choai7tioh8
tsuāinn-tio̍h,跩著,25,choāiⁿ-tio̍h,tsuainn7tioh8,choainn7tioh8
tsuāi-tsuāi,跩跩,25,choāi-choāi,tsuai7tsuai7,choai7choai7
tsuāinn-tsuāinn,跩跩,25,choāiⁿ-choāiⁿ,tsuainn7tsuainn7,choainn7choainn7
lōo-tsik,路則,25,lō͘-chek,loo7tsik4,loo7chek4
lōo-kînn,路墘,25,lō͘-kîⁿ,loo7kinn5,loo7kinn5
lōo-bué,路尾,25,lō͘-bóe,loo7bue2,loo7boe2
lōo-kiô,路橋,25,lō͘-kiô,loo7kio5,loo7kio5
thiàu-tshiûnn,跳牆,25,thiàu-chhiûⁿ,thiau3tshiunn5,thiau3chhiunn5
thiàu-kiû,跳球,25,thiàu-kiû,thiau3kiu5,thiau3kiu5
thiàu-tsio̍h,跳石,25,thiàu-chio̍h,thiau3tsioh8,thiau3chioh8
thiàu-thah,跳踢,25,thiàu-thah,thiau3thah4,thiau3thah4
thiàu-that,跳踢,25,thiàu-that,thiau3that4,thiau3that4
thiàu-tsuā,跳逝,25,thiàu-chōa,thiau3tsua7,thiau3choa7
thiàu-kuè,跳過,25,thiàu-kòe,thiau3kue3,thiau3koe3
thiàu-tiān,跳電,25,thiàu-tiān,thiau3tian7,thiau3tian7
thiàu-kuí,跳鬼,25,thiàu-kúi,thiau3kui2,thiau3kui2
se̍h-kíng,踅境,25,se̍h-kéng,seh8king2,seh8keng2
se̍h-uat,踅斡,25,se̍h-oat,seh8uat4,seh8oat4
se̍h-kiû,踅球,25,se̍h-kiû,seh8kiu5,seh8kiu5
se̍h-sîn,踅神,25,se̍h-sîn,seh8sin5,seh8sin5
ta̍h-tak,踏觸,25,ta̍h-tak,tah8tak4,tah8tak4
ta̍h-ta̍k,踏逐,25,ta̍h-ta̍k,tah8tak8,tah8tak8
ta̍h-khui,踏開,25,ta̍h-khui,tah8khui1,tah8khui1
that-kuán,踢館,25,that-koán,that4kuan2,that4koan2
tshái-ke,踩街,25,chhái-ke,tshai2ke1,chhai2ke1
tiàm-bī,踮沬,25,tiàm-bī,tiam3bi7,tiam3bi7
jiú-līn,蹂躪,25,jiú-līn,jiu2lin7,jiu2lin7
tuà-īnn,蹛院,25,tòa-īⁿ,tua3inn7,toa3inn7
liâu-tsuí,蹽水,25,liâu-chúi,liau5tsui2,liau5chui2
tún-la̍p,躉納,25,tún-la̍p,tun2lap8,tun2lap8
sin-hîng,身形,25,sin-hêng,sin1hing5,sin1heng5
sin-tuè,身綴,25,sin-tòe,sin1tue3,sin1toe3
hun-su,身軀,25,hun-su,hun1su1,hun1su1
hun-sun,身軀,25,hun-sun,hun1sun1,hun1sun1
siang-khu,身軀,25,siang-khu,siang1khu1,siang1khu1
lò-iâ,躼爺,25,lò-iâ,lo3ia5,lo3ia5
lò-kha,躼跤,25,lò-kha,lo3kha1,lo3kha1
nuà-tshn̂g,躽床,25,nòa-chhn̂g,nua3tshng5,noa3chhng5
khu-kàn,軀幹,25,khu-kàn,khu1kan3,khu1kan3
nuì-khang,軁空,25,nùi-khang,nui3khang1,nui3khang1
nǹg-khang,軁空,25,nǹg-khang,nng3khang1,nng3khang1
tshia-á,車仔,25,chhia-á,tshia1a2,chhia1a2
tshia-eh,車厄,25,chhia-eh,tshia1eh4,chhia1eh4
tshia-pang,車幫,25,chhia-pang,tshia1pang1,chhia1pang1
tshia-tòng,車擋,25,chhia-tòng,tshia1tong3,chhia1tong3
tshia-bú,車母,25,chhia-bú,tshia1bu2,chhia1bu2
tshia-tsuí,車水,25,chhia-chúi,tshia1tsui2,chhia1chui2
tshia-tsām,車站,25,chhia-chām,tshia1tsam7,chhia1cham7
tshia-kuà,車蓋,25,chhia-kòa,tshia1kua3,chhia1koa3
tshia-tsuā,車逝,25,chhia-chōa,tshia1tsua7,chhia1choa7
tshia-tsiah,車隻,25,chhia-chiah,tshia1tsiah4,chhia1chiah4
tshia-kóo,車鼓,25,chhia-kó͘,tshia1koo2,chhia1koo2
kun-bō,軍帽,25,kun-bō,kun1bo7,kun1bo7
kun-tsìng,軍政,25,kun-chèng,kun1tsing3,kun1cheng3
kun-hua̍t,軍閥,25,kun-hoa̍t,kun1huat8,kun1hoat8
hian-uàn,軒轅,25,hian-oàn,hian1uan3,hian1oan3
nńg-piān,軟便,25,nńg-piān,nng2pian7,nng2pian7
nńg-tshī,軟市,25,nńg-chhī,nng2tshi7,nng2chhi7
nńg-bō,軟帽,25,nńg-bō,nng2bo7,nng2bo7
nńg-tshiâ,軟斜,25,nńg-chhiâ,nng2tshia5,nng2chhia5
nńg-khak,軟殼,25,nńg-khak,nng2khak4,nng2khak4
nuí-lio̍h,軟略,25,núi-lio̍h,nui2lioh8,nui2lioh8
nńg-lio̍h,軟略,25,nńg-lio̍h,nng2lioh8,nng2lioh8
nńg-tsiánn,軟茈,25,nńg-chiáⁿ,nng2tsiann2,nng2chiann2
nńg-tsiam,軟針,25,nńg-chiam,nng2tsiam1,nng2chiam1
ti̍k-suànn,軸線,25,te̍k-sòaⁿ,tik8suann3,tek8soann3
khah-kē,較低,25,khah-kē,khah4ke7,khah4ke7
khah-tōa,較大,25,khah-tōa,khah4toa7,khah4toa7
khah-hó,較好,25,khah-hó,khah4ho2,khah4ho2
khah-tshám,較慘,25,khah-chhám,khah4tsham2,khah4chham2
khah-tsá,較早,25,khah-chá,khah4tsa2,khah4cha2
khah-sī,較是,25,khah-sī,khah4si7,khah4si7
khah-tsē,較濟,25,khah-chē,khah4tse7,khah4che7
khah-sè,較細,25,khah-sè,khah4se3,khah4se3
khah-kín,較緊,25,khah-kín,khah4kin2,khah4kin2
khah-iânn,較贏,25,khah-iâⁿ,khah4iann5,khah4iann5
kà-tshia,較車,25,kà-chhia,ka3tshia1,ka3chhia1
khah-su,較輸,25,khah-su,khah4su1,khah4su1
tsài-kang,載工,25,chài-kang,tsai3kang1,chai3kang1
tsài-gîn,載銀,25,chài-gîn,tsai3gin5,chai3gin5
tsài-gûn,載銀,25,chài-gûn,tsai3gun5,chai3gun5
tsài-tsînn,載錢,25,chài-chîⁿ,tsai3tsinn5,chai3chinn5
hú-hē,輔系,25,hú-hē,hu2he7,hu2he7
khing-tām,輕淡,25,kheng-tām,khing1tam7,kheng1tam7
khing-kuí,輕軌,25,kheng-kúi,khing1kui2,kheng1kui2
khin-thih,輕鐵,25,khin-thih,khin1thih4,khin1thih4
khing-tih,輕鐵,25,kheng-tih,khing1tih4,kheng1tih4
lián-pán,輪板,25,lián-pán,lian2pan2,lian2pan2
lûn-ki,輪機,25,lûn-ki,lun5ki1,lun5ki1
lûn-pān,輪辦,25,lûn-pān,lun5pan7,lun5pan7
su-iânn,輸贏,25,su-iâⁿ,su1iann5,su1iann5
liàn-tshn̂g,輾床,25,liàn-chhn̂g,lian3tshng5,lian3chhng5
tńg-khì,轉去,25,tńg-khì,tng2khi3,tng2khi3
tsuán-siá,轉寫,25,choán-siá,tsuan2sia2,choan2sia2
tńg-uan,轉彎,25,tńg-oan,tng2uan1,tng2oan1
tsuán-piàn,轉變,25,choán-piàn,tsuan2pian3,choan2pian3
tńg-se̍h,轉踅,25,tńg-se̍h,tng2seh8,tng2seh8
tsuán-lûn,轉輪,25,choán-lûn,tsuan2lun5,choan2lun5
kiau-á,轎仔,25,kiau-á,kiau1a2,kiau1a2
sin-thiú,辛丑,25,sin-thiú,sin1thiu2,sin1thiu2
sin-lô,辛勞,25,sin-lô,sin1lo5,sin1lo5
sin-uân,辛烷,25,sin-oân,sin1uan5,sin1oan5
phik-siâ,辟邪,25,phek-siâ,phik4sia5,phek4sia5
lua̍h-tshiú,辣手,25,loa̍h-chhiú,luah8tshiu2,loah8chhiu2
lua̍h-tsio,辣椒,25,loa̍h-chio,luah8tsio1,loah8chio1
