hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone
球埕,kiû-tiânn,25,kiû-tiâⁿ,kiu5tiann5,kiu5tiann5,kiutiann,kiutiann
球場,kiû-tiûnn,25,kiû-tiûⁿ,kiu5tiunn5,kiu5tiunn5,kiutiunn,kiutiunn
球心,kiû-sim,25,kiû-sim,kiu5sim1,kiu5sim1,kiusim,kiusim
球桮,kiû-pue,25,kiû-poe,kiu5pue1,kiu5poe1,kiupue,kiupoe
球賽,kiû-sài,25,kiû-sài,kiu5sai3,kiu5sai3,kiusai,kiusai
球面,kiû-bīn,25,kiû-bīn,kiu5bin7,kiu5bin7,kiubin,kiubin
球體,kiû-thé,25,kiû-thé,kiu5the2,kiu5the2,kiuthe,kiuthe
理財,lí-tsâi,25,lí-châi,li2tsai5,li2chai5,litsai,lichai
環保,huân-pó,25,hoân-pó,huan5po2,hoan5po2,huanpo,hoanpo
瓷仔,huî-á,25,hûi-á,hui5a2,hui5a2,huia,huia
生卵,senn-nn̄g,25,seⁿ-nn̄g,senn1nng7,senn1nng7,sennnng,sennnng
生字,senn-jī,25,seⁿ-jī,senn1ji7,senn1ji7,sennji,sennji
生字,sing-jī,25,seng-jī,sing1ji7,seng1ji7,singji,sengji
生字,tshenn-jī,25,chheⁿ-jī,tshenn1ji7,chhenn1ji7,tshennji,chhennji
生湠,senn-thuànn,25,seⁿ-thòaⁿ,senn1thuann3,senn1thoann3,sennthuann,sennthoann
生物,sing-bu̍t,25,seng-bu̍t,sing1but8,seng1but8,singbut,sengbut
生菇,senn-koo,25,seⁿ-ko͘,senn1koo1,senn1koo1,sennkoo,sennkoo
生鉎,senn-sian,25,seⁿ-sian,senn1sian1,senn1sian1,sennsian,sennsian
生長,sing-tióng,25,seng-tióng,sing1tiong2,seng1tiong2,singtiong,sengtiong
產值,sán-ta̍t,25,sán-ta̍t,san2tat8,san2tat8,santat,santat
產業,sán-gia̍p,25,sán-gia̍p,san2giap8,san2giap8,sangiap,sangiap
產道,sán-tō,25,sán-tō,san2to7,san2to7,santo,santo
產量,sán-liōng,25,sán-liōng,san2liong7,san2liong7,sanliong,sanliong
田園,tshân-hn̂g,25,chhân-hn̂g,tshan5hng5,chhan5hng5,tshanhng,chhanhng
田徑,tiân-kìng,25,tiân-kèng,tian5king3,tian5keng3,tianking,tiankeng
番薯,han-tsî,25,han-chî,han1tsi5,han1chi5,hantsi,hanchi
畫作,uē-tsok,25,ōe-chok,ue7tsok4,oe7chok4,uetsok,oechok
畫像,uē-siōng,25,ōe-siōng,ue7siong7,oe7siong7,uesiong,oesiong
畫刀,uē-to,25,ōe-to,ue7to1,oe7to1,ueto,oeto
畫圖,uē-tôo,25,ōe-tô͘,ue7too5,oe7too5,uetoo,oetoo
畫家,uē-ka,25,ōe-ka,ue7ka1,oe7ka1,ueka,oeka
畫展,uē-tián,25,ōe-tián,ue7tian2,oe7tian2,uetian,oetian
畫布,uē-pòo,25,ōe-pò͘,ue7poo3,oe7poo3,uepoo,oepoo
畫廊,uē-lông,25,ōe-lông,ue7long5,oe7long5,uelong,oelong
畫本,uē-pún,25,ōe-pún,ue7pun2,oe7pun2,uepun,oepun
畫枋,uē-pang,25,ōe-pang,ue7pang1,oe7pang1,uepang,oepang
畫架,uē-kè,25,ōe-kè,ue7ke3,oe7ke3,ueke,oeke
畫筆,uē-pit,25,ōe-pit,ue7pit4,oe7pit4,uepit,oepit
畫紙,uē-tsuá,25,ōe-chóa,ue7tsua2,oe7choa2,uetsua,oechoa
畫者,uē-tsiá,25,ōe-chiá,ue7tsia2,oe7chia2,uetsia,oechia
畫記,uē-kì,25,ōe-kì,ue7ki3,oe7ki3,ueki,oeki
畫面,uē-bīn,25,ōe-bīn,ue7bin7,oe7bin7,uebin,oebin
畫風,uē-hong,25,ōe-hong,ue7hong1,oe7hong1,uehong,oehong
當值,tong-ti̍t,25,tong-ti̍t,tong1tit8,tong1tit8,tongtit,tongtit
疊句,tha̍h-kù,25,tha̍h-kù,thah8ku3,thah8ku3,thahku,thahku
疊字,tha̍h-jī,25,tha̍h-jī,thah8ji7,thah8ji7,thahji,thahji
疏忽,soo-hut,25,so͘-hut,soo1hut4,soo1hut4,soohut,soohut
疏散,soo-sàn,25,so͘-sàn,soo1san3,soo1san3,soosan,soosan
疏開,soo-khai,25,so͘-khai,soo1khai1,soo1khai1,sookhai,sookhai
疑惑,gî-hi̍k,25,gî-he̍k,gi5hik8,gi5hek8,gihik,gihek
疫苗,i̍k-biâu,25,e̍k-biâu,ik8biau5,ek8biau5,ikbiau,ekbiau
病句,pēnn-kù,25,pēⁿ-kù,penn7ku3,penn7ku3,pennku,pennku
病囝,pēnn-kiánn,25,pēⁿ-kiáⁿ,penn7kiann2,penn7kiann2,pennkiann,pennkiann
病疼,pēnn-thiànn,25,pēⁿ-thiàⁿ,penn7thiann3,penn7thiann3,pennthiann,pennthiann
病菌,pēnn-khún,25,pēⁿ-khún,penn7khun2,penn7khun2,pennkhun,pennkhun
痕跡,hûn-jiah,25,hûn-jiah,hun5jiah4,hun5jiah4,hunjiah,hunjiah
癖性,phiah-sìng,25,phiah-sèng,phiah4sing3,phiah4seng3,phiahsing,phiahseng
登陸,ting-lio̍k,25,teng-lio̍k,ting1liok8,teng1liok8,tingliok,tengliok
發育,huat-io̍k,25,hoat-io̍k,huat4iok8,hoat4iok8,huatiok,hoatiok
發酵,huat-kànn,25,hoat-kàⁿ,huat4kann3,hoat4kann3,huatkann,hoatkann
發電,huat-tiān,25,hoat-tiān,huat4tian7,hoat4tian7,huattian,hoattian
發音,huat-im,25,hoat-im,huat4im1,hoat4im1,huatim,hoatim
白字,pe̍h-jī,25,pe̍h-jī,peh8ji7,peh8ji7,pehji,pehji
白火,pe̍h-hué,25,pe̍h-hóe,peh8hue2,peh8hoe2,pehhue,pehhoe
白蟻,pe̍h-hiā,25,pe̍h-hiā,peh8hia7,peh8hia7,pehhia,pehhia
白露,pe̍h-lōo,25,pe̍h-lō͘,peh8loo7,peh8loo7,pehloo,pehloo
百位,pah-uī,25,pah-ūi,pah4ui7,pah4ui7,pahui,pahui
皮戲,phuê-hì,25,phôe-hì,phue5hi3,phoe5hi3,phuehi,phoehi
盆地,phûn-tē,25,phûn-tē,phun5te7,phun5te7,phunte,phunte
盜壘,tō-luí,25,tō-lúi,to7lui2,to7lui2,tolui,tolui
盜版,tō-pán,25,tō-pán,to7pan2,to7pan2,topan,topan
監察,kàm-tshat,25,kàm-chhat,kam3tshat4,kam3chhat4,kamtshat,kamchhat
目版,ba̍k-pán,25,ba̍k-pán,bak8pan2,bak8pan2,bakpan,bakpan
直射,ti̍t-siā,25,ti̍t-siā,tit8sia7,tit8sia7,titsia,titsia
直式,ti̍t-sik,25,ti̍t-sek,tit8sik4,tit8sek4,titsik,titsek
直徑,ti̍t-kìng,25,ti̍t-kèng,tit8king3,tit8keng3,titking,titkeng
直拳,ti̍t-kûn,25,ti̍t-kûn,tit8kun5,tit8kun5,titkun,titkun
直照,ti̍t-tsiò,25,ti̍t-chiò,tit8tsio3,tit8chio3,tittsio,titchio
直線,ti̍t-suànn,25,ti̍t-sòaⁿ,tit8suann3,tit8soann3,titsuann,titsoann
直角,ti̍t-kak,25,ti̍t-kak,tit8kak4,tit8kak4,titkak,titkak
相乘,siong-sîng,25,siong-sêng,siong1sing5,siong1seng5,siongsing,siongseng
相交,siong-kau,25,siong-kau,siong1kau1,siong1kau1,siongkau,siongkau
相加,siong-ka,25,siong-ka,siong1ka1,siong1ka1,siongka,siongka
相反,siong-huán,25,siong-hoán,siong1huan2,siong1hoan2,sionghuan,sionghoan
相吸,sio-khip,25,sio-khip,sio1khip4,sio1khip4,siokhip,siokhip
相差,siong-tsha,25,siong-chha,siong1tsha1,siong1chha1,siongtsha,siongchha
相斥,sio-thik,25,sio-thek,sio1thik4,sio1thek4,siothik,siothek
相鄰,siong-lîn,25,siong-lîn,siong1lin5,siong1lin5,sionglin,sionglin
相除,siong-tî,25,siong-tî,siong1ti5,siong1ti5,siongti,siongti
省道,síng-tō,25,séng-tō,sing2to7,seng2to7,singto,sengto
真書,tsin-su,25,chin-su,tsin1su1,chin1su1,tsinsu,chinsu
眷村,kuàn-tshun,25,koàn-chhun,kuan3tshun1,koan3chhun1,kuantshun,koanchhun
眼界,gán-kài,25,gán-kài,gan2kai3,gan2kai3,gankai,gankai
眾數,tsiòng-sòo,25,chiòng-sò͘,tsiong3soo3,chiong3soo3,tsiongsoo,chiongsoo
睏眠,khùn-bîn,25,khùn-bîn,khun3bin5,khun3bin5,khunbin,khunbin
短句,té-kù,25,té-kù,te2ku3,te2ku3,teku,teku
短文,té-bûn,25,té-bûn,te2bun5,te2bun5,tebun,tebun
短篇,té-phinn,25,té-phiⁿ,te2phinn1,te2phinn1,tephinn,tephinn
短語,té-gí,25,té-gí,te2gi2,te2gi2,tegi,tegi
短路,té-lōo,25,té-lō͘,te2loo7,te2loo7,teloo,teloo
短針,té-tsiam,25,té-chiam,te2tsiam1,te2chiam1,tetsiam,techiam
矮奴,é-lôo,25,é-lô͘,e2loo5,e2loo5,eloo,eloo
矮寇,é-khòo,25,é-khò͘,e2khoo3,e2khoo3,ekhoo,ekhoo
石墨,tsio̍h-ba̍k,25,chio̍h-ba̍k,tsioh8bak8,chioh8bak8,tsiohbak,chiohbak
石油,tsio̍h-iû,25,chio̍h-iû,tsioh8iu5,chioh8iu5,tsiohiu,chiohiu
石膏,tsio̍h-ko,25,chio̍h-ko,tsioh8ko1,chioh8ko1,tsiohko,chiohko
石英,tsio̍h-ing,25,chio̍h-eng,tsioh8ing1,chioh8eng1,tsiohing,chioheng
砂岩,sua-giâm,25,soa-giâm,sua1giam5,soa1giam5,suagiam,soagiam
砂岩,sua-gâm,25,soa-gâm,sua1gam5,soa1gam5,suagam,soagam
砂糖,sua-thn̂g,25,soa-thn̂g,sua1thng5,soa1thng5,suathng,soathng
砒素,phi-sòo,25,phi-sò͘,phi1soo3,phi1soo3,phisoo,phisoo
破題,phuà-tê,25,phòa-tê,phua3te5,phoa3te5,phuate,phoate
破題,phò-tê,25,phò-tê,pho3te5,pho3te5,phote,phote
硩印,teh-ìn,25,teh-ìn,teh4in3,teh4in3,tehin,tehin
