hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone
着,tio̍h,8871,tio̍h,tioh8,tioh8,tioh,tioh
蔘,sim,1279,sim,sim1,sim1,sim,sim
爲,uī,1138,ūi,ui7,ui7,ui,ui
着,to̍h,1132,to̍h,toh8,toh8,toh,toh
壙,khǹg,963,khǹg,khng3,khng3,khng,khng
正實,tsiann-si̍t,500,chiaⁿ-si̍t,tsiann1sit8,chiann1sit8,tsiannsit,chiannsit
侢,tsāi,350,chāi,tsai7,chai7,tsai,chai
卍,bān,293,bān,ban7,ban7,ban,ban
歳,suè,260,sòe,sue3,soe3,sue,soe
菓,ké,176,ké,ke2,ke2,ke,ke
罣,kuà,169,kòa,kua3,koa3,kua,koa
歳,hè,157,hè,he3,he3,he,he
鈎,kau,150,kau,kau1,kau1,kau,kau
叙,sū,102,sū,su7,su7,su,su
食,sū,102,sū,su7,su7,su,su
葵,khe,101,khe,khe1,khe1,khe,khe
艸,tsháu,100,chháu,tshau2,chhau2,tshau,chhau
閑,ân,100,ân,an5,an5,an,an
閒,ân,100,ân,an5,an5,an,an
肩,kuinn,55,kuiⁿ,kuinn1,kuinn1,kuinn,kuinn
間,kuinn,55,kuiⁿ,kuinn1,kuinn1,kuinn,kuinn
⺗,sim,50,sim,sim1,sim1,sim,sim
⺮,tik,50,tek,tik4,tek4,tik,tek
⺼,hi̍k,50,he̍k,hik8,hek8,hik,hek
⺼,jio̍k,50,jio̍k,jiok8,jiok8,jiok,jiok
⺼,lio̍k,50,lio̍k,liok8,liok8,liok,liok
⻍,thiok,50,thiok,thiok4,thiok4,thiok,thiok
⻍,tshiok,50,chhiok,tshiok4,chhiok4,tshiok,chhiok
⻏,ip,50,ip,ip4,ip4,ip,ip
じゃんけん,giāng,50,giāng,giang7,giang7,giang,giang
じゃん拳,giāng,50,giāng,giang7,giang7,giang,giang
パン,pháng,50,pháng,phang2,phang2,phang,phang
㖢,tsîr,50,chîr,tsir5,chir5,tsir,chir
㖢,tsû,50,chû,tsu5,chu5,tsu,chu
㝹,liô,50,liô,lio5,lio5,lio,lio
㞐,kir,50,kir,kir1,kir1,kir,kir
㠁,tsherm,50,chherm,tsherm1,chherm1,tsherm,chherm
㠁,tshim,50,chhim,tshim1,chhim1,tshim,chhim
㣺,sim,50,sim,sim1,sim1,sim,sim
㤉,gêr,50,gêr,ger5,ger5,ger,ger
㧎,khêe,50,khêe,khee5,khee5,khee,khee
㹑,sìr,50,sìr,sir3,sir3,sir,sir
㹑,sù,50,sù,su3,su3,su,su
䂜,pāng,50,pāng,pang7,pang7,pang,pang
䂜,pǎng,50,pǎng,pang6,pang6,pang,pang
䎣,sīr,50,sīr,sir7,sir7,sir,sir
䎣,sū,50,sū,su7,su7,su,su
䎣,sǐr,50,sǐr,sir6,sir6,sir,sir
䖳,thēe,50,thēe,thee7,thee7,thee,thee
䥑,be̍eh,50,be̍eh,beeh8,beeh8,beeh,beeh
䥑,be̍h,50,be̍h,beh8,beh8,beh,beh
䳄,tshir,50,chhir,tshir1,chhir1,tshir,chhir
䳄,tshu,50,chhu,tshu1,chhu1,tshu,chhu
䳄,tsir,50,chir,tsir1,chir1,tsir,chir
䳄,tsu,50,chu,tsu1,chu1,tsu,chu
一,tsi̍k,50,che̍k,tsik8,chek8,tsik,chek
七,tshik,50,chhek,tshik4,chhek4,tshik,chhek
丄,sióng,50,sióng,siong2,siong2,siong,siong
丄,siāng,50,siāng,siang7,siang7,siang,siang
丄,siōng,50,siōng,siong7,siong7,siong,siong
丄,siǒng,50,siǒng,siong6,siong6,siong,siong
丄,tshiōnn,50,chhiōⁿ,tshionn7,chhionn7,tshionn,chhionn
丄,tshiūnn,50,chhiūⁿ,tshiunn7,chhiunn7,tshiunn,chhiunn
丄,tshiǔnn,50,chhiǔⁿ,tshiunn6,chhiunn6,tshiunn,chhiunn
丄,tsiōnn,50,chiōⁿ,tsionn7,chionn7,tsionn,chionn
丄,tsiūnn,50,chiūⁿ,tsiunn7,chiunn7,tsiunn,chiunn
丄,tsiǔnn,50,chiǔⁿ,tsiunn6,chiunn6,tsiunn,chiunn
丅,hā,50,hā,ha7,ha7,ha,ha
丅,hē,50,hē,he7,he7,he,he
丅,hēe,50,hēe,hee7,hee7,hee,hee
丅,hě,50,hě,he6,he6,he,he
丅,hǎ,50,hǎ,ha6,ha6,ha,ha
丅,khē,50,khē,khe7,khe7,khe,khe
丅,khě,50,khě,khe6,khe6,khe,khe
丅,ē,50,ē,e7,e7,e,e
丅,ēe,50,ēe,ee7,ee7,ee,ee
丅,ě,50,ě,e6,e6,e,e
丈,tiǒng,50,tiǒng,tiong6,tiong6,tiong,tiong
丈,tňg,50,tňg,tng6,tng6,tng,tng
上,siǒng,50,siǒng,siong6,siong6,siong,siong
下,hēe,50,hēe,hee7,hee7,hee,hee
下,hě,50,hě,he6,he6,he,he
下,hǎ,50,hǎ,ha6,ha6,ha,ha
下,khě,50,khě,khe6,khe6,khe,khe
下,ēe,50,ēe,ee7,ee7,ee,ee
且,tshir,50,chhir,tshir1,chhir1,tshir,chhir
且,tshu,50,chhu,tshu1,chhu1,tshu,chhu
並,pǐng,50,pěng,ping6,peng6,ping,peng
丨,kún,50,kún,kun2,kun2,kun,kun
丶,tsú,50,chú,tsu2,chu2,tsu,chu
丷,pat,50,pat,pat4,pat4,pat,pat
丼,tsénn,50,chéⁿ,tsenn2,chenn2,tsenn,chenn
丼,tsínn,50,chíⁿ,tsinn2,chinn2,tsinn,chinn
丼,tám,50,tám,tam2,tam2,tam,tam
乁,î,50,î,i5,i5,i,i
乚,írn,50,írn,irn2,irn2,irn,irn
乚,ún,50,ún,un2,un2,un,un
也,iǎ,50,iǎ,ia6,ia6,ia,ia
也,ǎ,50,ǎ,a6,a6,a,a
乿,tǐ,50,tǐ,ti6,ti6,ti,ti
予,ír,50,ír,ir2,ir2,ir,ir
予,îr,50,îr,ir5,ir5,ir,ir
事,tsìr,50,chìr,tsir3,chir3,tsir,chir
事,tsù,50,chù,tsu3,chu3,tsu,chu
于,ir,50,ir,ir1,ir1,ir,ir
于,îr,50,îr,ir5,ir5,ir,ir
五,góo,50,gó͘,goo2,goo2,goo,goo
五,ngōo,50,ngō͘,ngoo7,ngoo7,ngoo,ngoo
亖,sìr,50,sìr,sir3,sir3,sir,sir
亖,sù,50,sù,su3,su3,su,su
亗,hè,50,hè,he3,he3,he,he
亗,hèr,50,hèr,her3,her3,her,her
亗,suè,50,sòe,sue3,soe3,sue,soe
亝,tsai,50,chai,tsai1,chai1,tsai,chai
亝,tserê,50,chêre,tsere5,chere5,tsere,chere
亝,tsir,50,chir,tsir1,chir1,tsir,chir
亝,tsu,50,chu,tsu1,chu1,tsu,chu
亝,tsuê,50,chôe,tsue5,choe5,tsue,choe
亝,tsê,50,chê,tse5,che5,tse,che
亠,thiô,50,thiô,thio5,thio5,thio,thio
亥,hǎi,50,hǎi,hai6,hai6,hai,hai
亻,jîn,50,jîn,jin5,jin5,jin,jin
亻,lîn,50,lîn,lin5,lin5,lin,lin
仄,tseeh,50,cheeh,tseeh4,cheeh4,tseeh,cheeh
仔,tsir,50,chir,tsir1,chir1,tsir,chir
仔,tsu,50,chu,tsu1,chu1,tsu,chu
仔,tsír,50,chír,tsir2,chir2,tsir,chir
仕,sīr,50,sīr,sir7,sir7,sir,sir
仕,sǐr,50,sǐr,sir6,sir6,sir,sir
仗,thiōng,50,thiōng,thiong7,thiong7,thiong,thiong
仗,thiǒng,50,thiǒng,thiong6,thiong6,thiong,thiong
仗,tiǒng,50,tiǒng,tiong6,tiong6,tiong,tiong
仟,tshainn,50,chhaiⁿ,tshainn1,chhainn1,tshainn,chhainn
仟,tshan,50,chhan,tshan1,chhan1,tshan,chhan
仟,tshirinn,50,chhiriⁿ,tshirinn1,chhirinn1,tshirinn,chhirinn
仟,tshuinn,50,chhuiⁿ,tshuinn1,chhuinn1,tshuinn,chhuinn
代,tēr,50,tēr,ter7,ter7,ter,ter
件,kiǎnn,50,kiǎⁿ,kiann6,kiann6,kiann,kiann
伃,îr,50,îr,ir5,ir5,ir,ir
伅,tūn,50,tūn,tun7,tun7,tun,tun
伅,tǔn,50,tǔn,tun6,tun6,tun,tun
伍,gōo,50,gō͘,goo7,goo7,goo,goo
伍,gǒo,50,gǒ͘,goo6,goo6,goo,goo
伎,kǐ,50,kǐ,ki6,ki6,ki,ki
伙,hér,50,hér,her2,her2,her,her
伢,gâ,50,gâ,ga5,ga5,ga,ga
伢,gê,50,gê,ge5,ge5,ge,ge
伫,tīr,50,tīr,tir7,tir7,tir,tir
伫,tū,50,tū,tu7,tu7,tu,tu
伫,tǐr,50,tǐr,tir6,tir6,tir,tir
伬,tshē,50,chhē,tshe7,chhe7,tshe,chhe
伬,tshě,50,chhě,tshe6,chhe6,tshe,chhe
伯,peeh,50,peeh,peeh4,peeh4,peeh,peeh
伴,phuǎn,50,phoǎn,phuan6,phoan6,phuan,phoan
伷,tiū,50,tiū,tiu7,tiu7,tiu,tiu
伷,tiǔ,50,tiǔ,tiu6,tiu6,tiu,tiu
伹,tshir,50,chhir,tshir1,chhir1,tshir,chhir
伹,tshu,50,chhu,tshu1,chhu1,tshu,chhu
伺,sìr,50,sìr,sir3,sir3,sir,sir
伺,sù,50,sù,su3,su3,su,su
伺,sīr,50,sīr,sir7,sir7,sir,sir
伻,phinn,50,phiⁿ,phinn1,phinn1,phinn,phinn
似,sīr,50,sīr,sir7,sir7,sir,sir
似,sǐr,50,sǐr,sir6,sir6,sir,sir
佀,sīr,50,sīr,sir7,sir7,sir,sir
佀,sǐr,50,sǐr,sir6,sir6,sir,sir
佃,tirīnn,50,tīriⁿ,tirinn7,tirinn7,tirinn,tirinn
佃,tuīnn,50,tūiⁿ,tuinn7,tuinn7,tuinn,tuinn
但,tǎn,50,tǎn,tan6,tan6,tan,tan
佇,tír,50,tír,tir2,tir2,tir,tir
佇,tú,50,tú,tu2,tu2,tu,tu
佉,khir,50,khir,khir1,khir1,khir,khir
佌,tshír,50,chhír,tshir2,chhir2,tshir,chhir
低,kēe,50,kēe,kee7,kee7,kee,kee
低,kě,50,kě,ke6,ke6,ke,ke
余,îr,50,îr,ir5,ir5,ir,ir
佢,kīr,50,kīr,kir7,kir7,kir,kir
佢,kǐr,50,kǐr,kir6,kir6,kir,kir
佩,pē,50,pē,pe7,pe7,pe,pe
佩,pēr,50,pēr,per7,per7,per,per
佳,kee,50,kee,kee1,kee1,kee,kee
佽,tshìr,50,chhìr,tshir3,chhir3,tshir,chhir
使,sìr,50,sìr,sir3,sir3,sir,sir
使,sír,50,sír,sir2,sir2,sir,sir
侍,sīr,50,sīr,sir7,sir7,sir,sir
供,kirínn,50,kíriⁿ,kirinn2,kirinn2,kirinn,kirinn
供,kuínn,50,kúiⁿ,kuinn2,kuinn2,kuinn,kuinn
供,káinn,50,káiⁿ,kainn2,kainn2,kainn,kainn
侞,jîr,50,jîr,jir5,jir5,jir,jir
侞,lîr,50,lîr,lir5,lir5,lir,lir
侞,lû,50,lû,lu5,lu5,lu,lu
侢,tsǎi,50,chǎi,tsai6,chai6,tsai,chai
侶,līr,50,līr,lir7,lir7,lir,lir
侶,lǐr,50,lǐr,lir6,lir6,lir,lir
俆,sir,50,sir,sir1,sir1,sir,sir
俆,su,50,su,su1,su1,su,su
俆,sîr,50,sîr,sir5,sir5,sir,sir
俔,hiān,50,hiān,hian7,hian7,hian,hian
俔,hiǎn,50,hiǎn,hian6,hian6,hian,hian
俔,kiàn,50,kiàn,kian3,kian3,kian,kian
俟,sīr,50,sīr,sir7,sir7,sir,sir
俟,sǐr,50,sǐr,sir6,sir6,sir,sir
俥,kir,50,kir,kir1,kir1,kir,kir
俬,sir,50,sir,sir1,sir1,sir,sir
俬,su,50,su,su1,su1,su,su
俴,tsiān,50,chiān,tsian7,chian7,tsian,chian
俴,tsiǎn,50,chiǎn,tsian6,chian6,tsian,chian
俽,herm,50,herm,herm1,herm1,herm,herm
倃,kiǔ,50,kiǔ,kiu6,kiu6,kiu,kiu
倍,puě,50,pǒe,pue6,poe6,pue,poe
倖,hǐng,50,hěng,hing6,heng6,hing,heng
倖,sǐng,50,sěng,sing6,seng6,sing,seng
倨,kìr,50,kìr,kir3,kir3,kir,kir
倪,gerê,50,gêre,gere5,gere5,gere,gere
倭,er,50,er,er1,er1,er,er
倱,hǔn,50,hǔn,hun6,hun6,hun,hun
倳,tsìr,50,chìr,tsir3,chir3,tsir,chir
倽,siáng,50,siáng,siang2,siang2,siang,siang
倽,siâng,50,siâng,siang5,siang5,siang,siang
假,kèe,50,kèe,kee3,kee3,kee,kee
假,kée,50,kée,kee2,kee2,kee,kee
偈,kì,50,kì,ki3,ki3,ki,ki
偈,kē,50,kē,ke7,ke7,ke,ke
偈,kī,50,kī,ki7,ki7,ki,ki
偌,luǎ,50,lǒa,lua6,loa6,lua,loa
偒,tōng,50,tōng,tong7,tong7,tong,tong
偒,tǒng,50,tǒng,tong6,tong6,tong,tong
偡,tām,50,tām,tam7,tam7,tam,tam
偡,tǎm,50,tǎm,tam6,tam6,tam,tam
偦,sir,50,sir,sir1,sir1,sir,sir
偦,su,50,su,su1,su1,su,su
偦,sír,50,sír,sir2,sir2,sir,sir
偦,sú,50,sú,su2,su2,su,su
偨,tshir,50,chhir,tshir1,chhir1,tshir,chhir
偨,tshu,50,chhu,tshu1,chhu1,tshu,chhu
偩,hǔ,50,hǔ,hu6,hu6,hu,hu
偫,tǐ,50,tǐ,ti6,ti6,ti,ti
偲,sir,50,sir,sir1,sir1,sir,sir
傂,tī,50,tī,ti7,ti7,ti,ti
傂,tǐ,50,tǐ,ti6,ti6,ti,ti
傐,hō,50,hō,ho7,ho7,ho,ho
傐,hǒ,50,hǒ,ho6,ho6,ho,ho
傢,kee,50,kee,kee1,kee1,kee,kee
債,tseh,50,cheh,tseh4,cheh4,tseh,cheh
債,tserh,50,cherh,tserh4,cherh4,tserh,cherh
債,tsèe,50,chèe,tsee3,chee3,tsee,chee
債,tsèr,50,chèr,tser3,cher3,tser,cher
僎,tsuǎn,50,choǎn,tsuan6,choan6,tsuan,choan
像,siǒng,50,siǒng,siong6,siong6,siong,siong
像,tshiǔnn,50,chhiǔⁿ,tshiunn6,chhiunn6,tshiunn,chhiunn
僐,siān,50,siān,sian7,sian7,sian,sian
僐,siǎn,50,siǎn,sian6,sian6,sian,sian
僩,hān,50,hān,han7,han7,han,han
僩,hǎn,50,hǎn,han6,han6,han,han
價,kèe,50,kèe,kee3,kee3,kee,kee
僿,sìr,50,sìr,sir3,sir3,sir,sir
僿,sù,50,sù,su3,su3,su,su
儂,lâng,50,lâng,lang5,lang5,lang,lang
儘,tsǐn,50,chǐn,tsin6,chin6,tsin,chin
儡,lér,50,lér,ler2,ler2,ler,ler
儢,līr,50,līr,lir7,lir7,lir,lir
儢,lǐr,50,lǐr,lir6,lir6,lir,lir
儩,sìr,50,sìr,sir3,sir3,sir,sir
儩,sù,50,sù,su3,su3,su,su
儲,thír,50,thír,thir2,thir2,thir,thir
儲,thîr,50,thîr,thir5,thir5,thir,thir
儲,thú,50,thú,thu2,thu2,thu,thu
儿,lîn,50,lîn,lin5,lin5,lin,lin
允,írn,50,írn,irn2,irn2,irn,irn
兆,tiǎu,50,tiǎu,tiau6,tiau6,tiau,tiau
兆,tiǒ,50,tiǒ,tio6,tio6,tio,tio
先,sirinn,50,siriⁿ,sirinn1,sirinn1,sirinn,sirinn
兕,sīr,50,sīr,sir7,sir7,sir,sir
兕,sǐr,50,sǐr,sir6,sir6,sir,sir
典,tirínn,50,tíriⁿ,tirinn2,tirinn2,tirinn,tirinn
典,tuínn,50,túiⁿ,tuinn2,tuinn2,tuinn,tuinn
冊,tsheeh,50,chheeh,tsheeh4,chheeh4,tsheeh,chheeh
冑,tiǔ,50,tiǔ,tiu6,tiu6,tiu,tiu
凥,kir,50,kir,kir1,kir1,kir,kir
刂,to,50,to,to1,to1,to,to
切,tshereh,50,chhereh,tshereh4,chhereh4,tshereh,chhereh
刞,tshìr,50,chhìr,tshir3,chhir3,tshir,chhir
刞,tshù,50,chhù,tshu3,chhu3,tshu,chhu
刷,seh,50,seh,seh4,seh4,seh,seh
刷,serh,50,serh,serh4,serh4,serh,serh
前,tsirînn,50,chîriⁿ,tsirinn5,chirinn5,tsirinn,chirinn
剚,tsìr,50,chìr,tsir3,chir3,tsir,chir
剺,le̍eh,50,le̍eh,leeh8,leeh8,leeh,leeh
剾,there,50,there,there1,there1,there,there
劃,ere̍h,50,e̍reh,ereh8,ereh8,ereh,ereh
加,kee,50,kee,kee1,kee1,kee,kee
劤,kìrn,50,kìrn,kirn3,kirn3,kirn,kirn
劤,kùn,50,kùn,kun3,kun3,kun,kun
努,lōo,50,lō͘,loo7,loo7,loo,loo
努,lǒo,50,lǒ͘,loo6,loo6,loo,loo
劯,tsir,50,chir,tsir1,chir1,tsir,chir
劯,tsu,50,chu,tsu1,chu1,tsu,chu
勏,piō,50,piō,pio7,pio7,pio,pio
勏,piǒ,50,piǒ,pio6,pio6,pio,pio
動,tǎng,50,tǎng,tang6,tang6,tang,tang
勥,kiōng,50,kiōng,kiong7,kiong7,kiong,kiong
勥,kiǒng,50,kiǒng,kiong6,kiong6,kiong,kiong
勭,tông,50,tông,tong5,tong5,tong,tong
勭,tōng,50,tōng,tong7,tong7,tong,tong
勭,tǒng,50,tǒng,tong6,tong6,tong,tong
勮,kīr,50,kīr,kir7,kir7,kir,kir
勮,kū,50,kū,ku7,ku7,ku,ku
勴,līr,50,līr,lir7,lir7,lir,lir
匷,kîr,50,kîr,kir5,kir5,kir,kir
匷,kû,50,kû,ku5,ku5,ku,ku
匸,hē,50,hē,he7,he7,he,he
匸,hě,50,hě,he6,he6,he,he
千,tshan,50,chhan,tshan1,chhan1,tshan,chhan
千,tshirinn,50,chhiriⁿ,tshirinn1,chhirinn1,tshirinn,chhirinn
午,ngió,50,ngió,ngio2,ngio2,ngio,ngio
即,tsit,50,chit,tsit4,chit4,tsit,chit
厚,hiǒ,50,hiǒ,hio6,hio6,hio,hio
厵,guân,50,goân,guan5,goan5,guan,goan
厶,sir,50,sir,sir1,sir1,sir,sir
厺,khìr,50,khìr,khir3,khir3,khir,khir
叉,tshee1,50,chhee,tshee1,chhee1,tshee,chhee
反,pirínn,50,píriⁿ,pirinn2,pirinn2,pirinn,pirinn
叒,lio̍k,50,lio̍k,liok8,liok8,liok,liok
叓,sīr,50,sīr,sir7,sir7,sir,sir
叓,sū,50,sū,su7,su7,su,su
受,siǔ,50,siǔ,siu6,siu6,siu,siu
叙,sīr,50,sīr,sir7,sir7,sir,sir
叙,sǐr,50,sǐr,sir6,sir6,sir,sir
古,kió,50,kió,kio2,kio2,kio,kio
史,sír,50,sír,sir2,sir2,sir,sir
司,sir,50,sir,sir1,sir1,sir,sir
吇,tsír,50,chír,tsir2,chir2,tsir,chir
吇,tsú,50,chú,tsu2,chu2,tsu,chu
后,hiǒ,50,hiǒ,hio6,hio6,hio,hio
吪,êr,50,êr,er5,er5,er,er
听,gírn,50,gírn,girn2,girn2,girn,girn
听,gún,50,gún,gun2,gun2,gun,gun
吮,sūn,50,sūn,sun7,sun7,sun,sun
吮,sǔn,50,sǔn,sun6,sun6,sun,sun
呂,līr,50,līr,lir7,lir7,lir,lir
呂,lǐr,50,lǐr,lir6,lir6,lir,lir
呃,erh,50,erh,erh4,erh4,erh,erh
呃,e̍rh,50,e̍rh,erh8,erh8,erh,erh
呃,irh,50,irh,irh4,irh4,irh,irh
呃,èr,50,èr,er3,er3,er,er
呰,tsír,50,chír,tsir2,chir2,tsir,chir
呲,tsîr,50,chîr,tsir5,chir5,tsir,chir
呲,tsû,50,chû,tsu5,chu5,tsu,chu
呼,kher,50,kher,kher1,kher1,kher,kher
呿,khir,50,khir,khir1,khir1,khir,khir
咀,tsīr,50,chīr,tsir7,chir7,tsir,chir
咀,tsū,50,chū,tsu7,chu7,tsu,chu
咀,tsǐr,50,chǐr,tsir6,chir6,tsir,chir
咊,hê,50,hê,he5,he5,he,he
咊,hêr,50,hêr,her5,her5,her,her
咊,hôo,50,hô͘,hoo5,hoo5,hoo,hoo
咊,hōo,50,hō͘,hoo7,hoo7,hoo,hoo
和,hêr,50,hêr,her5,her5,her,her
咎,kiǔ,50,kiǔ,kiu6,kiu6,kiu,kiu
咧,eh,50,eh,eh4,eh4,eh,eh
咧,lerh,50,lerh,lerh4,lerh4,lerh,lerh
咧,lirh,50,lirh,lirh4,lirh4,lirh,lirh
咧,terh,50,terh,terh4,terh4,terh,terh
咨,tsir,50,chir,tsir1,chir1,tsir,chir
哆,thēe,50,thēe,thee7,thee7,thee,thee
哯,hiǎn,50,hiǎn,hian6,hian6,hian,hian
哽,ke̍h,50,ke̍h,keh8,keh8,keh,keh
唄,pāi,50,pāi,pai7,pai7,pai,pai
唪,hōng,50,hōng,hong7,hong7,hong,hong
唪,hǒng,50,hǒng,hong6,hong6,hong,hong
唫,kīm,50,kīm,kim7,kim7,kim,kim
唫,kǐm,50,kǐm,kim6,kim6,kim,kim
唵,ám,50,ám,am2,am2,am,am
唹,ir,50,ir,ir1,ir1,ir,ir
唹,u,50,u,u1,u1,u,u
唼,sap,50,sap,sap4,sap4,sap,sap
啊,iah,50,iah,iah4,iah4,iah,iah
啖,tǎm,50,tǎm,tam6,tam6,tam,tam
啗,tǎm,50,tǎm,tam6,tam6,tam,tam
啙,tsír,50,chír,tsir2,chir2,tsir,chir
啙,tsú,50,chú,tsu2,chu2,tsu,chu
啜,tsheh,50,chheh,tsheh4,chheh4,tsheh,chheh
啜,tshereh,50,chhereh,tshereh4,chhereh4,tshereh,chhereh
啜,tsherh,50,chherh,tsherh4,chherh4,tsherh,chherh
啜,tshn̍gh,50,chhn̍gh,tshngh8,chhngh8,tshngh,chhngh
啜,tshueh,50,chhoeh,tshueh4,chhoeh4,tshueh,chhoeh
啞,ée,50,ée,ee2,ee2,ee,ee
啿,tām,50,tām,tam7,tam7,tam,tam
啿,tǎm,50,tǎm,tam6,tam6,tam,tam
善,siǎn,50,siǎn,sian6,sian6,sian,sian
喏,hiā,50,hiā,hia7,hia7,hia,hia
喏,hiǎ,50,hiǎ,hia6,hia6,hia,hia
喏,liá,50,liá,lia2,lia2,lia,lia
單,siǎn,50,siǎn,sian6,sian6,sian,sian
嗔,tshin,50,chhin,tshin1,chhin1,tshin,chhin
嗞,tsir,50,chir,tsir1,chir1,tsir,chir
嗞,tsu,50,chu,tsu1,chu1,tsu,chu
嗣,sīr,50,sīr,sir7,sir7,sir,sir
嗲,terh,50,terh,terh4,terh4,terh,terh
嗲,te̍rh,50,te̍rh,terh8,terh8,terh,terh
嘉,kee,50,kee,kee1,kee1,kee,kee
嘙,pô,50,pô,po5,po5,po,po
嘛,mǎ,50,mǎ,ma6,ma6,ma,ma
嘟,tu̍h,50,tu̍h,tuh8,tuh8,tuh,tuh
嘾,tām,50,tām,tam7,tam7,tam,tam
嘾,tǎm,50,tǎm,tam6,tam6,tam,tam
噉,tām,50,tām,tam7,tam7,tam,tam
噉,tǎm,50,tǎm,tam6,tam6,tam,tam
噓,hir,50,hir,hir1,hir1,hir,hir
噓,sir,50,sir,sir1,sir1,sir,sir
噓,sīr,50,sīr,sir7,sir7,sir,sir
嚩,po̍k,50,po̍k,pok8,pok8,pok,pok
嚽,tsheh,50,chheh,tsheh4,chheh4,tsheh,chheh
嚽,tshereh,50,chhereh,tshereh4,chhereh4,tshereh,chhereh
嚽,tsherh,50,chherh,tsherh4,chherh4,tsherh,chherh
嚽,tshueh,50,chhoeh,tshueh4,chhoeh4,tshueh,chhoeh
囮,bêr,50,bêr,ber5,ber5,ber,ber
圁,gîrn,50,gîrn,girn5,girn5,girn,girn
圁,gûn,50,gûn,gun5,gun5,gun,gun
圄,gír,50,gír,gir2,gir2,gir,gir
圉,gír,50,gír,gir2,gir2,gir,gir
圉,gīr,50,gīr,gir7,gir7,gir,gir
圉,gū,50,gū,gu7,gu7,gu,gu
土,thió,50,thió,thio2,thio2,thio,thio
圩,hir,50,hir,hir1,hir1,hir,hir
圩,hu,50,hu,hu1,hu1,hu,hu
圩,îr,50,îr,ir5,ir5,ir,ir
圩,û,50,û,u5,u5,u,u
圵,tōng,50,tōng,tong7,tong7,tong,tong
圵,tǒng,50,tǒng,tong6,tong6,tong,tong
圻,gîrn,50,gîrn,girn5,girn5,girn,girn
圻,gûn,50,gûn,gun5,gun5,gun,gun
坋,hūn,50,hūn,hun7,hun7,hun,hun
坋,hǔn,50,hǔn,hun6,hun6,hun,hun
坐,tsǒo,50,chǒ͘,tsoo6,choo6,tsoo,choo
坥,tshir,50,chhir,tshir1,chhir1,tshir,chhir
坥,tshu,50,chhu,tshu1,chhu1,tshu,chhu
坯,pher,50,pher,pher1,pher1,pher,pher
坾,tīr,50,tīr,tir7,tir7,tir,tir
坾,tū,50,tū,tu7,tu7,tu,tu
坾,tǐr,50,tǐr,tir6,tir6,tir,tir
垁,tī,50,tī,ti7,ti7,ti,ti
垁,tǐ,50,tǐ,ti6,ti6,ti,ti
垂,sêr,50,sêr,ser5,ser5,ser,ser
垎,keeh,50,keeh,keeh4,keeh4,keeh,keeh
垎,keh,50,keh,keh4,keh4,keh,keh
垐,tsîr,50,chîr,tsir5,chir5,tsir,chir
垐,tsû,50,chû,tsu5,chu5,tsu,chu
垕,hiō,50,hiō,hio7,hio7,hio,hio
垕,hiǒ,50,hiǒ,hio6,hio6,hio,hio
垗,tiǎu,50,tiǎu,tiau6,tiau6,tiau,tiau
垠,gîrn,50,gîrn,girn5,girn5,girn,girn
垷,hiǎn,50,hiǎn,hian6,hian6,hian,hian
垻,pè,50,pè,pe3,pe3,pe,pe
垻,pèr,50,pèr,per3,per3,per,per
垿,sīr,50,sīr,sir7,sir7,sir,sir
垿,sū,50,sū,su7,su7,su,su
垿,sǐr,50,sǐr,sir6,sir6,sir,sir
埍,hiān,50,hiān,hian7,hian7,hian,hian
埍,hiǎn,50,hiǎn,hian6,hian6,hian,hian
埤,pī,50,pī,pi7,pi7,pi,pi
埤,pǐ,50,pǐ,pi6,pi6,pi,pi
埭,tēr,50,tēr,ter7,ter7,ter,ter
埵,tóo,50,tó͘,too2,too2,too,too
培,piō,50,piō,pio7,pio7,pio,pio
培,piǒ,50,piǒ,pio6,pio6,pio,pio
培,pēr,50,pēr,per7,per7,per,per
培,pěr,50,pěr,per6,per6,per,per
基,kere,50,kere,kere1,kere1,kere,kere
基,kue,50,koe,kue1,koe1,kue,koe
堇,khîrn,50,khîrn,khirn5,khirn5,khirn,khirn
堇,khûn,50,khûn,khun5,khun5,khun,khun
堛,phe̍h,50,phe̍h,pheh8,pheh8,pheh,pheh
堛,phe̍rh,50,phe̍rh,pherh8,pherh8,pherh,pherh
堝,e,50,e,e1,e1,e,e
堝,er,50,er,er1,er1,er,er
堲,tsîr,50,chîr,tsir5,chir5,tsir,chir
堲,tsû,50,chû,tsu5,chu5,tsu,chu
塣,tīng,50,tēng,ting7,teng7,ting,teng
塣,tǐng,50,těng,ting6,teng6,ting,teng
墐,khîrn,50,khîrn,khirn5,khirn5,khirn,khirn
墐,khûn,50,khûn,khun5,khun5,khun,khun
墓,biō,50,biō,bio7,bio7,bio,bio
墜,sē,50,sē,se7,se7,se,se
墜,sēr,50,sēr,ser7,ser7,ser,ser
墟,hir,50,hir,hir1,hir1,hir,hir
墠,siǎn,50,siǎn,sian6,sian6,sian,sian
墡,siān,50,siān,sian7,sian7,sian,sian
墡,siǎn,50,siǎn,sian6,sian6,sian,sian
墮,tōo,50,tō͘,too7,too7,too,too
墮,tǒo,50,tǒ͘,too6,too6,too,too
墯,tōo,50,tō͘,too7,too7,too,too
