tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,itaigi
hong-siōng,風象,25,hong-siōng,hongsiong7,hongsiong7,hongsiong,hongsiong,hs,hs,True
thai-hong,颱風,25,thai-hong,thaihong,thaihong,thaihong,thaihong,th,th,True
phiau-phiat,飄撇,25,phiau-phiat,phiauphiat,phiauphiat,phiauphiat,phiauphiat,pp,pp,True
phiau-liông,飆龍,25,phiau-liông,phiauliong5,phiauliong5,phiauliong,phiauliong,pl,pl,True
hui-kuann,飛官,25,hui-koaⁿ,huikuann,huikoann,huikuann,huikoann,hk,hk,True
hui-puânn,飛盤,25,hui-pôaⁿ,huipuann5,huipoann5,huipuann,huipoann,hp,hp,True
pue-puânn,飛盤,25,poe-pôaⁿ,puepuann5,poepoann5,puepuann,poepoann,pp,pp,True
pue-tsuâ,飛蛇,25,poe-chôa,puetsua5,poechoa5,puetsua,poechoa,pt,pc,True
hui-lûn,飛輪,25,hui-lûn,huilun5,huilun5,huilun,huilun,hl,hl,True
tsia̍h-lâng,食人,25,chia̍h-lâng,tsiah8lang5,chiah8lang5,tsiahlang,chiahlang,tl,cl,True
tsia̍h-thau,食偷,25,chia̍h-thau,tsiah8thau,chiah8thau,tsiahthau,chiahthau,tt,ct,True
si̍t-tn̂g,食堂,25,si̍t-tn̂g,sit8tng5,sit8tng5,sittng,sittng,st,st,True
tsia̍h-thôo,食塗,25,chia̍h-thô͘,tsiah8thoo5,chiah8thoo5,tsiahthoo,chiahthoo,tt,ct,True
tsia̍h-sái,食屎,25,chia̍h-sái,tsiah8sai2,chiah8sai2,tsiahsai,chiahsai,ts,cs,True
tsia̍h-tshī,食市,25,chia̍h-chhī,tsiah8tshi7,chiah8chhi7,tsiahtshi,chiahchhi,tt,cc,True
tsia̍h-tàu,食晝,25,chia̍h-tàu,tsiah8tau3,chiah8tau3,tsiahtau,chiahtau,tt,ct,True
tsia̍h-to̍k,食毒,25,chia̍h-to̍k,tsiah8tok8,chiah8tok8,tsiahtok,chiahtok,tt,ct,True
tsia̍h-liâng,食涼,25,chia̍h-liâng,tsiah8liang5,chiah8liang5,tsiahliang,chiahliang,tl,cl,True
tsia̍h-lôo,食爐,25,chia̍h-lô͘,tsiah8loo5,chiah8loo5,tsiahloo,chiahloo,tl,cl,True
tsia̍h-ba̍k,食目,25,chia̍h-ba̍k,tsiah8bak8,chiah8bak8,tsiahbak,chiahbak,tb,cb,True
tsia̍h-tshīng,食穿,25,chia̍h-chhēng,tsiah8tshing7,chiah8chheng7,tsiahtshing,chiahchheng,tt,cc,True
tsia̍h-kué,食粿,25,chia̍h-kóe,tsiah8kue2,chiah8koe2,tsiahkue,chiahkoe,tk,ck,True
tsia̍h-hun,食薰,25,chia̍h-hun,tsiah8hun,chiah8hun,tsiahhun,chiahhun,th,ch,True
tsia̍h-io̍h,食藥,25,chia̍h-io̍h,tsiah8ioh8,chiah8ioh8,tsiahioh,chiahioh,ti,ci,True
tsia̍h-tiān,食電,25,chia̍h-tiān,tsiah8tian7,chiah8tian7,tsiahtian,chiahtian,tt,ct,True
tsia̍h-hong,食風,25,chia̍h-hong,tsiah8hong,chiah8hong,tsiahhong,chiahhong,th,ch,True
tsia̍h-pn̄g,食飯,25,chia̍h-pn̄g,tsiah8png7,chiah8png7,tsiahpng,chiahpng,tp,cp,True
tsia̍h-kinn,食鹼,25,chia̍h-kiⁿ,tsiah8kinn,chiah8kinn,tsiahkinn,chiahkinn,tk,ck,True
tsia̍h-mī,食麵,25,chia̍h-mī,tsiah8mi7,chiah8mi7,tsiahmi,chiahmi,tm,cm,True
pn̄g-ta,飯焦,25,pn̄g-ta,png7ta,png7ta,pngta,pngta,pt,pt,True
pn̄g-tsian,飯煎,25,pn̄g-chian,png7tsian,png7chian,pngtsian,pngchian,pt,pc,True
tshī-tsuí,飼水,25,chhī-chúi,tshi7tsui2,chhi7chui2,tshitsui,chhichui,tt,cc,True
tshī-tshìng,飼銃,25,chhī-chhèng,tshi7tshing3,chhi7chheng3,tshitshing,chhichheng,tt,cc,True
pá-înn,飽圓,25,pá-îⁿ,pa2inn5,pa2inn5,painn,painn,pi,pi,True
pá-lâu,飽流,25,pá-lâu,pa2lau5,pa2lau5,palau,palau,pl,pl,True
piánn-tshuì,餅碎,25,piáⁿ-chhùi,piann2tshui3,piann2chhui3,pianntshui,piannchhui,pt,pc,True
piánn-hu,餅麩,25,piáⁿ-hu,piann2hu,piann2hu,piannhu,piannhu,ph,ph,True
piánn-kauh,餅𩛩,25,piáⁿ-kauh,piann2kauh,piann2kauh,piannkauh,piannkauh,pk,pk,True
û-iâu,餘姚,25,û-iâu,u5iau5,u5iau5,uiau,uiau,ui,ui,True
î-un,餘溫,25,î-un,i5un,i5un,iun,iun,iu,iu,True
û-un,餘溫,25,û-un,u5un,u5un,uun,uun,uu,uu,True
î-tsiòng,餘眾,25,î-chiòng,i5tsiong3,i5chiong3,itsiong,ichiong,it,ic,True
û-tsiòng,餘眾,25,û-chiòng,u5tsiong3,u5chiong3,utsiong,uchiong,ut,uc,True
kuán-tsàn,館棧,25,koán-chàn,kuan2tsan3,koan2chan3,kuantsan,koanchan,kt,kc,True
tho-thiat,饕餮,25,tho-thiat,thothiat,thothiat,thothiat,thothiat,tt,tt,True
sâi-tshuì,饞喙,25,sâi-chhùi,sai5tshui3,sai5chhui3,saitshui,saichhui,st,sc,True
sâi-tsia̍h,饞食,25,sâi-chia̍h,sai5tsiah8,sai5chiah8,saitsiah,saichiah,st,sc,True
siú-ní,首爾,25,siú-ní,siu2ni2,siu2ni2,siuni,siuni,sn,sn,True
hionn-hué,香火,25,hioⁿ-hóe,hionnhue2,hionnhoe2,hionnhue,hionnhoe,hh,hh,True
hionn-hé,香火,25,hioⁿ-hé,hionnhe2,hionnhe2,hionnhe,hionnhe,hh,hh,True
bé-nn̄g,馬卵,25,bé-nn̄g,be2nng7,be2nng7,benng,benng,bn,bn,True
má-bué,馬尾,25,má-bóe,ma2bue2,ma2boe2,mabue,maboe,mb,mb,True
bé-tsháu,馬草,25,bé-chháu,be2tshau2,be2chhau2,betshau,bechhau,bt,bc,True
má-sài,馬賽,25,má-sài,ma2sai3,ma2sai3,masai,masai,ms,ms,True
pok-jī,駁二,25,pok-jī,pokji7,pokji7,pokji,pokji,pj,pj,True
poh-tshuì,駁喙,25,poh-chhùi,pohtshui3,pohchhui3,pohtshui,pohchhui,pt,pc,True
poh-huānn,駁岸,25,poh-hōaⁿ,pohhuann7,pohhoann7,pohhuann,pohhoann,ph,ph,True
poh-khàm,駁崁,25,poh-khàm,pohkham3,pohkham3,pohkham,pohkham,pk,pk,True
tū-tsuí,駐水,25,tū-chúi,tu7tsui2,tu7chui2,tutsui,tuchui,tt,tc,True
tū-iâm,駐鹽,25,tū-iâm,tu7iam5,tu7iam5,tuiam,tuiam,ti,ti,True
gâi-tsînn,騃錢,25,gâi-chîⁿ,gai5tsinn5,gai5chinn5,gaitsinn,gaichinn,gt,gc,True
khiâ-íng,騎湧,25,khiâ-éng,khia5ing2,khia5eng2,khiaing,khiaeng,ki,ke,True
phiàn-tshuì,騙喙,25,phiàn-chhùi,phian3tshui3,phian3chhui3,phiantshui,phianchhui,pt,pc,True
phiàn-tsia̍h,騙食,25,phiàn-chia̍h,phian3tsiah8,phian3chiah8,phiantsiah,phianchiah,pt,pc,True
so-jiáu,騷擾,25,so-jiáu,sojiau2,sojiau2,sojiau,sojiau,sj,sj,True
khu-sài,驅使,25,khu-sài,khusai3,khusai3,khusai,khusai,ks,ks,True
khu-tio̍k,驅逐,25,khu-tio̍k,khutiok8,khutiok8,khutiok,khutiok,kt,kt,True
kiau-thâu,驕頭,25,kiau-thâu,kiauthau5,kiauthau5,kiauthau,kiauthau,kt,kt,True
kiann-sè,驚世,25,kiaⁿ-sè,kiannse3,kiannse3,kiannse,kiannse,ks,ks,True
kiann-lâng,驚人,25,kiaⁿ-lâng,kiannlang5,kiannlang5,kiannlang,kiannlang,kl,kl,True
king-hí,驚喜,25,keng-hí,kinghi2,kenghi2,kinghi,kenghi,kh,kh,True
kiann-hiânn,驚惶,25,kiaⁿ-hiâⁿ,kiannhiann5,kiannhiann5,kiannhiann,kiannhiann,kh,kh,True
kiann-tshuah,驚掣,25,kiaⁿ-chhoah,kianntshuah,kiannchhoah,kianntshuah,kiannchhoah,kt,kc,True
kiann-kiann,驚驚,25,kiaⁿ-kiaⁿ,kiannkiann,kiannkiann,kiannkiann,kiannkiann,kk,kk,True
ia̍h-thâu,驛頭,25,ia̍h-thâu,iah8thau5,iah8thau5,iahthau,iahthau,it,it,True
kut-tshì,骨刺,25,kut-chhì,kuttshi3,kutchhi3,kuttshi,kutchhi,kt,kc,True
kut-la̍t,骨力,25,kut-la̍t,kutlat8,kutlat8,kutlat,kutlat,kl,kl,True
kut-puânn,骨盤,25,kut-pôaⁿ,kutpuann5,kutpoann5,kutpuann,kutpoann,kp,kp,True
kut-hâi,骨骸,25,kut-hâi,kuthai5,kuthai5,kuthai,kuthai,kh,kh,True
kái-pinn,骱邊,25,kái-piⁿ,kai2pinn,kai2pinn,kaipinn,kaipinn,kp,kp,True
thé-sut,體恤,25,thé-sut,the2sut,the2sut,thesut,thesut,ts,ts,True
thé-jīn,體認,25,thé-jīn,the2jin7,the2jin7,thejin,thejin,tj,tj,True
ko-khám,高坎,25,ko-khám,kokham2,kokham2,kokham,kokham,kk,kk,True
ko-kiā,高崎,25,ko-kiā,kokia7,kokia7,kokia,kokia,kk,kk,True
ko-bîng,高明,25,ko-bêng,kobing5,kobeng5,kobing,kobeng,kb,kb,True
ko-kun,高根,25,ko-kun,kokun,kokun,kokun,kokun,kk,kk,True
ko-tshiū,高樹,25,ko-chhiū,kotshiu7,kochhiu7,kotshiu,kochhiu,kt,kc,True
ko-tíng,高等,25,ko-téng,koting2,koteng2,koting,koteng,kt,kt,True
ko-hiông,高雄,25,ko-hiông,kohiong5,kohiong5,kohiong,kohiong,kh,kh,True
khun-mn̂g,髡毛,25,khun-mn̂g,khunmng5,khunmng5,khunmng,khunmng,km,km,True
khun-moo,髡毛,25,khun-mo͘,khunmoo,khunmoo,khunmoo,khunmoo,km,km,True
khun-huat,髡髮,25,khun-hoat,khunhuat,khunhoat,khunhuat,khunhoat,kh,kh,True
huat-tsing,髮僧,25,hoat-cheng,huattsing,hoatcheng,huattsing,hoatcheng,ht,hc,True
sang-piánn,鬆餅,25,sang-piáⁿ,sangpiann2,sangpiann2,sangpiann,sangpiann,sp,sp,True
hôo-tshiu,鬍鬚,25,hô͘-chhiu,hoo5tshiu,hoo5chhiu,hootshiu,hoochhiu,ht,hc,True
tàu-tôo,鬥圖,25,tàu-tô͘,tau3too5,tau3too5,tautoo,tautoo,tt,tt,True
tiàu-tah,鬥搭,25,tiàu-tah,tiau3tah,tiau3tah,tiautah,tiautah,tt,tt,True
tàu-tah,鬥搭,25,tàu-tah,tau3tah,tau3tah,tautah,tautah,tt,tt,True
ut-káu,鬱口,25,ut-káu,utkau2,utkau2,utkau,utkau,uk,uk,True
ut-tsu̍t,鬱悴,25,ut-chu̍t,uttsut8,utchut8,uttsut,utchut,ut,uc,True
ut-khiau,鬱曲,25,ut-khiau,utkhiau,utkhiau,utkhiau,utkhiau,uk,uk,True
ut-tiâu,鬱牢,25,ut-tiâu,uttiau5,uttiau5,uttiau,uttiau,ut,ut,True
ut-tsìng,鬱症,25,ut-chèng,uttsing3,utcheng3,uttsing,utcheng,ut,uc,True
kuí-tshuì,鬼喙,25,kúi-chhùi,kui2tshui3,kui2chhui3,kuitshui,kuichhui,kt,kc,True
kuí-tshe,鬼差,25,kúi-chhe,kui2tshe,kui2chhe,kuitshe,kuichhe,kt,kc,True
kuí-gue̍h,鬼月,25,kúi-goe̍h,kui2gueh8,kui2goeh8,kuigueh,kuigoeh,kg,kg,True
kuí-phìnn,鬼片,25,kúi-phìⁿ,kui2phinn3,kui2phinn3,kuiphinn,kuiphinn,kp,kp,True
kuí-ông,鬼王,25,kúi-ông,kui2ong5,kui2ong5,kuiong,kuiong,ko,ko,True
mǹg-sngh,魍魎,25,mǹg-sngh,mng3sngh,mng3sngh,mngsngh,mngsngh,ms,ms,True
mǹg-sǹg,魍魎,25,mǹg-sǹg,mng3sng3,mng3sng3,mngsng,mngsng,ms,ms,True
guī-hong,魏風,25,gūi-hong,gui7hong,gui7hong,guihong,guihong,gh,gh,True
lî-mūi,魑魅,25,lî-mūi,li5mui7,li5mui7,limui,limui,lm,lm,True
môo-lú,魔女,25,mô͘-lú,moo5lu2,moo5lu2,moolu,moolu,ml,ml,True
môo-ông,魔王,25,mô͘-ông,moo5ong5,moo5ong5,mooong,mooong,mo,mo,True
môo-kiànn,魔鏡,25,mô͘-kiàⁿ,moo5kiann3,moo5kiann3,mookiann,mookiann,mk,mk,True
môo-kuí,魔鬼,25,mô͘-kúi,moo5kui2,moo5kui2,mookui,mookui,mk,mk,True
hî-niá,魚嶺,25,hî-niá,hi5nia2,hi5nia2,hinia,hinia,hn,hn,True
hî-ia̍t,魚擛,25,hî-ia̍t,hi5iat8,hi5iat8,hiiat,hiiat,hi,hi,True
hî-kue̍h,魚橛,25,hî-koe̍h,hi5kueh8,hi5koeh8,hikueh,hikoeh,hk,hk,True
hî-káu,魚狗,25,hî-káu,hi5kau2,hi5kau2,hikau,hikau,hk,hk,True
hî-kué,魚粿,25,hî-kóe,hi5kue2,hi5koe2,hikue,hikoe,hk,hk,True
hî-tsìnn,魚糋,25,hî-chìⁿ,hi5tsinn3,hi5chinn3,hitsinn,hichinn,ht,hc,True
hî-póo,魚脯,25,hî-pó͘,hi5poo2,hi5poo2,hipoo,hipoo,hp,hp,True
hû-póo,魚脯,25,hû-pó͘,hu5poo2,hu5poo2,hupoo,hupoo,hp,hp,True
hî-lám,魚腩,25,hî-lám,hi5lam2,hi5lam2,hilam,hilam,hl,hl,True
hû-lám,魚腩,25,hû-lám,hu5lam2,hu5lam2,hulam,hulam,hl,hl,True
hî-kak,魚角,25,hî-kak,hi5kak,hi5kak,hikak,hikak,hk,hk,True
lóo-sian,魯仙,25,ló͘-sian,loo2sian,loo2sian,loosian,loosian,ls,ls,True
lóo-tsuâ,魯蛇,25,ló͘-chôa,loo2tsua5,loo2choa5,lootsua,loochoa,lt,lc,True
lóo-sô,魯趖,25,ló͘-sô,loo2so5,loo2so5,looso,looso,ls,ls,True
lóo-kha,魯跤,25,ló͘-kha,loo2kha,loo2kha,lookha,lookha,lk,lk,True
koo-tai,鮕鮘,25,ko͘-tai,kootai,kootai,kootai,kootai,kt,kt,True
lí-siânn,鯉城,25,lí-siâⁿ,li2siann5,li2siann5,lisiann,lisiann,ls,ls,True
tshun-hî,鰆魚,25,chhun-hî,tshunhi5,chhunhi5,tshunhi,chhunhi,th,ch,True
thuah-se,鰨紗,25,thoah-se,thuahse,thoahse,thuahse,thoahse,ts,ts,True
pih-kang,鱉公,25,pih-kang,pihkang,pihkang,pihkang,pihkang,pk,pk,True
pih-bú,鱉母,25,pih-bú,pihbu2,pihbu2,pihbu,pihbu,pb,pb,True
hāu-sia̍h,鱟杓,25,hāu-sia̍h,hau7siah8,hau7siah8,hausiah,hausiah,hs,hs,True
hǎu-hǐa,鱟桸,25,hǎu-hiǎ,hau6hia6,hau6hia6,hauhia,hauhia,hh,hh,True
hāu-liú,鱟鈕,25,hāu-liú,hau7liu2,hau7liu2,hauliu,hauliu,hl,hl,True
lē-hî,鱧魚,25,lē-hî,le7hi5,le7hi5,lehi,lehi,lh,lh,True
go̍k-bé,鱷馬,25,go̍k-bé,gok8be2,gok8be2,gokbe,gokbe,gb,gb,True
kho̍k-hî,鱷魚,25,kho̍k-hî,khok8hi5,khok8hi5,khokhi,khokhi,kh,kh,True
kho̍k-hû,鱷魚,25,kho̍k-hû,khok8hu5,khok8hu5,khokhu,khokhu,kh,kh,True
tsiáu-á,鳥仔,25,chiáu-á,tsiau2a2,chiau2a2,tsiaua,chiaua,ta,ca,True
tsiáu-kak,鳥鵤,25,chiáu-kak,tsiau2kak,chiau2kak,tsiaukak,chiaukak,tk,ck,True
hōng-gán,鳳眼,25,hōng-gán,hong7gan2,hong7gan2,honggan,honggan,hg,hg,True
hōng-lê,鳳螺,25,hōng-lê,hong7le5,hong7le5,hongle,hongle,hl,hl,True
hōng-bîng,鳳鳴,25,hōng-bêng,hong7bing5,hong7beng5,hongbing,hongbeng,hb,hb,True
koo-n̂g,鴣黃,25,ko͘-n̂g,koong5,koong5,koong,koong,kn,kn,True
ah-kha,鴨跤,25,ah-kha,ahkha,ahkha,ahkha,ahkha,ak,ak,True
ah-hîng,鴨雄,25,ah-hêng,ahhing5,ahheng5,ahhing,ahheng,ah,ah,True
ah-pà,鴨霸,25,ah-pà,ahpa3,ahpa3,ahpa,ahpa,ap,ap,True
ah-kak,鴨鵤,25,ah-kak,ahkak,ahkak,ahkak,ahkak,ak,ak,True
ka-līng,鵁鴒,25,ka-lēng,kaling7,kaleng7,kaling,kaleng,kl,kl,True
ka-lǐng,鵁鴒,25,ka-lěng,kaling6,kaleng6,kaling,kaleng,kl,kl,True
giâ-nn̄g,鵝卵,25,giâ-nn̄g,gia5nng7,gia5nng7,gianng,gianng,gn,gn,True
gô-nn̄g,鵝卵,25,gô-nn̄g,go5nng7,go5nng7,gonng,gonng,gn,gn,True
giâ-bah,鵝肉,25,giâ-bah,gia5bah,gia5bah,giabah,giabah,gb,gb,True
gô-bah,鵝肉,25,gô-bah,go5bah,go5bah,gobah,gobah,gb,gb,True
an-thûn,鵪鶉,25,an-thûn,anthun5,anthun5,anthun,anthun,at,at,True
lāi-hio̍h,鶆鴞,25,lāi-hio̍h,lai7hioh8,lai7hioh8,laihioh,laihioh,lh,lh,True
ho̍h-hn̂g,鶴園,25,ho̍h-hn̂g,hoh8hng5,hoh8hng5,hohhng,hohhng,hh,hh,True
lōo-tsiu,鷺洲,25,lō͘-chiu,loo7tsiu,loo7chiu,lootsiu,loochiu,lt,lc,True
ing-bú,鸚鵡,25,eng-bú,ingbu2,engbu2,ingbu,engbu,ib,eb,True
kiâm-tsuí,鹹水,25,kiâm-chúi,kiam5tsui2,kiam5chui2,kiamtsui,kiamchui,kt,kc,True
kiâm-tsháu,鹹草,25,kiâm-chháu,kiam5tshau2,kiam5chhau2,kiamtshau,kiamchhau,kt,kc,True
kiâm-tsuí,鹽水,25,kiâm-chúi,kiam5tsui2,kiam5chui2,kiamtsui,kiamchui,kt,kc,True
iâm-sòo,鹽素,25,iâm-sò͘,iam5soo3,iam5soo3,iamsoo,iamsoo,is,is,True
lo̍k-siânn,鹿城,25,lo̍k-siâⁿ,lok8siann5,lok8siann5,loksiann,loksiann,ls,ls,True
lo̍k-liâu,鹿寮,25,lo̍k-liâu,lok8liau5,lok8liau5,lokliau,lokliau,ll,ll,True
lo̍k-buán,鹿滿,25,lo̍k-boán,lok8buan2,lok8boan2,lokbuan,lokboan,lb,lb,True
lo̍k-tsháu,鹿草,25,lo̍k-chháu,lok8tshau2,lok8chhau2,loktshau,lokchhau,lt,lc,True
lo̍k-kíng,鹿頸,25,lo̍k-kéng,lok8king2,lok8keng2,lokking,lokkeng,lk,lk,True
bî-lo̍k,麋鹿,25,bî-lo̍k,bi5lok8,bi5lok8,bilok,bilok,bl,bl,True
lē-tsúi,麗水,25,lē-chúi,le7tsui2,le7chui2,letsui,lechui,lt,lc,True
be̍h-liâu,麥寮,25,be̍h-liâu,beh8liau5,beh8liau5,behliau,behliau,bl,bl,True
be̍h-tshân,麥田,25,be̍h-chhân,beh8tshan5,beh8chhan5,behtshan,behchhan,bt,bc,True
be̍h-gê,麥芽,25,be̍h-gê,beh8ge5,beh8ge5,behge,behge,bg,bg,True
pháng-gia̍p,麭業,25,pháng-gia̍p,phang2giap8,phang2giap8,phanggiap,phanggiap,pg,pg,True
pháng-kiû,麭球,25,pháng-kiû,phang2kiu5,phang2kiu5,phangkiu,phangkiu,pk,pk,True
pháng-kauh,麭𩛩,25,pháng-kauh,phang2kauh,phang2kauh,phangkauh,phangkauh,pk,pk,True
mī-tshè,麵粞,25,mī-chhè,mi7tshe3,mi7chhe3,mitshe,michhe,mt,mc,True
mī-kué,麵粿,25,mī-kóe,mi7kue2,mi7koe2,mikue,mikoe,mk,mk,True
mī-ké,麵粿,25,mī-ké,mi7ke2,mi7ke2,mike,mike,mk,mk,True
mī-kér,麵粿,25,mī-kér,mi7ker2,mi7ker2,miker,miker,mk,mk,True
mī-i,麵衣,25,mī-i,mi7i,mi7i,mii,mii,mi,mi,True
mī-sann,麵衫,25,mī-saⁿ,mi7sann,mi7sann,misann,misann,ms,ms,True
mī-thi,麵麶,25,mī-thi,mi7thi,mi7thi,mithi,mithi,mt,mt,True
muâ-á,麻仔,25,môa-á,mua5a2,moa5a2,muaa,moaa,ma,ma,True
má-tsih,麻吉,25,má-chih,ma2tsih,ma2chih,matsih,machih,mt,mc,True
muâ-kôo,麻糊,25,môa-kô͘,mua5koo5,moa5koo5,muakoo,moakoo,mk,mk,True
muâ-ínn,麻芛,25,môa-íⁿ,mua5inn2,moa5inn2,muainn,moainn,mi,mi,True
bâ-lua̍h,麻辣,25,bâ-loa̍h,ba5luah8,ba5loah8,baluah,baloah,bl,bl,True
hông-giâm,黃岩,25,hông-giâm,hong5giam5,hong5giam5,honggiam,honggiam,hg,hg,True
n̂g-tè,黃帝,25,n̂g-tè,ng5te3,ng5te3,ngte,ngte,nt,nt,True
n̂g-tsia̍p,黃捷,25,n̂g-chia̍p,ng5tsiap8,ng5chiap8,ngtsiap,ngchiap,nt,nc,True
n̂g-thán,黃疸,25,n̂g-thán,ng5than2,ng5than2,ngthan,ngthan,nt,nt,True
n̂g-si,黃絲,25,n̂g-si,ng5si,ng5si,ngsi,ngsi,ns,ns,True
uînn-si,黃絲,25,ûiⁿ-si,uinn5si,uinn5si,uinnsi,uinnsi,us,us,True
n̂g-sng,黃酸,25,n̂g-sng,ng5sng,ng5sng,ngsng,ngsng,ns,ns,True
hông-lê,黃鸝,25,hông-lê,hong5le5,hong5le5,hongle,hongle,hl,hl,True
n̂g-tiám,黃點,25,n̂g-tiám,ng5tiam2,ng5tiam2,ngtiam,ngtiam,nt,nt,True
liâm-ka,黏膠,25,liâm-ka,liam5ka,liam5ka,liamka,liamka,lk,lk,True
liâm-tāu,黏豆,25,liâm-tāu,liam5tau7,liam5tau7,liamtau,liamtau,lt,lt,True
hik-tōng,黑洞,25,hek-tōng,hiktong7,hektong7,hiktong,hektong,ht,ht,True
hik-pi̍k,黑白,25,hek-pe̍k,hikpik8,hekpek8,hikpik,hekpek,hp,hp,True
oo-lián,黑輪,25,o͘-lián,oolian2,oolian2,oolian,oolian,ol,ol,True
bi̍k-ai,默哀,25,be̍k-ai,bik8ai,bek8ai,bikai,bekai,ba,ba,True
thuh-bûn,黜文,25,thuh-bûn,thuhbun5,thuhbun5,thuhbun,thuhbun,tb,tb,True
thuh-kiû,黜球,25,thuh-kiû,thuhkiu5,thuhkiu5,thuhkiu,thuhkiu,tk,tk,True
thuh-tshàu,黜臭,25,thuh-chhàu,thuhtshau3,thuhchhau3,thuhtshau,thuhchhau,tt,tc,True
thuh-ô,黜蚵,25,thuh-ô,thuho5,thuho5,thuho,thuho,to,to,True
tiám-tuh,點拄,25,tiám-tuh,tiam2tuh,tiam2tuh,tiamtuh,tiamtuh,tt,tt,True
tiám-phuat,點撇,25,tiám-phoat,tiam2phuat,tiam2phoat,tiamphuat,tiamphoat,tp,tp,True
tiám-lù,點攄,25,tiám-lù,tiam2lu3,tiam2lu3,tiamlu,tiamlu,tl,tl,True
tóng-ú,黨羽,25,tóng-ú,tong2u2,tong2u2,tongu,tongu,tu,tu,True
ba̋i-khín,黴菌,25,băi-khín,baikhin2,bai9khin2,baikhin,baikhin,bk,bk,True
tiánn-phok,鼎phok,25,tiáⁿ-phok,tiann2phok,tiann2phok,tiannphok,tiannphok,tp,tp,True
tiánn-tshíng,鼎筅,25,tiáⁿ-chhéng,tiann2tshing2,tiann2chheng2,tianntshing,tiannchheng,tt,tc,True
kóo-tîng,鼓亭,25,kó͘-têng,koo2ting5,koo2teng5,kooting,kooteng,kt,kt,True
kóo-san,鼓山,25,kó͘-san,koo2san,koo2san,koosan,koosan,ks,ks,True
kóo-suann,鼓山,25,kó͘-soaⁿ,koo2suann,koo2soann,koosuann,koosoann,ks,ks,True
kóo-lâu,鼓樓,25,kó͘-lâu,koo2lau5,koo2lau5,koolau,koolau,kl,kl,True
kóo-tshiûnn,鼓牆,25,kó͘-chhiûⁿ,koo2tshiunn5,koo2chhiunn5,kootshiunn,koochhiunn,kt,kc,True
kóo-hong,鼓風,25,kó͘-hong,koo2hong,koo2hong,koohong,koohong,kh,kh,True
phīnn-khian,鼻圈,25,phīⁿ-khian,phinn7khian,phinn7khian,phinnkhian,phinnkhian,pk,pk,True
phīnn-tsiam,鼻尖,25,phīⁿ-chiam,phinn7tsiam,phinn7chiam,phinntsiam,phinnchiam,pt,pc,True
phīnn-tī,鼻痔,25,phīⁿ-tī,phinn7ti7,phinn7ti7,phinnti,phinnti,pt,pt,True
phīnn-khiàu,鼻竅,25,phīⁿ-khiàu,phinn7khiau3,phinn7khiau3,phinnkhiau,phinnkhiau,pk,pk,True
phīnn-ko,鼻膏,25,phīⁿ-ko,phinn7ko,phinn7ko,phinnko,phinnko,pk,pk,True
phī-sô,鼻趖,25,phī-sô,phi7so5,phi7so5,phiso,phiso,ps,ps,True
phīnn-sô,鼻趖,25,phīⁿ-sô,phinn7so5,phinn7so5,phinnso,phinnso,ps,ps,True
phīnn-kut,鼻骨,25,phīⁿ-kut,phinn7kut,phinn7kut,phinnkut,phinnkut,pk,pk,True
tsê-kok,齊國,25,chê-kok,tse5kok,che5kok,tsekok,chekok,tk,ck,True
tsê-hong,齊風,25,chê-hong,tse5hong,che5hong,tsehong,chehong,th,ch,True
khí-king,齒弓,25,khí-keng,khi2king,khi2keng,khiking,khikeng,kk,kk,True
khí-puânn,齒盤,25,khí-pôaⁿ,khi2puann5,khi2poann5,khipuann,khipoann,kp,kp,True
khí-tsio̍h,齒石,25,khí-chio̍h,khi2tsioh8,khi2chioh8,khitsioh,khichioh,kt,kc,True
khí-kóng,齒管,25,khí-kóng,khi2kong2,khi2kong2,khikong,khikong,kk,kk,True
khí-sùann,齒線,25,khí-sòaⁿ,khi2suann3,khi2soann3,khisuann,khisoann,ks,ks,True
giàng-gê,齴牙,25,giàng-gê,giang3ge5,giang3ge5,giangge,giangge,gg,gg,True
ak-tsak,齷齪,25,ak-chak,aktsak,akchak,aktsak,akchak,at,ac,True
liông-kiā,龍崎,25,liông-kiā,liong5kia7,liong5kia7,liongkia,liongkia,lk,lk,True
lîng-nâ,龍巖,25,lêng-nâ,ling5na5,leng5na5,lingna,lengna,ln,ln,True
liông-bûn,龍文,25,liông-bûn,liong5bun5,liong5bun5,liongbun,liongbun,lb,lb,True
liông-tsuân,龍泉,25,liông-choân,liong5tsuan5,liong5choan5,liongtsuan,liongchoan,lt,lc,True
liông-hái,龍海,25,liông-hái,liong5hai2,liong5hai2,lionghai,lionghai,lh,lh,True
liông-iû,龍游,25,liông-iû,liong5iu5,liong5iu5,liongiu,liongiu,li,li,True
liông-uan,龍灣,25,liông-oan,liong5uan,liong5oan,lionguan,liongoan,lu,lo,True
liông-phuân,龍磐,25,liông-phoân,liong5phuan5,liong5phoan5,liongphuan,liongphoan,lp,lp,True
liông-be̍h,龍脈,25,liông-be̍h,liong5beh8,liong5beh8,liongbeh,liongbeh,lb,lb,True
liông-kut,龍骨,25,liông-kut,liong5kut,liong5kut,liongkut,liongkut,lk,lk,True
