hanzi,tl
刺探,tshì-thàm
卸貨,sià-huè/sià-hè
卸責任,sià-tsik-jīm/sià-tsik-līm
卸貨底,sià-huè-té/sià-hè-tué
到期,kàu-kî
受債,siū-tsè
協會,hia̍p-huē
受當袂起,siū-tong-bē-khí/siū-tong-buē-khí
受罪,siū-tsuē
其實,kî-si̍t
刺酸,tshiah-sng
卑鄙,pi-phí
取締,tshú-tè
協調,hia̍p-tiau
卑賤,pi-tsiān
刺激,tshì-kik
刺膨紗,tshiah-phòng-se
協辦,hia̍p-pān
典禮,tián-lé
刺繡,tshiah-siù
協議,hia̍p-gī
具體,kū-thé
刺鑿,tshì-tsha̍k
呢【替】,--nih
呢【替】,--neh
味,bī
呸【替】,phuì
呻,【白】tshan
呼,【文】hoo
呼,【白】khoo
命,【文】bīng
命,【白】miā
呾【替】,tànn
咂【替】,tsa̍p
和【替】,hām
和,【文】hô
咒,tsiù
囷【替】,khûn
坩【替】,khann
坪,【白】pênn/pînn
坯【替】,phue/phe
命令,bīng-līng
坩仔,khann-á
和平,hô-pîng
坦白,thán-pi̍k
周全,tsiu-tsuân
周至,tsiu-tsì
呸血,phuì-hueh/phuì-huih
周到,tsiu-tò
咂咂叫,tsa̍p-tsa̍p-kiò
咇咇掣,phi̍h-phi̍h-tshuah
呿呿嗽,khuh-khuh-sàu
和尚,huê-siūnn
固定,kòo-tīng
坦直,thán-ti̍t
呵咾,o-ló
呸面,phuì-bīn
呼音,hoo-im
坦倒,thán-tó
咖哩,ka-lí
咖哩嗹囉,ka-lí-liân-lô
命案,miā-àn
和氣,hô-khì
味素,bī-sòo
味素粉,bī-sòo-hún
咖啡,ka-pi
咖啡色,ka-pi-sik
固執,kòo-tsip
周密,tsiu-bi̍t
坦徛,thán-khiā
呼蛋,khoo-tuann
周圍,tsiu-uî
坦敧,thán-khi
坦敧身,thán-khi-sin
和順,hô-sūn
呸痰,phuì-thâm
和睦,hô-bo̍k
和解,hô-kái
命運,miā-ūn
咒誓,tsiù-tsuā
呼噎仔,khoo-uh-á
呼噓仔,khoo-si-á
咒罵,tsiù-mē/tsiù-mā
坦橫,thán-huâinn/thán-huînn
呼觱仔,khoo-pi-á
坦覆,thán-phak
命題,bīng-tê/bīng-tuê
呸瀾,phuì-nuā
咒讖,tsiù-tshàm
呼籲,hoo-io̍k
坱【替】,ing
坵,khu
夜,iā
奅,phānn
奇,【文】kî
奇,【白】khia
妹,muē/bē
妻,tshe
妾,tshiap
姆,ḿ
姊,tsé
姊,tsí
姑,koo
姓,【白】sènn/sìnn
姓,【文】sìng
姑丈,koo-tiūnn
姑不而將,koo-put-jî-tsiong/koo-put-lî-tsiong
姊夫,tsí-hu
姆仔,ḿ--á
姊仔,tsí--á
夜市,iā-tshī
奇巧,kî-khá
姐母,Tsiá-bó
委任,uí-jīm/uí-līm
垃圾,lah-sap
垃圾鬼,lah-sap-kuí
垃圾話,lah-sap-uē
奇妙,kî-miāu
姊妹,tsí-muē/tsí-bē
姊妹仔伴,tsí-muē-á-phuānn/tsí-bē-á-phuānn
奇怪,kî-kuài
姑表,koo-piáu
姑姨,koo-î
委員,uí-uân
坱埃,ing-ia
姑娘,koo-niû
奉茶,hōng-tê
奉送,hōng-sàng
委託,uí-thok
夜婆,iā-pô
姆婆,ḿ-pô
姑婆,koo-pô
姑情,koo-tsiânn
妹婿,muē-sài/bē-sài
夜景,iā-kíng
姑換嫂,koo-uānn-só
夜間部,iā-kan-pōo
夜勤,iā-khîn/iā-khûn
姑爺,koo-iâ
妻舅,tshe-kū
奇數,khia-sòo
奇蹟,kî-tsik
垃儳,lâ-sâm
季,kuì
孤,koo
官,【文】kuan
官,【白】kuann
定,【白】tiānn
定,【文】tīng
屆,kài
屈,khut
岫,siū
岸,【白】huānn
帕,phè
帖,thiap
幸,hīng
底,té/tué
底【替】,tī
店,tiàm
孤𣮈,koo-khu̍t
孤𣮈絕種,koo-khu̍t-tse̍h-tsíng
孤毛絕種,koo-moo-tse̍h-tsíng
底片,té-phìnn/tué-phìnn
帕仔,phè-á
帖仔,thiap-á
底代,tī-tāi
店主,tiàm-tsú
店仔,tiàm-á
官司,kuann-si
定去,tiānn--khì
孤囝,koo-kiánn
宗旨,tsong-tsí
底系,té-hē/tué-hē
孤兒,koo-jî/koo-lî
定定,tiānn-tiānn
定性,tīng-sìng
定金,tiānn-kim
店面,tiàm-bīn
官員,kuann-uân
店員,tiàm-uân
底時,tī-sî
定案,tīng-àn
宗祠,tsong-sû
定做,tiānn-tsò/tiānn-tsuè
宗教,tsong-kàu
底細,té-sè/tué-suè
孤單,koo-tuann
官場,kuann-tiûnn
定期,tīng-kî
宛然,uán-jiân/uán-liân
定著,tiānn-tio̍h
底當時,tī-tang-sî
季節,kuì-tseh/kuì-tsueh
定罪,tīng-tsuē
底蒂,té-tì/tué-tì
店號,tiàm-hō
官話,kuann-uē
幸運,hīng-ūn
官僚,kuann-liâu
幸福,hīng-hok
定銀,tiānn-gîn/tiānn-gûn
定價,tīng-kè
孤獨,koo-ta̍k
孤獨,koo-to̍k
宗親,tsong-tshin
店頭,tiàm-thâu
店頭家,tiàm-thâu-ke
官職,kuann-tsit
庚,【白】kenn/kinn
庚,【文】king
府,hú
延,tshiân
彼【替】,he
彼【替】,hit
往,【白】íng
往,【文】óng
忝【替】,thiám
忠,tiong
念,liām
怙【替】,kōo
性,【文】sìng
怪,【文】kuài
怪,【白】kuè
戽,hòo
彼一日,hit-tsi̍t-ji̍t/hit-tsi̍t-li̍t
怪人,kuài--lâng
怪人,kuài-lâng
彼个,hit ê
往日,óng-ji̍t/óng-li̍t
怪手,kuài-tshiú
戽斗,hòo-táu
戽水,hòo-tsuí
戽斗的,hòo-táu--ê
彼爿,hit pîng
往生,óng-sing
往回的,óng-huê--ê/óng-hê--ê
往年,óng-nî
性地,sìng-tē/sìng-tuē
戽杓,hòo-sia̍h
怪事,kuài-sū
念咒,liām-tsiù
性命,sènn-miā/sìnn-miā
延延,iân-tshiân
往往,íng-íng
怐怐,khòo-khòo
怦怦喘,phēnn-phēnn-tshuán
忠直,tiong-ti̍t
忠厚,tiong-hōo
府城,Hú-siânn
彼時,hit-sî
往時,íng-sî
性格,sìng-keh
念珠,liām-tsu
彼站,hit-tsām
彼陣,hit-tsūn
往復,óng-ho̍k
彼款,hit khuán
忽然,hut-jiân/hut-liân
彼搭,hit-tah
念經,liām-king
彼號,hit-lō
彼跡,hit-jiah/hit-liah
往過,íng-kuè/íng-kè
性質,sìng-tsit
延遲,iân-tî
彼頭,hit-thâu
忝頭,thiám-thâu
彼擺,hit pái
往擺,íng-pái
性癖,sìng-phiah
怪癖,kuài-phiah
房,【白】pâng
房,【文】pông
所,sóo
承,【白】sîn
承,【文】sîng
抨,phiann
披,phi
抱,【白】phō
抹,buah
押,【白】ah
抽,thiu
抾,khioh
抿,bín
拂【替】,hut
拄,tú
拆,thiah
拈,liam
拈,ni
拊【替】,hú
拋,【白】pha
拋,【文】phau
拌【替】,puānn
拍,【白】phah
拍,【文】phik
拎【替】,lîng
拐,kuái
拐【替】,kuāinn
拑,khînn
拔,【白】pua̍h
拔,【白】pue̍h
拖,thua
拗,áu
拚,piànn
招,【文】tsiau
招,【白】tsio
放,【文】hòng
放,【白】pàng
旺,ōng
拄䢢,tú-tshiāng
抹刀,buah-to
放刁,pàng-tiau
拄才,tú-tsiah
放工,pàng-kang
放冗,pàng-līng
承水,sîn-tsuí
抾水,khioh-tsuí
拍手,phah-tshiú
拍歹,phah-pháinn
放手,pàng-tshiú
拆日仔,thiah-ji̍t-á/thiah-li̍t-á
拍毋見,phah-m̄-kìnn
拍手銃,phah-tshiú-tshìng
放水燈,pàng-tsuí-ting
放火,pàng-hué/pàng-hé
所以,sóo-í
披仔,phi-á
抿仔,bín-á
拄仔好,tú-á-hó
拍尻川,phah-kha-tshng
拍石,phah-tsio̍h
招生,tsio-sing
拚生死,piànn-senn-sí/piànn-sinn-sí
拍石師,phah-tsio̍h-sai
拚生理,piànn-sing-lí
拈田嬰,liam-tshân-enn/liam-tshân-inn
拍生驚,phah-tshenn-kiann/phah-tshinn-kiann
拍交落,phah-ka-la̍uh
所在,sóo-tsāi
抾囡仔,khioh-gín-á
抾囝母,khioh-kiánn-bú
招囝婿,tsio-kiánn-sài
拄好,tú-hó
拆字,thiah-jī/thiah-lī
抾字紙的,khioh-jī-tsuá--ê/khioh-lī-tsuá--ê
拍字機,phah-jī-ki/phah-lī-ki
所有,sóo-iú
所有,sóo-ū
拆扦,thiah-tshuann
拚血,piànn-hiat
放血,pàng-hueh/pàng-huih
放卵,pàng-nn̄g
拍呃,phah-eh
放屁,pàng-phuì
放屁豆,pàng-phuì-tāu
拐弄,kuái-lōng
抵抗,tí-khòng
拍折,phah-tsiat
拖沙,thua-sua
拘束,khu-sok
拑牢牢,khînn-tiâu-tiâu
拖身拖命,thua-sin-thua-miā
拋捙輪,pha-tshia-lin
承受,sîng-siū
拖命,thua-miā
拚命,piànn-miā
招呼,tsio-hoo
放帖仔,pàng-thiap-á
拍官司,phah-kuann-si
拚性命,piànn-sènn-miā/piànn-sìnn-miā
抵押,tí-ah
拍拍,phah-phik
拍拚,phah-piànn
放放,hòng-hòng
拋拋走,pha-pha-tsáu
拍抐涼,phah-lā-liâng
抱的,phō--ê
拆股,thiah-kóo
抽長,thiu-tn̂g
拍金仔,phah kim-á
拋近路,pha-kīn-lōo/pha-kūn-lōo
拚俗,piànn-sio̍k
拍咳啾,phah-kha-tshiùnn
拍咯雞,phah-ko̍k-ke
房屋,pâng-ok
抾客,khioh-kheh
放屎,pàng-sái
拖屎連,thua-sái-liân
押後,ah-āu
抾恨,khioh-hīn/khioh-hūn
招待,tsiau-thāi
抾拾,khioh-si̍p
拍某菜,phah-bóo-tshài
放毒,pàng-to̍k
拍派,phah-phài
抾紅點仔,khioh-âng-tiám-á
披衫,phi-sann
放重利,pàng tāng-lāi
抹面,buah-bīn
拈香,liam-hiunn
拆食落腹,thiah-tsia̍h-lo̍h-pak
放風聲,pàng-hong-siann
拑家,khînn-ke
拍拳,phah-kûn
拍拳頭,phah kûn-thâu
抾捔,khioh-ka̍k
放捒,pàng-sak
抾柴,khioh-tshâ
抽疼,thiu-thiànn
拘留,khu-liû
拆破,thiah-phuà
拍破,phah-phuà
抹粉,buah-hún
放粉鳥,pàng-hún-tsiáu
拗紙,áu-tsuá
招翁,tsio-ang
放臭屁,pàng-tshàu-phuì
拋荒,pha-hng
押送,ah-sàng
抽退,thiu-thè
放送,hòng-sàng
抾骨,khioh-kut
拉圇仔燒,lâ-lûn-á-sio
所得,sóo-tik
所得稅,sóo-tik-suè/sóo-tik-sè
拔桶,pua̍h-tháng
拄欲,tú beh/tú bueh
放棄,hòng-khì
拍球,phah-kiû
拆票,thiah-phiò
放符仔,pàng-hû-á
拖累,thua-luī
拍通關,phah-thong-kuan
拋魚,pha-hî/pha-hû
拍麻雀,phah-muâ-tshiok
拍喙鼓,phah-tshuì-kóo
拆單,thiah-tuann
拆散,thiah-suànn
拖棚,thua-pênn/thua-pînn
拍殕仔光,phah-phú-á-kng
招牌,tsiau-pâi
拍無去,phah-bô--khì
抽稅,thiu-suè/thiu-sè
抾稅,khioh-suè/khioh-sè
拍結,phah-kat
拒絕,kī-tsua̍t/kū-tsua̍t
拍結毬,phah-kat-kiû
抾著,khioh-tio̍h
拄著,tú-tio̍h
所費,sóo-huì
房間,pâng-king
拆開,thiah-khui
拚勢,piànn-sè
招募,tsio-bōo
放債,pàng-tsè
拄搪,tú-tn̄g
拍損,phah-sńg
招會仔,tsio-huē-á/tsio-hē-á
放煙火,pàng-ian-hué/pàng-ian-hé
拍滂泅,phah-phōng-siû
拋碇,pha-tiānn
放肆,hòng-sù
拗裒,áu-pôo
放裒,pàng-pôo
放榜,hòng-pńg
拚暝工,piànn-mê-kang/piànn-mî-kang
抱歉,phō-khiàm
放盡磅,pàng-tsīn-pōng
拍種,phah-tsíng
拍算,phah-sǹg
拍算盤,phah-sǹg-puânn
拆腿,thiah-thuí
拋網,pha bāng
承認,sîng-jīn/sîng-līn
招認,tsiau-jīn/tsiau-līn
招魂,tsiau-hûn
拍噗仔,phah-pho̍k-á
放寬,hòng-khuan
拄數,tú-siàu
放數,pàng-siàu
招標,tsio-pio
拍賣,phah-bē/phah-buē
抽豬母稅,thiu-ti-bó-suè/thiu-tu-bó-sè
抹壁,buah-piah
承擔,sîng-tam
拖磨,thua-buâ
放蕩,hòng-tōng
拍醒,phah-tshénn/phah-tshínn
拚輸贏,piànn-su-iânn
抾錢,khioh-tsînn
房頭,pâng-thâu
抽頭,thiu-thâu
斧頭,póo-thâu
斧頭櫼仔,póo-thâu-tsinn-á
放聲,pàng-siann
拋輾斗,pha-liàn-táu
拍斷,phah-tn̄g
拍獵,phah-la̍h
拍翸,phah-phún
抵額,tí-gia̍h
放鬆,pàng-sang
拆藥仔,thiah-io̍h-á
押韻,ah-ūn
拐騙,kuái-phiàn
拋麒麟,pha-kî-lîn
拌蠓仔,puānn báng-á
拍觸衰,phah-tshik-sue
拍鐵,phah-thih
拍鐵仔師,phah-thih-á-sai
拍鐵仔褲,phah-thih-á-khòo
拗彎,áu-uan
抽籤,thiu-tshiam
拍鱗,phah-lân
抹鹽,buah iâm
拗蠻,áu-bân
抽鬮,thiu-khau
拈鬮,liam-khau
拗鬱,áu-ut
抾襇,khioh-kíng
抽躼,thiu-lò
昏【替】,hūn
服,ho̍k
杮,phuè/phè
杯,pue
東,【白】tang
東,【文】tong
板,pán
枇【替】,pî
枋,pang
林,【文】lîm
林,【白】nâ
果,【文】kó
枝,【白】ki
果子,kué-tsí/ké-tsí
果子猫,kué-tsí-bâ/ké-tsí-bâ
果子園,kué-tsí-hn̂g/ké-tsí-hn̂g
朋友,pîng-iú
東爿,tang-pîng
杯仔,pue-á
板仔,pán-á
枋仔,pang-á
明仔日,bîn-á-ji̍t/bîn-á-li̍t
枝仔冰,ki-á-ping
明仔早起,bîn-á-tsá-khí
明仔暗,bîn-á-àm
明仔載,bîn-á-tsài
昏去,hūn--khì
明白,bîng-pi̍k
明年,mê-nî
枉死,óng-sí
東西南北,tang-sai-lâm-pak
林投,nâ-tâu
林投姊仔,Nâ-tâu-tsí--á
服侍,ho̍k-sāi
明呼,bîng-hoo
枉屈,óng-khut
明明,bîng-bîng
枇杷,pî-pê
明知,bîng-tsai
明星,bîng-tshenn/bîng-tshinn
東洋,Tang-iûnn
東風,tang-hong
昏倒,hūn--tó
東倒西歪,tang-tó-sai-uai
東海,Tang-hái
松茸,siông-jiông/siông-liông
昏迷,hūn-bê
服務,ho̍k-bū
枋堵,pang-tóo
服從,ho̍k-tsiông
松梧,siông-ngôo
明理,bîng-lí
果然,kó-jiân/kó-liân
東筊,tong kiáu
林菝仔,ná-pua̍t-á
枉費,óng-huì
易經,I̍k-king
服裝,ho̍k-tsong
板膋,pán-lâ
板嘹,pán-liâu
枋模,pang-bôo
松膠,siông-ka
枕頭囊,tsím-thâu-lông
明瞭,bîng-liâu
明講,bîng-kóng
明顯,bîng-hián
武,bú
沓【替】,ta̍uh
沫【替】,phue̍h/phe̍h
沬【替】,bī
河,hô
油,iû
治,tī
沾【替】,tsam
沿,iân
泅,siû
泏【替】,tsuh
泏【替】,tsuah
泏,tsuat
泔【替】,ám
法,huat
法力,huat-li̍k
油水,iû-tsuí
泅水,siû-tsuí
法令,huat-līng
武市,bú-tshī
武生,bú-sing
治安,tī-an
油車,iû-tshia
油車間,iû-tshia-king
法官,huat-kuann
油抽,iû-thiu
沓沓仔,ta̍uh-ta̍uh-á
沓沓滴滴,ta̍p-ta̍p-tih-tih
油肭肭,iû-leh-leh
油垢,iû-káu
法度,huat-tōo
法律,huat-lu̍t
治枵,tī-iau
油洗洗,iû-sé-sé/iû-sué-sué
油炸粿,iû-tsia̍h-kué/iû-tsia̍h-ké
法師,huat-su
沿海,iân-hái
治病,tī-pēnn/tī-pīnn
油紙,iû-tsuá
法術,huat-su̍t
油魚,iû-hî/iû-hû
法場,huat-tiûnn
油筒仔,iû-tâng-á
油菜,iû-tshài
油飯,iû-pn̄g
河溪,hô-khe/hô-khue
油滓,iû-tái
欣羨,him-siān
治罪,tī-tsuē
沿路,iân-lōo
沓滴,ta̍p-tih
油漏仔,iû-lāu-á
油蔥,iû-tshang
油蔥粿,iû-tshang-kué/iû-tshang-ké
欣賞,him-sióng
武器,bú-khì
治療,tī-liâu
泔糜仔,ám-muê-á/ám-bê-á
油臊,iû-tsho
法醫,huat-i
武藝,bú-gē
疱【替】,phā
泡,【文】phàu
泡【替】,pho
泡,【白】phò
波,pho
注,【文】tsù
注,【白】tù
炊,tshue/tshe
炎,iām
炒,tshá
炕【替】,khòng
爬,pê
爭,【白】tsenn/tsinn
爸,pâ
爸,pē
版,pán
物,【文】bu̍t
物,【白】mi̍h/mn̍gh
狀,【白】tsn̄g
狗,【白】káu
狗𩸶仔,káu-gām-á
狀元,tsiōng-guân
狗公,káu-kang
狗公腰,káu-kang-io
注文,tsù-bûn
炊斗,tshue-táu/tshe-táu
狗牙,káu-gê
狗仔,káu-á
爸母,pē-bú
狗母,káu-bó
狗母魚,káu-bó-hî/káu-bó-hû
狗母鍋,káu-bó-ue/káu-bó-e
注目,tsù-bo̍k
物件,mi̍h-kiānn/mn̍gh-kiānn
炕肉,khòng-bah
爸老囝幼,pē-lāu-kiánn-iù
炕肉飯,khòng-bah-pn̄g
炊床,tshue-sn̂g/tshe-sn̂g
狗岫,káu-siū
狗空,káu-khang
注音,tsù-im
物食,mi̍h-tsia̍h/mn̍gh-tsia̍h
注射,tsù-siā
牧師,bo̍k-su
狐狸,hôo-lî
狐狸精,hôo-lî-tsiann
泡茶,phàu tê
物配,mi̍h-phuè/mn̍gh-phè
物理,bu̍t-lí
牧場,bo̍k-tiûnn
炕菜頭,khòng-tshài-thâu
注意,tsù-ì
炊粿,tshue kué/tshe ké
物價,bu̍t-kè
炕窯,khòng-iô
狗蝨,káu-sat
爭論,tsing-lūn
狗蟻,káu-hiā
狗蟻碟仔,káu-hiā-ti̍h-á
泡麵,phàu-mī
的【替】,--ê
的【替】,ê
盲,bông
直,ti̍t
知,【白】tsai
知,【文】ti
矸【替】,kan
社,siā
祀,【白】tshāi
空,【白】khang
空【替】,khòng
知己,ti-kí
空手,khang-tshiú
矸仔,kan-á
空地,khàng-tē/khàng-tuē
知死,tsai-sí
知位,tsai-uī
知足,ti-tsiok
空房,khang-pâng
直直,ti̍t-ti̍t
知苦,tsai-khóo
空厝間,khang-tshù-king
直接,ti̍t-tsiap
直透,ti̍t-thàu
空喙,khang-tshuì
空喙哺舌,khang-tshuì-pōo-tsi̍h
空殼,khang-khak
空殼支票,khang-khak-tsi-phiò
空間,khong-kan
社會,siā-huē
直溜溜,ti̍t-liu-liu
盲腸,môo-tn̂g
空腹,khang-pak
盲腸炎,môo-tn̂g-iām
直腸直肚,ti̍t-tn̂g-ti̍t-tōo
空榫,khang-sún
玫瑰花,muî-kuì-hue
知輕重,tsai-khin-tāng
知影,tsai-iánn
的確,tik-khak
社頭,siā-thâu
空頭,khang-thâu
空縫,khang-phāng
空襲,khong-si̍p
糾,kiù
罔【替】,bóng
羌,kiunn
者,tsiá
股,kóo
肢,ki
肥,【白】puî
肯,khíng
肺,hì
芟,【白】sing
芡【替】,khiàn
花,【文】hua
花,【白】hue
芳,【白】phang
芳水,phang-tsuí
羌仔,kiunn-á
花仔布,hue-á-pòo
股本,kóo-pún
肨奶,hàng-ling/hàng-ni
花旦,hue-tuànn
芳瓜,phang-kue
罔行,bóng kiânn
肥肉,puî-bah
罔育,bóng io
花身仔,hue-sin-á
花坩,hue-khann
芳味,phang-bī
肯定,khíng-tīng
股東,kóo-tong
花枝,hue-ki
肺炎,hì-iām
花矸,hue-kan
芡芳,khiàn-phang
花花仔,hue-hue--á
罔度,bóng tōo
肩胛,king-kah
肩胛頭,king-kah-thâu
芥末,kài-bua̍h
花莓,hue-m̂
芳料,phang-liāu
花栽,hue-tsai
芳粉,phang-hún
花草,hue-tsháu
花袂牢枝,hue-bē-tiâu-ki/hue-buē-tiâu-ki
糾帶,kiù-tuà
花瓶,hue-pân
股票,kóo-phiò
芫荽,iân-sui
肥軟,puî-nńg
糾筋,kiù-kin/kiù-kun
芥菜,kuà-tshài
花菜,hue-tshài
罔飼,bóng tshī
芡滷,khiàn-lóo
肺管,hì-kńg
花箍,hue-khoo
花磚,hue-tsng
花蕊,hue-luí
花巴哩貓,hue-pa-li-niau
肩頭,king-thâu
肺癆,hì-lô
花環,hue-khuân
花鮡,hue-thiâu
芥藍仔,kè-nâ-á
花轎,hue-kiō
花籃,hue-nâ
花欉,hue-tsâng
芽,【白】gê
虎,hóo
虯,khiû
表,【文】piáu
表,【白】pió
軋【替】,kauh
迎,【白】ngiâ
近,kīn/kūn
迒【替】,hānn
金,kim
長,【文】tióng
長,【白】tiúnn
長,【白】tn̂g
門,【文】bûn
門,【白】mn̂g
阿,【白】a
雨,【白】hōo
雨,【文】ú
青,【白】tshenn/tshinn
青,【文】tshing
長䘼,tn̂g-ńg
金山,kim-suann
長工,tn̂g-kang
門口,mn̂g-kháu
阿丈,a-tiūnn
表小弟,piáu-sió-tī
表小妹,piáu-sió-muē/piáu-sió-bē
阿公,a-kong
阿不倒仔,a-put-tó-á
虯毛,khiû-mn̂g
金斗,kim-táu
門戶,mn̂g-hōo
門斗,mn̂g-táu
阻止,tsóo-tsí
雨水,hōo-tsuí
雨毛仔,hōo-mn̂g-á
金斗甕仔,kim-táu-àng-á
表兄,piáu-hiann
金仔,kim-á
阿兄,a-hiann
表兄弟,piáu-hiann-tī
金仔店,kim-á-tiàm
門市,mn̂g-tshī
阿母,a-bú
長尻川,tn̂g-kha-tshng
虎皮,hóo-phuê/hóo-phê
表示,piáu-sī
金瓜,kim-kue
虱目魚,sat-ba̍k-hî/sat-ba̍k-hû
金囝,kim-kiánn
青年,tshing-liân
長年菜,tn̂g-nî-tshài
金色,kim-sik
長老,tiúnn-ló
青色,tshenn-sik/tshinn-sik
青竹絲,tshenn-tik-si/tshinn-tik-si
阿西,a-se
雨衣,hōo-i
阿伯,a-peh
金含,kim-kâm
阿妗,a-kīm
長尾星,tn̂g-bué-tshenn/tn̂g-bé-tshinn
阿沙不魯,a-sa-puh-luh
長男,tióng-lâm
金言,kim-giân
金身,kim-sin
阿里不達,a-lí-put-ta̍t
近來,kīn-lâi/kūn-lâi
雨來天,hōo-lâi-thinn
阿叔,a-tsik
阿叔仔,a-tsik-á
長命,tn̂g-miā
表姊,piáu-tsí
阿姆,a-ḿ
阿姊,a-tsí
阿姑,a-koo
虎姑婆,Hóo-koo-pô
阿爸,a-pah
表的,piáu--ê
青盲,tshenn-mê/tshinn-mî
青盲牛,tshenn-mê-gû/tshinn-mî-gû
阿舍,a-sià
阿舍囝,a-sià-kiánn
虯虯,khiû-khiû
金金,kim-kim
金金看,kim-kim-khuànn
阿姨,a-î
青恂恂,tshenn-sún-sún/tshinn-sún-sún
青春,tshing-tshun
青紅燈,tshenn-âng-ting/tshinn-âng-ting
青苔,tshenn-thî/tshinn-thî
長衫,tn̂g-sann
門閂,mn̂g-tshuànn
雨衫,hōo-sann
表面,piáu-bīn
門風,mn̂g-hong
青面獠牙,tshenn-bīn-liâu-gê/tshinn-bīn-liâu-gê
金香燭,kim-hiunn-tsik
近倚,kīn-uá/kūn-uá
金剛石,kim-kong-tsio̍h
阿娘,a-niâ
金庫,kim-khòo
門扇,mn̂g-sìnn
阿桑,a-sáng
長株形,tn̂g-tu-hîng
金桔仔,kim-kiat-á
阿爹,a-tia
阿祖,a-tsóo
迎神,ngiâ-sîn
金粉,kim-hún
門神,mn̂g-sîn
金紙,kim-tsuá
青耆,tshenn-kî/tshinn-kî
金紙店,kim-tsuá-tiàm
青草仔店,tshenn-tsháu-á-tiàm/tshinn-tsháu-á-tiàm
青草仔茶,tshenn-tsháu-á-tê/tshinn-tsháu-á-tê
虎豹母,hóo-pà-bú
金針,kim-tsiam
虎骨酒,hóo-kut-tsiú
金針菇,kim-tsiam-koo
阿啄仔,a-tok-á
金婚,kim-hun
阿婆,a-pô
表情,piáu-tsîng
迎接,gîng-tsiap
金條,kim-tiâu
表現,piáu-hiān
門圈,mn̂g-khian
門票,mn̂g-phiò
長途,tn̂g-tôo
金魚,kim-hî/kim-hû
雨傘,hōo-suànn
雨傘節,hōo-suànn-tsat
金棗,kim-tsó
長短,tn̂g-té
長短跤話,tn̂g-té-kha-uē
青菜,tshenn-tshài/tshinn-tshài
近視,kīn-sī/kūn-sī
門診,mn̂g-tsín
長進,tióng-tsìn
阿媽,a-má
阿嫂,a-só
迎新棄舊,ngiâ-sin-khì-kū
長歲壽,tn̂g-huè-siū/tn̂g-hè-siū
金滑,kim-ku̍t
阿舅,a-kū
門跤口,mn̂g-kha-kháu
門路,mn̂g-lōo
金鼎,kim-tiánn
長壽,tn̂g-siū
雨幔,hōo-mua
金榜,kim-pńg
表演,piáu-ián
金箔,kim-po̍h
青翠,tshenn-tshuì/tshinn-tshuì
虎鼻師,hóo-phīnn-sai
虯儉,khiû-khiām
近廟欺神,kīn-biō-khi-sîn/kūn-biō-khi-sîn
青磅白磅,tshenn-pōng-pe̍h-pōng/tshinn-pōng-pe̍h-pōng
金線蓮,kim-suànn-liân
長輩,tióng-puè
迎鬧熱,ngiâ-lāu-jia̍t/ngiâ-lāu-lia̍t
阻擋,tsóo-tòng
迎燈,ngiâ-ting
表親,piáu-tshin
近親,kīn-tshin/kūn-tshin
雨霎仔,hōo-sap-á
虎頭夾仔,hóo-thâu-ngeh-á
虎頭柑,hóo-thâu-kam
長頷鹿,tn̂g-ām-lo̍k
虎頭蜂,hóo-thâu-phang
金龜,kim-ku
金龜綠,kim-ku-li̍k
阿彌陀佛,Oo-mí-tôo-hu̍t
金鍊仔,kim-liān-á
阿嬸,a-tsím
阻礙,tsóo-gāi
門簾,mn̂g-lî
金蠅,kim-sîn
金爐,kim-lôo
虎鬚,hóo-tshiu
長躼埽,tn̂g-lò-sò
非,hui
非法,hui-huat
亭,tîng
侵,tshim
侹【替】,thiānn
便,【文】piān
促,【白】tshik
亭仔,tîng-á
亭仔跤,tîng-á-kha
侵犯,tshim-huān
便衣,piān-i
便宜,pân-gî
便所,piān-sóo
便服,piān-ho̍k
便便,piān-piān
便看,piān-khuànn
便衫,piān-sann
侮辱,bú-jio̍k/bú-lio̍k
便媒人,piān-muê-lâng
便菜,piān-tshài
便菜飯,piān-tshài-pn̄g
便飯,piān-pn̄g
促歲壽,tshik-huè-siū/tshik-hè-siū
便當,piān-tong
便當篋仔,piān-tong-kheh-á
便藥仔,piān-io̍h-á
俏【替】,tshio
俗,sio̍k
保,pó
信,sìn
冠,kuan
剃,thì
剉【替】,tshò
削,【白】siah
剋,khik
前,【文】tsiân
前,【白】tsîng
勇,ióng
南,lâm
卻,khiok
厘,lî
前人囝,tsîng-lâng-kiánn
信心,sìn-sim
前日,tsîng-ji̍t/tsîng-li̍t
南爿,lâm-pîng
前世,tsîng-sì
保正,pó-tsiànn
信用,sìn-iōng
保生大帝,Pó-sing-tāi-tè
信仰,sìn-gióng
信任,sìn-jīm/sìn-līm
俗名,sio̍k-miâ
前因後果,tsiân-in-hiō-kó
保存,pó-tsûn
保守,pó-siú
前年,tsûn--nî
保庇,pó-pì
前身,tsiân-sin
俗物,sio̍k-mi̍h/sio̍k-mn̍gh
前金,tsiân-kim
削削叫,siah-siah-kiò
前後,tsîng-āu
卻是,khiok-sī
前某,tsîng-bóo
南洋,Lâm-iûnn
前科,tsiân-kho
保重,pó-tiōng
冠軍,kuan-kun
保家,pó-ke
信徒,sìn-tôo
剉柴,tshò-tshâ
勇氣,ióng-khì
